Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ,Fall
91009,31.53,5,31.92,6,30.88,23,3931.71,0,3989.57,-5,3965.67,-23,False
91114,31.68,14,31.82,-7,31.09,8,3932.68,-16,3991.34,-6,3934.21,-16,False
91219,31.71,6,31.79,3,31.09,4,3930.73,0,3986.89,-8,3990.61,-7,False
91324,31.52,-15,31.75,20,31.04,-23,3932.68,0,3978.6,2,3988.29,-21,False
91429,31.67,-11,31.63,-4,31.08,-5,3933.66,-16,3965.91,-6,3979.21,12,False
91534,31.52,14,31.67,-5,31.12,14,3931.71,0,3950.37,0,3868.9,2,False
91639,31.28,5,31.77,-1,31.22,47,3934.63,-48,3972.01,12,3724.63,8,False
91744,30.89,-29,0.14,5,31.83,3,3932.68,-32,11.59,11,3646.95,50,False
91849,31.02,-34,0.29,38,0.28,-14,3932.68,-32,106.1,21,3860.3,39,False
91953,31.17,21,0.41,-10,0.44,1,3933.66,-48,120.18,-3,3890.91,-56,False
92058,31.48,3,0.33,6,0.56,11,3931.71,0,71.16,-15,3926.77,10,False
92163,31.49,-22,0.33,-5,0.76,5,3933.66,0,3983.66,-26,3994.82,-12,False
92268,31.61,-45,0.25,11,0.71,-18,3932.68,-16,3915.49,-14,167.74,58,False
92372,31.39,5,0.25,1,0.2,5,3931.71,0,3878.23,-2,282.93,0,False
92477,31.16,-10,0.09,14,31.64,-43,3932.68,0,3906.77,14,335.49,10,False
92582,31.07,-22,0.16,19,31.34,-24,3932.68,-32,3899.94,-31,169.7,-66,False
92687,31.2,35,0.31,-29,31.21,36,3932.68,0,3841.95,-1,3874.94,-41,False
92792,31.13,-2,0.43,-2,31.35,-15,3931.71,16,3852.32,-5,3873.29,-21,False
92897,31.24,-21,0.47,-10,31.55,4,3931.71,0,3886.22,19,3909.09,46,False
93002,31.61,-189,0.87,25,31.67,-35,3932.68,16,3911.28,0,157.2,21,False
93107,31.11,-4,0.74,-7,31.2,19,3932.68,-32,3866.16,-6,211.28,-197,False
93212,31.32,16,0.66,-2,31.35,-16,3932.68,-48,3892.8,6,53.11,6,False
93317,31.29,18,0.8,21,31.59,15,3933.66,-16,3953.35,0,3895.37,-18,False
93422,31.44,-33,0.94,4,31.85,-6,3933.66,-32,3953.96,-27,54.51,-9,False
93527,31.41,-5,0.76,7,31.93,-28,3931.71,0,3931.65,-6,105.98,-6,False
93632,31.32,22,0.66,2,31.73,5,3932.68,-16,3939.21,-4,199.02,-47,False
93737,31.23,-12,0.47,-4,31.49,3,3932.68,0,3984.51,-3,91.59,-56,False
93842,31.25,17,0.45,-19,31.54,4,3932.68,0,3970.85,-4,3762.5,-34,False
93947,31.6,-7,0.75,-2,0.0,65524,3931.71,-16,26.71,19,3867.5,139,False
94052,31.31,17,0.8,-3,31.9,-14,3931.71,-16,3981.34,-1,3958.6,-10,False
94157,31.44,1,0.58,8,31.96,-15,3933.66,32,3984.21,-4,2.07,-6,False
94262,31.25,25,0.58,15,31.9,-1,3931.71,0,3965.06,-14,38.48,16,False
94371,31.25,-1,0.61,-18,31.95,-26,3933.66,-16,3969.45,4,53.54,13,False
94476,31.16,-24,0.82,11,31.96,14,3931.71,48,3963.84,-11,13.48,0,False
94581,31.41,5,0.73,-9,0.07,-46,3935.61,-32,3964.94,-10,46.22,-18,False
94686,31.44,-29,0.73,-8,31.94,15,3933.66,0,3947.2,-6,45.85,-27,False
94791,31.41,4,0.63,-11,31.95,0,3932.68,16,3965.37,4,37.74,2,False
94896,31.33,5,0.6,-10,0.07,3,3930.73,32,3969.88,6,48.41,0,False
95001,31.19,19,0.63,22,0.16,-10,3932.68,0,3985.85,3,16.77,-12,False
95106,31.26,-4,0.63,-4,0.13,10,3932.68,0,8.84,4,10.61,21,False
95211,31.1,-67,0.79,-18,0.02,65455,3933.66,0,22.5,9,66.95,70,False
95316,31.41,13,0.62,-2,31.58,-21,3933.66,0,15.61,27,3953.23,60,False
95420,31.3,10,0.47,7,31.59,-15,3934.63,16,62.07,-1,23.48,28,False
95525,31.36,3,0.44,14,31.39,1,3934.63,-48,106.59,12,3985.18,42,False
95629,31.31,-12,0.42,-24,31.46,-27,3934.63,-32,131.95,-2,4.88,-3,False
95734,31.21,-5,0.48,-17,31.34,-7,3932.68,0,185.24,13,54.82,-6,False
95839,31.35,-20,0.4,16,31.1,0,3933.66,-16,174.45,-17,3991.59,-84,False
95944,31.52,44,0.47,16,31.19,28,3933.66,0,150.06,-16,3904.45,19,False
96049,31.57,-52,0.61,-34,31.27,-5,3933.66,0,116.28,3,3983.66,27,False
96154,31.47,1,0.54,-11,31.26,-4,3932.68,16,67.13,-19,3988.05,9,False
96259,31.44,5,0.44,-6,31.15,5,3934.63,0,44.63,-3,4.15,17,False
96364,31.4,26,0.59,-18,31.05,-16,3933.66,16,26.89,-14,3966.65,26,False
96469,31.57,-72,0.33,-49,31.25,43,3933.66,-32,23.17,-7,3984.76,-55,False
96574,31.48,-15,0.4,4,31.13,9,3934.63,-16,23.48,-5,3991.95,30,False
96679,31.38,12,0.37,4,31.34,6,3934.63,-16,7.62,-1,23.84,6,False
96784,31.44,3,0.39,6,31.16,-3,3931.71,48,8.29,-6,3967.74,9,False
96889,31.47,-7,0.34,3,31.19,10,3935.61,-32,1.83,-2,19.57,2,False
96994,31.45,-16,0.39,-4,31.16,-13,3931.71,32,3993.17,-2,3980.61,2,False
97099,31.44,-13,0.3,-1,31.13,0,3934.63,16,3993.9,4,2.2,10,False
97204,31.33,-5,0.31,6,31.07,5,3934.63,0,20.37,11,3993.41,-15,False
97309,31.47,-14,0.28,6,31.15,-11,3933.66,16,12.62,-5,3963.9,7,False
97414,31.46,-8,0.35,3,31.14,12,3935.61,-32,10.06,-7,19.63,6,False
97519,31.46,-7,0.39,0,31.13,4,3933.66,-32,3.9,-7,3993.54,2,False
97624,31.44,-5,0.31,4,31.16,12,3934.63,16,3993.78,-2,8.35,-6,False
97729,31.41,-14,0.35,-7,31.04,-2,3934.63,0,3983.66,0,3.72,-1,False
97834,31.42,-5,0.35,-10,31.07,-9,3934.63,-32,3977.38,0,3991.65,-3,False
97939,31.46,3,0.32,10,31.14,3,3933.66,16,3966.46,-5,3.41,1,False
98044,31.48,-12,0.27,-1,31.21,-21,3933.66,0,3950.73,-4,12.13,3,False
98149,31.4,1,0.28,10,31.16,-48,3933.66,0,3939.51,-1,29.15,-1,False
98254,31.36,-11,0.25,6,31.15,27,3936.59,-32,3939.02,-4,26.65,-11,False
98359,31.39,9,0.25,-5,31.13,17,3934.63,-32,3934.7,-1,4.15,-5,False
98464,31.43,-6,0.34,0,31.16,15,3934.63,0,3922.44,-3,23.9,12,False
98570,31.37,0,0.38,7,31.19,-2,3933.66,32,3916.4,-2,39.09,1,False
98675,31.35,-4,0.35,6,31.22,7,3933.66,32,3927.5,8,38.96,-5,False
98780,31.33,-2,0.25,-4,31.25,17,3934.63,-16,3945.61,7,30.91,-28,False
98884,31.32,-8,0.22,6,31.21,5,3934.63,0,3973.41,17,20.55,-1,False
98989,31.29,-9,0.3,4,31.2,17,3934.63,0,21.77,8,3991.59,-15,False
99094,31.43,-1,0.35,-6,31.1,18,3935.61,-48,27.13,-5,3964.82,9,False
99199,31.44,-23,0.33,-19,31.07,-19,3935.61,-32,4.88,-6,3992.2,4,False
99304,31.46,4,0.23,-1,31.17,7,3935.61,-32,5.43,9,20.12,3,False
99409,31.44,-17,0.25,-4,31.12,3,3936.59,0,0.98,-5,3993.41,-5,False
99513,31.38,-3,0.24,7,31.08,15,3934.63,0,3988.48,2,20.98,-3,False
99618,31.38,3,0.24,10,31.13,-1,3935.61,16,3991.46,-6,8.54,-1,False
99723,31.37,2,0.22,8,31.1,20,3935.61,0,3986.71,2,3986.04,12,False
99828,31.36,13,0.17,-22,31.17,-9,3936.59,16,1.89,8,3992.01,6,False
99933,31.34,0,0.21,-7,31.17,14,3934.63,-16,7.87,-1,3973.84,-2,False
100038,31.35,16,0.22,12,31.25,-17,3936.59,-32,3.29,6,3959.39,29,False
100143,31.22,-2,0.2,-15,31.26,-57,3935.61,0,4.09,19,3945.73,9,False
100248,31.24,38,0.22,21,31.45,43,3933.66,32,6.65,-27,3887.07,-8,False
100353,31.04,37,0.2,-20,31.29,-7,3934.63,0,14.63,13,3959.82,-88,False
100458,31.16,-5,0.08,-1,31.52,-15,3935.61,-16,19.45,3,10.98,63,False
100563,31.15,18,31.99,5,31.4,46,3937.56,-32,42.99,-1,3909.21,-3,False
100668,31.04,-2,0.09,8,31.53,-21,3934.63,16,40.37,16,3953.17,-3,False
100773,31.13,-15,0.14,-5,31.64,-1,3936.59,0,15.18,-1,3993.96,14,False
100878,31.03,-6,0.26,-10,31.51,5,3936.59,-32,3990.79,3,18.11,-43,False
100983,31.08,-8,0.27,-2,31.51,-47,3933.66,32,3978.11,12,57.93,-3,False
101088,31.17,-35,0.06,-6,31.43,-16,3937.56,-32,3988.35,2,41.04,-6,False
101193,31.2,1,31.97,10,31.4,47,3935.61,-32,3986.28,0,3991.89,28,False
101298,31.02,7,31.83,158,31.4,-131,3934.63,32,3985.61,-92,3987.87,-172,False
101403,31.23,-7,31.91,-32,31.39,-1,3934.63,0,3995.49,-65522,39.45,-21,False
101508,31.2,-12,31.88,-7,31.42,-1,3935.61,0,19.02,7,3980.43,8,False
101613,31.12,0,31.95,5,31.48,-2,3934.63,16,29.39,-8,3973.54,11,False
101718,31.06,12,0.05,-2,31.56,7,3934.63,32,3995.61,-4,19.76,74,False
101823,30.96,-49,31.82,-15,31.26,-76,3937.56,-48,5.79,21,186.77,4,False
101928,31.47,-125,31.56,43,31.32,63,3933.66,32,21.77,-28,18.9,-184,False
102032,31.74,-2,31.48,0,31.38,-4,3936.59,16,3962.26,-16,3895.37,-22,False
102137,31.52,-10,31.5,20,31.23,8,3935.61,-16,0.06,2,9.09,22,False
102242,31.36,-3,31.52,-9,31.34,-2,3934.63,32,3981.59,-2,3934.45,-4,False
102347,31.05,-7,31.62,-6,31.39,-2,3935.61,0,3988.41,11,3902.8,-3,False
102452,31.21,21,31.62,-27,31.48,-8,3937.56,-32,17.74,19,26.83,23,False
102557,31.27,22,31.5,-6,31.24,-13,3936.59,16,49.33,42,147.87,24,False
102662,31.41,-73,31.42,-46,31.37,-65,3937.56,-16,63.66,2,11.89,-21,False
102767,31.48,26,31.17,-19,31.49,-4,3937.56,0,55.18,5,3839.27,-10,False
102872,31.73,4,31.14,9,31.62,-1,3938.54,-32,70.91,-4,3930.49,23,False
102976,0.01,5,31.13,-5,31.87,-39,3937.56,16,35.98,-8,24.15,12,False
103081,0.04,-12,30.99,-3,31.64,-11,3937.56,-32,19.45,20,34.82,33,False
103186,31.74,-8,30.99,-32,31.75,0,3936.59,0,14.82,15,3978.11,-58,False
103291,31.84,4,31.02,4,31.84,-1,3937.56,-16,23.84,1,3961.04,-7,False
103396,31.86,13,31.06,-8,31.85,-9,3937.56,-64,3994.63,-9,3981.71,-2,False
103501,31.83,-1,31.03,19,31.88,-7,3938.54,-32,3976.4,-7,3983.96,-6,False
103606,31.82,-3,31.03,-14,31.85,6,3937.56,16,3977.07,11,3990.18,-2,False
103711,31.86,-10,31.0,-2,31.81,-10,3937.56,32,3978.84,-2,3984.33,-4,False
103816,31.85,9,31.0,3,31.81,20,3936.59,16,3986.22,-6,5.0,11,False
103921,31.84,10,31.01,0,31.78,-11,3937.56,16,3992.07,2,3.9,-2,False
104025,31.8,-5,31.02,-4,31.79,1,3937.56,32,3991.16,2,3.11,-5,False
104130,31.79,2,31.04,-9,31.78,3,3936.59,32,3989.09,1,3994.27,-2,False
104235,31.8,-3,31.05,-5,31.77,-9,3935.61,32,3981.52,-3,3988.05,0,False
104340,31.79,-3,31.03,6,31.71,24,3938.54,-48,3970.06,0,2.74,7,False
104444,31.72,-5,31.11,-34,31.69,-61,3939.51,-48,3972.99,1,10.12,14,False
104549,31.6,-19,31.11,-3,31.63,-1,3939.51,-32,3966.22,1,3984.45,-26,False
104654,31.52,15,31.07,-9,31.57,21,3937.56,0,3950.24,8,3977.38,-2,False
104759,31.61,-11,31.2,24,31.55,15,3937.56,16,3971.4,-2,3992.74,5,False
104864,31.66,-5,31.14,3,31.48,-5,3937.56,32,3975.24,5,3.66,-21,False
104969,31.69,-1,31.1,7,31.46,-12,3938.54,0,3989.45,7,3977.68,5,False
105074,31.66,6,31.13,-3,31.5,4,3939.51,-16,0.43,2,3992.62,-7,False
105179,31.63,29,31.14,16,31.51,-7,3937.56,0,3.35,4,3988.11,16,False
105284,31.64,13,31.14,18,31.53,2,3936.59,0,0.18,-3,3983.96,-2,False
105389,31.63,1,31.13,2,31.51,-11,3935.61,48,1.95,-3,3990.49,-4,False
105494,31.64,-8,31.16,-10,31.56,-16,3937.56,0,6.04,-4,3990.61,7,False
105599,31.64,-11,31.16,14,31.56,13,3936.59,-16,2.26,-4,3989.94,3,False
105704,31.6,-24,31.18,-7,31.55,40,3939.51,-16,3995.18,-16,3995.98,-4,False
105809,31.6,11,31.17,13,31.55,12,3937.56,32,3992.13,-4,3995.61,-5,False
105913,31.62,9,31.15,10,31.54,-15,3937.56,0,3990.24,1,4.21,-11,False
106018,31.59,12,31.15,8,31.51,22,3938.54,0,1.71,3,1.1,-3,False
106123,31.6,16,31.16,3,31.56,5,3939.51,-32,1.83,-1,3985.3,3,False
106228,31.66,-4,31.09,-10,31.51,-22,3936.59,48,6.52,9,3975.0,6,False
106333,31.69,4,31.08,-1,31.56,-16,3938.54,16,21.1,6,3973.48,-7,False
106438,31.63,8,31.09,-13,31.64,25,3937.56,-16,20.85,-19,3995.67,-72,False
106543,31.67,-21,31.1,-1,31.66,17,3939.51,-32,12.99,0,0.85,-10,False
106648,31.75,-5,31.06,-5,31.65,20,3936.59,32,10.49,12,3988.41,14,False
106753,31.72,-11,31.09,8,31.73,5,3937.56,16,3993.78,3,3946.28,14,False
106858,31.83,-26,31.06,40,31.81,11,3937.56,0,3.78,-17,3987.62,35,False
106964,31.82,-7,31.08,-13,31.77,-5,3939.51,16,3986.34,-2,3992.07,5,False
107069,31.77,-6,31.05,-22,31.74,-34,3937.56,32,3988.35,8,3961.89,-2,False
246604,31.72,-14,31.14,-6,0.26,-7,0.98,0,0.3,-1,7.56,-2,False
