Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ,Fall
1795,31.69,-3,0.62,-14,0.6,-5,3879.02,32,3974.21,4,3990.67,-1,False
1901,31.69,0,0.59,1,0.61,13,3879.02,0,3984.15,0,3977.56,0,False
2006,31.72,-10,0.57,6,0.7,10,3879.02,0,3993.54,0,3948.78,6,False
2111,31.79,11,0.5,-7,0.7,-7,3880.0,16,3978.66,-4,3967.01,14,False
2216,31.77,-1,0.4,-9,0.7,-24,3880.0,-16,3969.94,4,3974.27,12,False
2321,31.76,5,0.38,2,0.72,-28,3881.95,-64,3983.96,5,3971.52,7,False
2426,31.77,1,0.35,0,0.74,-4,3879.02,16,3992.87,4,3990.06,6,False
2531,31.75,7,0.33,0,0.79,11,3880.98,0,2.2,6,3989.57,3,False
2636,31.76,0,0.33,5,0.76,9,3880.98,-32,9.09,4,3970.12,13,False
2741,31.74,15,0.34,6,0.73,-4,3880.98,-32,27.38,2,3978.41,-4,False
2845,31.78,2,0.43,-4,0.79,1,3880.0,-16,15.79,-5,3994.39,8,False
2949,31.78,16,0.46,1,0.76,11,3880.0,0,1.52,-1,10.37,-4,False
3053,31.84,-12,0.41,-6,0.69,-22,3880.98,-32,3980.0,3,38.17,11,False
3158,31.74,3,0.41,-21,0.68,7,3879.02,0,3983.78,8,43.6,-12,False
3262,31.61,-10,0.44,16,0.72,4,3880.0,16,6.16,-3,40.24,6,False
3366,31.66,-10,0.46,7,0.66,-9,3881.95,-32,3985.49,-2,76.16,32,False
3471,31.6,-10,0.52,-15,0.62,-4,3880.98,-32,3929.7,-17,136.59,39,False
3576,31.36,11,0.58,-8,0.32,-15,3880.0,-16,3866.65,-3,286.71,30,False
3681,30.87,5,0.29,8,31.72,-3,3881.95,-32,3908.35,27,286.1,-102,False
3786,30.93,-3,0.11,-10,31.68,-13,3882.93,-48,21.46,5,194.45,-37,False
3890,30.49,1,0.14,15,31.61,19,3880.98,0,3965.55,-30,3693.48,-187,False
3995,31.41,19,0.17,-22,0.25,11,3880.0,16,3965.3,38,3695.0,209,False
4100,31.33,35,0.19,-19,0.44,21,3881.95,-16,17.13,-2,3922.56,9,False
4205,31.36,-16,0.1,-37,0.58,-17,3881.95,-32,23.05,-25,3970.55,-80,False
4310,31.38,67,0.15,-89,0.72,13,3881.95,-16,15.18,-48,3956.89,-203,False
4415,31.4,-14,0.15,-100,0.66,-50,3880.0,32,26.34,-96,3992.13,-45,False
4519,31.35,-98,0.28,45,0.38,-38,3881.95,32,47.44,-85,293.54,-489,False
4624,31.1,-28,0.16,-17,0.07,-47,3880.98,16,1.83,3,240.49,-79,False
4729,30.67,77,0.37,-14,31.63,80,3880.98,0,3.41,-45,3962.07,-163,False
4834,31.15,-4,0.1,32,0.13,36,3882.93,0,3935.3,-39,3785.3,41,False
4939,31.01,-19,0.24,3,32.0,-65513,3880.98,32,3989.88,-1,42.26,-15,False
5044,31.11,2,0.21,-12,0.06,8,3880.0,16,3978.41,-10,3979.02,-13,False
5148,31.47,-7,0.27,1,0.22,33,3883.9,-32,3954.51,-12,17.62,186,False
5253,31.09,-2,0.32,30,31.97,30,3879.02,80,3936.77,-16,74.45,-31,False
5358,31.08,4,0.31,5,31.98,19,3880.98,32,3925.91,-3,3913.48,-45,False
5463,31.16,19,0.46,0,0.07,6,3882.93,-32,3973.11,24,3923.17,44,False
5568,31.14,37,0.57,-9,0.2,25,3881.95,-16,3981.16,-6,3977.68,37,False
5673,31.18,-1,0.59,-3,0.22,15,3881.95,0,3987.26,1,19.51,-4,False
5778,31.41,-7,0.59,-9,0.21,11,3881.95,16,3989.76,10,28.9,-20,False
5883,31.44,21,0.69,-3,0.26,-13,3881.95,32,3982.01,-5,46.83,28,False
5988,31.4,-21,0.58,-20,0.19,-12,3882.93,-16,3959.09,6,75.61,13,False
6092,31.26,-2,0.39,14,31.97,-4,3882.93,-32,24.39,21,151.77,14,False
6197,31.05,28,0.72,6,31.81,29,3882.93,-32,32.5,-19,3959.7,-88,False
6302,31.35,32,0.67,-7,31.95,15,3881.95,0,34.94,10,3972.56,31,False
6407,31.25,-1,0.59,21,31.96,-26,3881.95,32,35.12,7,3934.88,-4,False
6512,31.11,31,0.54,28,31.86,-16,3880.98,48,26.16,-15,3977.93,-49,False
6617,31.1,2,0.65,8,31.75,14,3880.98,32,3985.06,1,23.72,31,False
6722,30.92,18,0.37,-20,31.77,-10,3882.93,0,3992.93,-16,101.65,-58,False
6827,30.98,2,0.28,6,31.64,2,3881.95,16,3982.13,-4,11.34,-43,False
6932,31.18,-29,0.19,11,31.49,-15,3883.9,0,3986.28,-6,3979.39,-23,False
7037,31.29,-5,31.98,-8,31.47,-23,3883.9,-32,4.02,5,3986.59,31,False
7142,31.08,0,31.95,25,31.58,-26,3884.88,-48,3988.72,-22,3944.76,24,False
7247,30.97,43,0.23,-51,31.73,-45,3882.93,0,4.45,49,4.39,57,False
7352,31.1,27,0.18,14,31.66,-24,3883.9,-16,33.11,14,3950.55,-14,False
7457,30.91,4,0.15,0,31.74,29,3883.9,0,71.77,-22,3969.09,11,False
7562,31.07,-2,0.12,20,31.83,28,3883.9,0,50.67,-2,3991.34,64,False
7667,31.09,10,0.24,-2,31.83,19,3882.93,-16,19.82,3,4.76,19,False
7772,31.07,9,0.27,4,31.7,-12,3884.88,-32,18.78,3,26.28,55,False
7877,31.17,2,31.98,1,31.4,0,3883.9,16,57.38,21,116.4,-7,False
7982,31.28,-3,31.96,-2,31.48,13,3881.95,32,73.35,-3,3975.12,-9,False
8087,31.32,-11,32.0,-65524,31.67,2,3882.93,-16,42.93,-4,3928.11,13,False
8192,31.04,1,0.34,4,31.92,16,3882.93,0,7.07,-12,3907.38,43,False
8297,30.83,16,0.21,-14,31.72,-7,3883.9,-16,3994.51,0,11.65,-40,False
8402,30.86,102,0.28,6,31.83,-102,3882.93,16,3994.45,22,3954.82,59,False
8507,30.64,-19,0.39,29,31.85,22,3884.88,0,4.02,65412,3950.73,-319,False
8612,31.03,-11,0.17,-7,31.97,-23,3883.9,32,3976.16,-9,3976.89,-29,False
8717,31.11,3,0.12,11,0.03,-15,3884.88,16,3966.89,0,3970.49,38,False
8822,31.21,-15,0.09,13,31.95,9,3884.88,32,18.96,19,3992.5,14,False
8927,31.28,23,0.15,12,31.85,22,3883.9,16,3978.72,-18,3975.67,26,False
9032,31.21,4,31.86,-1,31.47,27,3883.9,32,3954.21,1,79.21,-12,False
9137,30.98,27,0.1,8,31.56,7,3884.88,16,3949.21,-15,36.89,2,False
9242,30.75,21,0.48,7,31.52,-2,3882.93,32,12.74,56,52.74,-39,False
9347,31.22,18,0.37,-19,0.08,-63,3885.85,-16,93.41,19,3874.33,20,False
9452,31.4,-16,0.5,20,31.81,17,3885.85,0,31.89,-28,3910.0,49,False
9557,30.83,50,0.41,18,31.68,47,3882.93,48,3961.4,14,0.49,65511,False
9662,30.81,-58,0.42,-9,31.66,53,3886.83,-64,3995.49,-8,53.11,-8,False
9767,31.03,2,0.66,-28,31.62,11,3884.88,32,3952.62,8,25.79,20,False
9872,31.48,-3,0.32,-14,31.39,-31,3885.85,16,36.4,23,352.68,9,False
9977,31.6,-35,0.32,-11,31.44,-2,3885.85,0,5.73,-23,122.38,10,False
10082,31.21,45,0.41,-31,30.86,10,3884.88,32,3941.52,5,3877.8,-167,False
10187,31.24,24,0.54,-1,31.2,33,3885.85,-16,3973.54,-4,3670.85,-77,False
10292,31.42,-105,0.78,-44,31.8,-25,3884.88,16,3995.18,3,155.37,150,False
10397,31.31,8,0.44,-10,32.0,-65528,3884.88,-32,3954.7,-21,3970.37,2,False
10503,31.48,27,0.5,2,31.6,-38,3887.8,-32,7.26,5,3994.09,-32,False
10608,31.46,-32,0.83,9,31.57,-15,3884.88,32,3977.38,-2,65.49,44,False
10713,31.26,-79,0.64,161,31.57,176,3884.88,0,3984.39,-53,10.43,17,False
10818,31.23,11,0.79,-31,31.55,-18,3885.85,0,3977.87,-25,3990.06,-94,False
10923,31.38,23,0.82,27,31.6,9,3884.88,32,3951.1,4,3924.39,-19,False
11028,31.31,-3,0.79,5,31.76,-17,3883.9,64,3952.07,-8,3920.3,-23,False
11133,31.34,0,0.7,1,31.75,-46,3884.88,16,3964.09,13,5.06,-34,False
11238,31.42,-39,0.68,0,31.74,-6,3885.85,16,3981.95,12,34.82,79,False
11343,31.34,4,0.58,-6,31.62,-12,3885.85,-32,3.96,11,17.68,30,False
11448,31.21,-32,0.69,24,31.61,-7,3886.83,-32,0.24,-2,28.9,-47,False
11553,31.3,9,0.64,-19,31.78,1,3885.85,0,1.22,0,3971.28,-27,False
11658,31.26,3,0.63,9,31.74,5,3884.88,48,3992.68,-11,3990.85,-34,False
11763,31.15,-15,0.69,-4,31.61,-13,3883.9,80,0.55,-1,31.04,-89,False
11868,31.23,-17,0.78,6,31.74,2,3886.83,-16,3990.61,-7,50.49,-17,False
11973,31.35,-2,0.76,-8,31.66,-10,3886.83,0,8.54,2,8.05,-23,False
12078,31.56,28,0.74,-18,31.73,-27,3885.85,0,3980.85,19,3966.04,76,False
12183,31.07,19,1.06,15,31.88,23,3888.78,-64,3911.1,-45,3903.41,-34,False
12288,0.02,-1,0.68,13,0.01,65512,3887.8,-16,3794.94,22,3977.07,70,False
12393,31.48,-18,0.13,6,0.29,-5,3886.83,0,3930.79,21,262.62,89,False
12497,31.09,43,0.88,40,31.0,10,3886.83,32,3973.23,-4,492.44,-118,False
12602,31.41,-5,0.94,25,31.22,10,3886.83,-16,47.68,14,114.45,-67,False
12707,31.32,-31,0.6,-10,31.09,-9,3886.83,0,47.56,1,3704.27,-140,False
12812,31.22,14,0.38,3,31.6,17,3887.8,-32,3951.52,-65,3393.23,-76,False
12916,30.91,79,0.33,-17,31.3,13,3888.78,-32,135.98,92,393.05,183,False
13021,30.78,83,0.36,0,31.41,47,3886.83,0,181.16,-43,77.5,-249,False
13126,30.87,10,0.58,-3,0.19,-24,3885.85,0,10.73,-57,3563.48,-106,False
13231,0.03,65425,0.62,48,0.37,16,3888.78,0,70.91,-6,47.32,167,False
13336,30.64,-105,0.94,16,31.74,-15,3887.8,32,3.66,-4,222.93,-143,False
13441,30.51,-14,0.53,0,31.0,-6,3886.83,16,109.39,36,265.06,-74,False
13545,31.27,-1,0.13,25,31.36,35,3886.83,32,184.33,-13,3933.11,-72,False
13650,31.44,104,1.04,7,31.76,-3,3887.8,-48,3978.41,-68,3603.41,-38,False
13754,31.56,-43,0.42,7,0.15,13,3887.8,0,14.63,-24,166.59,47,False
13859,30.49,-21,0.51,-10,31.82,-9,3886.83,16,3989.51,31,41.28,101,False
13964,30.89,38,0.41,-7,31.88,23,3888.78,0,3990.3,-32,3927.5,-38,False
14069,31.22,-11,0.53,10,31.8,-8,3888.78,32,3989.57,14,31.65,32,False
14174,31.38,-6,0.39,-11,31.78,-39,3887.8,-16,21.59,35,78.66,94,False
14279,31.14,-15,0.3,-23,31.16,-10,3888.78,-16,111.83,-24,506.89,-157,False
14384,31.11,32,0.42,28,30.81,4,3888.78,-32,16.46,-38,3712.38,-111,False
14494,31.16,33,0.34,-41,31.6,44,3887.8,32,3947.8,-6,3575.24,12,False
14600,31.48,5,0.14,1,0.07,16,3888.78,-16,4.21,10,3913.96,122,False
14704,31.34,-103,0.27,52,0.11,3,3888.78,0,14.82,-29,67.56,22,False
14809,30.9,29,0.9,-10,31.99,-2,3887.8,16,3943.96,8,90.91,-4,False
14913,30.91,-21,0.51,-14,31.86,22,3887.8,0,3895.43,-3,3924.57,-133,False
15018,31.36,-26,0.51,5,0.04,36,3888.78,-16,3917.44,4,3972.26,57,False
15123,31.11,-38,0.31,-6,31.9,4,3886.83,32,3981.28,11,174.94,-26,False
15228,30.47,34,0.45,-41,31.89,14,3887.8,48,58.41,28,75.91,-31,False
15333,30.97,65,31.9,-13,31.85,29,3889.76,0,199.27,14,3974.02,-9,False
15438,31.37,-16,31.76,13,31.8,-11,3888.78,-16,209.02,-6,36.71,-19,False
15543,31.42,-16,31.94,14,31.97,-30,3888.78,32,101.59,0,3927.38,49,False
15648,31.55,-15,0.07,17,0.48,-15,3889.76,0,3912.5,-61,3901.34,14,False
15752,30.88,-31,0.48,3,0.53,-12,3887.8,0,3790.98,29,88.54,202,False
15857,31.13,-7,0.15,16,0.07,1,3888.78,0,3802.68,34,24.57,84,False
15962,31.49,-8,0.11,7,31.81,9,3889.76,16,3876.65,32,86.34,63,False
16067,31.34,9,0.2,18,31.68,-3,3888.78,16,3926.59,24,105.37,85,False
16172,30.63,-38,0.86,27,31.11,60,3888.78,0,58.23,65,83.05,27,False
16277,30.75,-29,0.11,-12,31.73,31,3889.76,-16,160.0,0,3910.91,-35,False
16382,31.19,-1,31.74,8,31.98,-16,3887.8,32,171.52,-15,3957.07,-42,False
16487,31.57,-63,31.9,6,31.74,22,3888.78,16,216.46,-3,3938.23,-20,False
16592,31.69,74,0.13,9,0.82,96,3891.71,-16,36.34,-104,3782.99,14,False
16697,31.21,8,0.28,9,0.97,-16,3889.76,0,3787.07,-26,3.9,36,False
16802,31.19,3,0.22,14,0.21,-18,3890.73,-32,3817.01,23,3973.6,85,False
16907,31.45,-4,0.32,12,31.82,-12,3889.76,-16,3899.02,26,43.48,31,False
17011,31.46,10,0.36,10,31.88,-30,3887.8,64,3954.7,11,152.38,93,False
17116,30.1,21,0.88,-41,30.77,26,3892.68,-16,78.41,6,563.96,-275,False
17221,30.46,43,31.98,-38,30.52,13,3890.73,-32,223.29,23,27.01,4,False
17326,31.33,13,31.86,7,31.19,20,3889.76,0,238.78,-31,3800.55,-68,False
17431,31.91,23,31.87,-11,31.6,16,3892.68,-32,97.01,-2,3626.89,20,False
17536,31.87,2,31.79,-21,0.13,48,3889.76,16,55.91,6,3813.11,74,False
17641,0.34,-43,31.19,-31,1.0,-17,3890.73,16,50.91,37,3914.33,145,False
17746,31.33,-63,0.16,45,0.43,-57,3890.73,0,3968.23,-46,276.95,16,False
17850,31.53,0,0.95,30,31.61,-7,3891.71,-16,3913.48,-39,316.34,-34,False
17955,30.97,-21,0.8,-11,31.33,0,3891.71,-32,3971.95,85,104.39,-162,False
18060,30.36,62,1.04,-40,31.19,6,3890.73,0,213.35,38,3947.2,26,False
18165,31.04,-16,0.28,-59,31.61,9,3891.71,-16,226.89,-41,3853.78,-98,False
18270,31.77,6,31.99,-11,0.0,12,3889.76,0,81.65,-21,3658.72,76,False
18375,31.95,1,31.55,-12,0.8,55,3890.73,32,42.2,-2,3878.66,105,False
18480,31.7,23,31.6,8,0.83,-35,3891.71,-16,3966.28,-5,10.98,42,False
18585,31.27,8,0.11,8,0.22,-26,3891.71,-32,3910.61,-20,37.87,-108,False
18690,31.45,-10,0.63,-1,0.08,-6,3890.73,0,3952.01,25,68.9,35,False
18795,30.43,-52,1.2,-8,0.17,-10,3891.71,16,20.12,8,81.04,-100,False
18900,30.76,18,0.95,9,0.24,-34,3891.71,0,115.3,38,3800.49,-32,False
19005,31.38,34,0.82,7,0.22,-1,3890.73,0,237.62,7,3705.06,47,False
19110,0.03,8,0.61,-31,0.23,45,3891.71,16,185.85,-28,3858.54,43,False
19215,0.27,13,0.49,-17,0.55,4,3893.66,-32,1.1,65487,5.91,101,False
19320,31.82,-22,0.72,-3,0.38,-19,3892.68,-16,3880.0,-14,302.87,193,False
19424,31.27,-25,0.6,-7,31.92,-10,3892.68,0,3800.98,21,212.8,-178,False
19529,31.2,18,0.85,15,0.15,10,3889.76,32,3919.33,51,3869.15,-10,False
19634,31.13,9,1.51,-28,0.22,1,3894.63,-32,25.67,11,3855.06,24,False
19739,31.31,36,0.79,-13,0.1,-13,3893.66,-32,105.55,25,3908.6,24,False
19844,31.33,15,0.49,3,0.22,-7,3890.73,0,212.99,-52,3984.94,-139,False
19949,31.48,-11,0.42,0,0.3,19,3891.71,16,45.06,-50,3924.27,-22,False
20054,31.13,-5,0.13,-16,0.24,-4,3892.68,-16,3969.27,-8,43.96,-34,False
20159,31.17,-6,0.22,0,0.28,10,3891.71,-16,3891.71,-41,3970.49,-24,False
20264,31.42,-12,0.2,-45,0.62,13,3889.76,32,3678.72,-24,3896.89,111,False
20369,30.52,65,31.81,-38,0.28,-11,3892.68,0,3764.45,53,22.87,-21,False
20473,31.34,10,31.85,1,31.85,30,3893.66,-16,3891.83,-15,3987.32,-87,False
20578,31.52,-59,31.19,-55,31.94,30,3892.68,-16,3980.61,52,122.56,99,False
20683,30.36,33,31.17,0,31.67,8,3892.68,0,78.11,-15,83.11,-303,False
20788,31.64,-12,31.43,-22,31.78,37,3893.66,-32,86.16,25,3962.5,81,False
20893,31.03,-26,30.78,58,0.38,-42,3892.68,0,116.83,-4,3919.63,-64,False
20998,31.78,1,31.78,5,31.91,26,3893.66,0,97.26,3,3982.5,-37,False
21103,0.08,8,31.84,2,32.0,-65511,3892.68,16,71.46,2,3977.99,25,False
21208,31.16,15,31.12,-22,1.65,6,3893.66,-16,3972.5,-68,3953.72,-123,False
21313,31.83,-7,31.44,16,0.49,-45,3893.66,-32,3899.21,-15,16.77,7,False
21418,31.93,27,31.63,45,31.8,12,3892.68,0,3872.93,0,3977.5,-12,False
21523,31.04,-49,30.71,-52,0.14,54,3893.66,16,3914.7,-7,83.05,-19,False
21628,31.24,41,30.68,28,31.93,-19,3892.68,-16,35.18,31,3971.22,-26,False
21733,31.93,10,31.58,8,31.83,-13,3892.68,0,125.49,7,3942.32,-36,False
21838,31.88,-47,31.55,-16,0.59,90,3891.71,32,114.7,-47,3983.41,-92,False
21943,31.99,-4,30.97,9,1.16,-14,3892.68,0,3955.85,-24,3948.11,39,False
22048,0.01,65502,31.55,34,0.02,94,3893.66,16,3892.13,6,3977.44,42,False
22153,31.85,-13,31.55,0,31.82,28,3893.66,0,3902.87,19,36.22,108,False
22258,30.79,-17,30.31,0,31.97,8,3894.63,-32,3973.96,38,65.73,-9,False
22363,31.35,36,31.15,50,31.67,0,3895.61,-64,130.37,46,3991.95,-63,False
22468,0.24,-3,31.64,8,0.16,49,3892.68,32,190.24,1,3933.17,54,False
22572,0.22,15,31.38,-7,1.11,5,3891.71,48,13.54,-33,3875.85,32,False
22677,0.06,-12,31.42,9,0.61,1,3893.66,0,3917.8,-10,21.95,15,False
22782,31.89,-13,31.61,-17,0.03,-1,3892.68,32,3870.49,-7,22.5,-8,False
22892,30.72,-37,31.09,-58,31.9,-12,3893.66,0,3926.4,16,142.01,-35,False
22997,30.96,36,30.59,31,31.97,14,3894.63,0,54.51,46,14.09,8,False
23101,31.71,-9,31.5,19,31.94,5,3894.63,-32,151.65,11,3937.01,-27,False
23206,0.17,2,31.64,-4,0.57,39,3894.63,-16,114.33,-39,3995.43,-65500,False
23311,31.7,-30,31.27,2,0.78,-15,3894.63,-32,1.95,-18,19.33,-44,False
23416,31.81,10,31.29,-3,0.45,-3,3893.66,0,3980.73,3,3974.27,5,False
23520,31.94,1,31.34,-3,0.31,-41,3894.63,0,3966.59,14,3945.0,25,False
23625,32.0,-65515,31.3,-2,0.43,-22,3895.61,-48,3970.43,33,3931.83,100,False
23730,31.86,6,31.72,-3,31.93,-46,3894.63,-16,72.07,94,119.57,98,False
23835,31.08,-210,0.19,32,0.12,-17,3891.71,48,112.32,-45,352.2,123,False
23940,28.85,184,31.91,-66,31.96,-65381,3895.61,-32,51.71,2,3987.56,-177,False
24045,31.05,24,31.75,1,0.04,-1,3895.61,16,141.1,22,3968.54,7,False
24150,31.36,-11,31.82,-34,0.24,-16,3893.66,32,188.72,9,0.79,38,False
24255,31.06,65,31.92,-30,0.14,57,3892.68,32,89.76,-19,3868.11,144,False
24360,31.64,8,31.66,-18,31.87,-31,3897.56,-48,34.57,25,49.21,38,False
24465,31.44,2,31.78,-20,0.06,-57,3897.56,-32,55.73,2,3955.67,-104,False
24570,30.48,14,0.42,-4,0.79,-56,3896.59,0,3847.68,-51,3.17,-33,False
24675,31.07,-7,31.99,-2,0.14,-19,3895.61,-48,3769.82,7,3946.28,-8,False
24780,31.67,-9,31.65,-4,0.21,31,3894.63,16,3842.13,18,3930.18,94,False
24885,30.56,15,31.91,26,0.32,13,3894.63,0,3917.32,6,32.01,-85,False
24990,31.27,6,31.68,0,0.11,-30,3895.61,-16,3975.98,30,3993.84,-65496,False
25095,31.66,-25,31.67,9,0.02,84,3894.63,16,15.73,-27,3972.01,54,False
25200,30.68,-70,31.6,-1,0.11,-43,3894.63,32,41.4,35,250.18,63,False
25305,31.1,71,31.43,0,31.95,-25,3897.56,-64,128.29,36,166.83,-8,False
25410,31.25,-48,31.76,8,31.9,-13,3894.63,0,147.99,-29,3963.96,-117,False
25515,31.93,45,31.55,9,0.52,14,3895.61,0,12.26,-18,3662.62,199,False
25620,30.98,89,31.61,-16,0.15,-10,3896.59,0,3961.77,-5,91.71,-28,False
25725,31.26,-42,31.58,16,0.24,19,3895.61,0,13.9,-17,80.67,-38,False
25830,30.99,-6,31.74,5,0.56,-12,3896.59,-16,3914.09,-33,3805.37,1,False
25935,31.29,-20,31.74,5,0.2,-47,3895.61,16,3871.22,21,3920.06,-3,False
26040,31.74,17,31.61,17,0.24,33,3895.61,0,3947.13,32,3861.52,63,False
26145,30.71,7,31.94,-6,0.57,-5,3896.59,-32,3991.22,7,78.17,-43,False
26250,31.27,19,31.7,7,0.35,-30,3895.61,0,17.5,6,2.01,8,False
26356,31.46,-4,31.75,-24,0.17,38,3896.59,-32,51.77,21,151.4,82,False
26460,30.96,6,31.62,8,0.11,-19,3895.61,16,55.3,28,140.55,80,False
26565,31.28,27,31.56,-1,31.9,5,3896.59,0,138.11,-1,136.04,-35,False
26670,30.83,-12,31.94,3,31.88,-5,3895.61,32,112.56,-44,3943.35,-135,False
26775,31.04,-35,31.75,-1,0.21,12,3894.63,32,5.79,-25,3979.15,70,False
26880,31.04,20,31.57,-7,0.14,-1,3897.56,0,4.15,-6,99.02,-77,False
26990,30.78,-12,31.9,-15,31.95,-12,3896.59,-16,7.8,-33,3899.88,-76,False
27096,31.27,-4,31.74,13,0.33,11,3896.59,0,3910.85,-29,3848.29,-2,False
27201,31.39,-14,31.71,-13,0.25,20,3897.56,0,3903.84,13,3988.9,15,False
27306,31.17,42,31.87,-39,0.41,-61,3898.54,0,3955.43,60,11.4,55,False
27410,31.16,49,31.66,-20,0.25,-13,3897.56,-16,10.12,7,29.7,14,False
27515,31.28,4,31.72,4,0.2,-5,3897.56,0,3994.21,-11,3956.1,13,False
27620,30.68,-30,31.79,-24,31.96,-86,3898.54,-32,45.24,34,298.23,57,False
27725,30.83,8,31.62,-6,31.57,22,3895.61,32,75.73,-4,35.12,-158,False
27830,31.15,-27,31.71,-9,31.96,8,3896.59,0,82.8,-12,18.78,-38,False
27935,30.93,62,31.85,-15,31.79,1,3897.56,-32,17.07,-9,3987.68,36,False
28040,31.2,26,31.62,-9,31.82,12,3898.54,-16,3994.39,2,34.15,-3,False
28145,31.06,-14,31.73,14,31.88,-22,3894.63,64,6.34,-3,3896.89,42,False
28250,31.1,-8,31.86,0,0.03,-34,3897.56,0,3941.16,-1,3970.98,49,False
28355,31.32,3,31.72,8,31.94,-9,3898.54,-64,3888.41,-1,3896.89,3,False
28460,31.1,-12,31.77,4,31.85,9,3897.56,16,3920.85,19,3968.17,0,False
28565,31.08,-8,31.73,4,31.9,-1,3898.54,-16,3985.61,10,75.43,12,False
28670,31.3,2,31.88,14,31.74,27,3896.59,32,59.45,22,54.88,-22,False
28775,30.88,-70,0.25,37,31.61,-17,3898.54,16,42.68,-16,3975.73,0,False
28880,31.1,34,0.27,20,31.8,4,3898.54,0,3980.85,19,3885.12,-55,False
28985,31.11,8,0.78,12,0.15,8,3897.56,0,3.96,-33,3877.8,15,False
29090,31.23,14,0.73,-30,0.11,-13,3897.56,16,3910.79,5,51.28,44,False
29195,31.19,-2,0.31,-13,32.0,-4,3897.56,0,3985.18,24,60.55,-36,False
29300,31.27,2,0.44,-8,31.98,-2,3897.56,16,85.06,21,3952.5,11,False
29405,31.24,-35,0.63,36,31.86,-50,3897.56,32,146.28,-6,35.24,-28,False
29509,31.34,2,0.84,23,31.78,11,3898.54,-32,106.95,-4,3972.56,-1,False
29614,31.41,-17,0.92,26,31.85,7,3897.56,16,30.67,-12,21.83,12,False
29719,31.31,12,0.88,-7,31.75,-6,3898.54,0,3.35,-3,62.01,13,False
29824,31.25,4,0.7,12,31.62,14,3897.56,0,3976.65,-9,65.61,-19,False
29929,31.17,3,0.64,-6,31.51,-8,3900.49,-32,3964.39,0,49.88,-34,False
30034,31.29,-13,0.56,-20,31.5,1,3899.51,0,3954.82,3,42.99,17,False
30139,31.34,3,0.46,6,31.57,0,3898.54,16,3934.15,-6,7.99,14,False
30244,31.13,-12,0.25,1,31.56,24,3899.51,-16,3914.02,23,20.67,-7,False
30349,31.1,0,0.15,19,31.83,25,3897.56,32,3945.79,-1,3982.44,10,False
30454,31.33,-1,0.08,-5,31.79,-14,3900.49,-32,3938.23,11,3988.78,44,False
30559,31.14,-20,0.07,-14,31.63,-6,3899.51,0,5.0,20,78.9,34,False
30663,30.91,-27,0.0,1,31.65,-3,3898.54,32,33.66,-1,30.43,13,False
30768,31.07,-13,0.43,18,31.63,11,3897.56,16,85.0,4,3884.63,45,False
30873,31.16,-8,0.5,-2,31.86,15,3900.49,-32,62.87,-14,3887.93,-18,False
30978,31.09,-28,0.38,6,31.9,29,3899.51,0,50.49,-4,3971.16,76,False
31083,31.1,22,0.4,22,31.46,14,3898.54,0,54.09,14,3966.04,-19,False
31188,31.31,28,0.67,-17,31.71,28,3901.46,-32,32.56,4,9.27,48,False
31293,31.34,-10,0.56,2,32.0,-65528,3898.54,0,3975.43,-9,3994.7,-38,False
31398,31.07,-19,0.42,-13,31.91,-14,3899.51,0,3984.57,-9,3950.12,-96,False
31502,31.08,-64,0.66,28,0.17,-35,3900.49,-32,3963.72,26,3935.37,92,False
31607,30.84,9,0.57,-5,31.89,-10,3899.51,-16,6.28,3,30.06,75,False
31711,31.17,-10,0.36,19,31.62,25,3900.49,-16,65.06,5,3944.33,28,False
31816,31.36,-65,0.41,-3,0.05,65,3900.49,-32,18.29,-31,3992.38,20,False
31921,31.15,19,0.36,-12,32.0,-65508,3900.49,-16,3925.06,-15,14.88,-8,False
32026,30.86,22,0.46,-26,31.97,-3,3900.49,-32,3887.56,-11,18.72,-51,False
32131,30.87,13,0.6,-5,31.61,5,3901.46,0,3885.49,5,80.91,-46,False
32236,31.21,-20,0.52,-21,31.53,-14,3900.49,0,3874.63,-19,123.96,-111,False
32341,31.37,26,0.22,-22,31.58,15,3899.51,0,3879.51,14,85.61,-28,False
32446,31.1,-2,0.03,4,31.47,-6,3900.49,16,3929.76,12,33.11,-42,False
32551,31.13,7,31.77,-17,31.34,-19,3901.46,-16,3973.78,12,3993.72,-26,False
32656,31.17,12,31.88,2,31.2,-15,3900.49,16,41.89,4,36.04,9,False
32761,31.28,5,31.97,3,31.36,-5,3900.49,0,85.24,-1,32.93,-23,False
32866,31.26,5,0.1,3,31.31,-39,3901.46,0,86.4,-1,3939.15,4,False
32971,31.09,4,0.1,-21,31.36,10,3902.44,-64,61.4,10,3964.88,-18,False
33076,31.02,20,0.11,11,31.36,18,3901.46,-16,25.91,19,3983.35,48,False
33181,31.05,24,0.06,-4,31.55,36,3900.49,0,50.91,-10,3987.07,-40,False
33286,31.37,6,31.71,9,31.6,-17,3899.51,32,24.09,18,3972.56,58,False
33391,31.18,35,31.63,-5,31.45,-20,3900.49,16,72.99,32,3935.98,38,False
33496,30.94,-17,31.73,23,31.34,37,3899.51,16,121.95,-16,3986.71,-34,False
