Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ
43251,31.06,-3,31.80,-11,31.68,-12,3905.37,16,0.49,-4,0.12, 2
43355,31.07,15,31.80, 4,31.67,49,3906.34, 0,3993.72, 0,1.77, 4
43459,31.09, 5,31.81,10,31.68,-3,3907.32,-32,3992.44, 4,1.77, 0
43564,31.06,-12,31.79, 6,31.68,-20,3907.32,-16,3992.93, 0,0.91,-10
43669,31.06, 7,31.79, 8,31.68,-11,3906.34,16,3992.26, 0,3993.66, 4
43774,31.06,-8,31.79, 6,31.67,14,3905.37,48,3992.74,-4,3992.93, 7
43879,31.07, 5,31.81, 1,31.68,-8,3906.34, 0,1.34, 3,3994.45, 3
43989,31.08,-1,31.81,-7,31.69,-7,3905.37,16,3994.39, 0,2.01, 5
44094,31.06,-7,31.80, 2,31.67, 4,3906.34,16,3995.91,-2,2.87,-2
44199,31.07,-10,31.80, 5,31.68,-21,3906.34, 0,0.91,-4,3995.49, 0
44304,31.07, 3,31.80, 8,31.67,-12,3908.29, 0,3993.84, 0,3995.79, 4
44409,31.05,24,31.82,-11,31.67,-31,3906.34,16,3993.23, 1,3992.80,-1
44514,31.10,-8,31.78, 4,31.66,-11,3907.32,16,3994.70, 1,2.80, 6
44619,31.06, 4,31.81,-8,31.66,-3,3908.29,-32,5.12,-4,3994.82, 0
44724,31.07,-8,31.82,-2,31.67,-7,3906.34,32,1.10,-2,3.17, 5
44829,31.07, 4,31.80,12,31.68,-12,3907.32, 0,2.38,-1,1.22, 2
44934,31.07, 1,31.82,10,31.66,-5,3908.29,-32,3995.12,-5,3993.78, 4
45039,31.09,-7,31.81,-11,31.66,-13,3906.34, 0,3988.35, 1,2.87, 6
45144,31.08, 3,31.78,-5,31.65,25,3908.29,-16,4.51, 4,5.37,-1
45249,31.08,-15,31.78,-7,31.65,10,3907.32,-16,15.98, 3,3.72, 6
45354,31.07,-5,31.82,27,31.65,-15,3909.27,-16,23.35, 3,2.01,-3
45458,31.09,-5,31.88,-12,31.65,-7,3908.29,16,20.98,-2,0.98, 3
45563,31.06,18,31.88,-3,31.67,13,3905.37, 0,11.95, 1,1.28,-1
45668,31.05, 3,31.87,-7,31.66,10,3906.34,32,2.38,-1,3991.77,-1
45773,31.12,-4,31.81,-1,31.65,-12,3908.29,16,3994.45, 2,3.17,16
45878,30.99, 6,31.79,-6,31.61,-37,3909.27, 0,20.85, 1,3993.54,-26
45983,31.08, 6,31.84, 1,31.67,-6,3907.32,-16,13.41,-9,3985.55,-6
46088,31.07,-1,31.84, 5,31.69,-13,3908.29, 0,3984.02,-1,7.62,-10
46193,31.07, 1,31.81,-5,31.67, 1,3908.29,-16,3985.24, 1,3995.30,-3
46298,31.07,-4,31.78,15,31.65,-1,3909.27, 0,3990.37, 6,3994.82, 0
46403,31.08, 6,31.78,-18,31.64,-14,3906.34,64,3989.76, 3,3991.34, 4
46508,31.08,-6,31.80, 0,31.63, 3,3910.24,-32,3992.87, 1,3993.96,10
46613,31.09,-22,31.81, 7,31.61,-8,3908.29,16,4.63, 1,30.73, 5
46718,31.09,-11,31.80,-15,31.60,-7,3907.32,32,3.66, 3,11.04, 0
46823,31.06,12,31.81,-27,31.54,-2,3907.32,32,11.77,-11,48.41,-30
46927,31.13,-3,31.80,-5,31.50,-15,3908.29,-32,1.28, 2,13.72,12
47032,31.13,-11,31.79,-9,31.46,-24,3910.24,-32,3995.61,-1,8.84,-16
47137,31.14,-3,31.78,13,31.45,16,3908.29,16,3995.61,-1,0.67,-5
47242,31.15,-5,31.79,-6,31.48,-29,3909.27, 0,3994.82,-4,3993.96, 0
47347,31.12,-2,31.80, 3,31.48,-28,3908.29,32,3989.63, 0,3988.29,-1
47452,31.19, 7,31.81,-5,31.51,-33,3910.24, 0,3981.46, 3,3992.93,10
47557,31.15,-3,31.78,-22,31.47,-21,3908.29,32,3988.60, 2,5.30, 2
47662,31.13,24,31.79,-4,31.47, 0,3909.27, 0,3988.72,-3,3981.16, 9
47767,31.16,-15,31.76, 5,31.46, 2,3909.27, 0,3984.57,-1,3991.65,-1
47872,31.14, 7,31.80,-13,31.46,12,3909.27,-16,3994.82, 3,3992.68, 7
47977,31.15, 3,31.81,-15,31.49,-1,3910.24, 0,0.85,-2,5.12,-5
48082,31.10,10,31.83,-3,31.49, 9,3908.29,32,5.06, 0,3988.66, 3
48187,31.13,-5,31.82,-1,31.51, 6,3910.24,-16,3993.60,-2,2.01,-1
48292,31.11, 2,31.82,-6,31.48, 6,3911.22,-32,3993.35, 3,3994.45, 1
48397,31.13,-8,31.81, 5,31.49,-1,3909.27,16,3993.96, 2,3994.39, 0
48502,31.12, 2,31.81, 5,31.48,17,3908.29,32,3994.51,-3,3992.13,-3
48607,31.13,-2,31.81,-7,31.50,-13,3910.24,-32,3993.23, 2,3994.09, 3
48712,31.13,-10,31.81, 2,31.51,-9,3912.20,-32,3992.80, 0,3995.37, 4
48817,31.12, 0,31.80, 8,31.48, 2,3908.29,16,3993.96, 4,3995.18, 7
48922,31.13,-14,31.81,-6,31.49,21,3909.27, 0,3995.55, 4,3994.82, 2
49027,31.12, 1,31.82, 4,31.50,-14,3907.32,48,3993.84,-2,3995.98,-1
49132,31.13,-10,31.80,-1,31.49,16,3911.22,-48,1.40, 3,3995.43, 4
49237,31.12, 3,31.80, 7,31.51, 8,3910.24, 0,2.20,-3,3994.33, 2
49342,31.11,14,31.82, 5,31.49, 5,3908.29,-16,3993.96,-6,3993.17,-4
49447,31.14, 9,31.81,-3,31.51,-6,3911.22, 0,3992.68, 3,0.30, 4
49552,31.12,-5,31.80,-10,31.50,-3,3911.22,16,1.22, 3,2.01, 3
49657,31.11,-1,31.81, 3,31.50, 4,3910.24, 0,0.73,-3,3995.37,-8
49762,31.13,10,31.81,-9,31.50, 4,3910.24, 0,3994.02, 0,3993.96,-2
49867,31.12,-8,31.80,-5,31.49, 2,3912.20,-48,3995.98,-65532,0.55,-3
49972,31.12,-1,31.80,19,31.52,-9,3911.22, 0,3995.12, 3,3995.85,-65530
50077,31.12,-20,31.81,12,31.49,-4,3909.27,16,3995.06,-2,3993.60,-3
50182,31.14,-6,31.81, 0,31.49,13,3910.24, 0,3994.02,-2,1.10, 4
50287,31.11, 1,31.81,12,31.48, 9,3912.20,-16,3996.04,-65533,3996.04,-65535
50392,31.12,-10,31.81,-15,31.49, 9,3909.27,32,0.61, 2,0.49, 0
50497,31.09,-5,31.82, 6,31.50,15,3911.22,-16,2.99,-1,3992.62,-5
50602,31.13, 6,31.82,-5,31.51,34,3910.24, 0,3993.96,-4,3992.62,-2
50707,31.14,-12,31.80, 2,31.50,-7,3912.20,-16,3992.68, 4,0.67, 6
50812,31.12, 5,31.78,-1,31.49,14,3911.22, 0,6.10, 2,2.20, 1
50917,31.10,-2,31.80,-8,31.50,12,3909.27,48,10.24, 5,3.90, 0
51021,31.12,-13,31.83, 4,31.52, 2,3911.22,16,5.24,-2,3995.06, 1
51126,31.14, 8,31.82, 0,31.48,42,3912.20,32,3990.67,-3,1.28, 5
51231,31.14,-5,31.78,-5,31.48,-4,3910.24,32,0.49, 4,2.38, 4
51336,31.11,-3,31.79, 8,31.49, 2,3910.24,16,6.52, 1,2.20,-2
51441,31.13,-21,31.80,-5,31.49, 4,3913.17,-64,3.35, 0,4.21,-3
51546,31.12, 7,31.82,12,31.48, 3,3910.24, 0,3.29,-2,0.18,-1
51651,31.21,17,31.78,-3,31.47,-8,3910.24,-32,9.82, 1,51.10,29
51756,31.34, 2,31.79,-10,31.39,-35,3912.20,-16,24.51, 9,131.10,91
51861,31.48,36,31.75,-10,31.17,10,3909.27,16,15.24, 0,139.82,38
51966,31.58, 0,31.70,20,30.98, 6,3911.22,16,2.32, 0,92.56,-17
52070,31.68, 4,31.69,-10,30.93, 1,3912.20, 0,1.95,10,54.15, 0
52175,31.84,-7,31.70,-18,30.93,-38,3911.22, 0,23.17, 6,162.56,-4
52280,31.94, 2,31.67,14,30.92,-2,3911.22, 0,3994.51,-4,30.18,-18
52386,31.93, 8,31.68,10,30.83, 6,3911.22,32,3984.21, 8,3933.23,-19
52491,31.75,-6,31.62,-1,30.82,21,3910.24,32,3995.12, 5,3809.51,-90
52596,31.61,16,31.56,23,30.98,11,3912.20, 0,58.96,24,3774.21,36
52701,31.40,18,31.56,27,31.12,34,3910.24,16,113.96, 9,3881.95,13
52806,31.38,26,31.67,19,31.24,35,3911.22,16,147.50,22,3942.74,24
52911,31.29,-116,31.63,-2,31.81,36,3911.22,16,138.11,-36,91.04,27
53015,31.21,-21,31.50,24,31.48,-4,3914.15, 0,84.70,27,84.45,59
53120,31.35,-8,31.59,11,31.56,-14,3914.15,-48,125.24,15,65.37,45
53225,31.11,13,31.61, 2,31.56,-8,3913.17,-32,112.20,-7,62.13,-17
53330,31.02,-7,31.57, 8,31.35,-35,3911.22,-16,83.78,-8,34.82,-27
53435,31.19,-4,31.69,19,31.47,15,3912.20,32,94.33,19,3979.94,-25
53540,31.00,-32,31.70,-13,31.75, 9,3912.20,-16,27.74,-7,3974.76,31
53645,31.40, 5,31.66,67,0.12,102,3913.17,32,29.63, 0,3900.12,154
53750,31.00,-8,31.68,-6,31.80,-16,3913.17,-16,36.34,-4,3983.29,-46
53855,30.98,244,31.64,84,31.88,72,3912.20, 0,4.27,65456,3979.39,23
53960,31.15,-11,31.64,14,31.94, 1,3914.15,-48,3960.24,-12,3995.85,-65531
54065,31.12,-71,31.63, 4,31.93,27,3911.22, 0,3940.18, 8,3975.61,-11
54170,31.13,20,31.69,-15,31.98,-15,3912.20,32,3926.10,-6,3972.56, 6
54275,31.12, 8,31.60, 6,31.89,-35,3910.24,32,3950.37,23,16.34,12
54380,31.13,11,31.53,13,31.86, 6,3914.15,-16,14.15, 7,3979.76,12
54484,31.14,-10,31.64, 3,31.82, 9,3913.17,-16,41.16, 7,5.12,-4
54589,31.16, 4,31.61,-8,31.75,-34,3914.15, 0,47.80, 9,52.07,15
54694,31.04, 4,31.57,-13,31.72,-14,3912.20, 0,74.21, 3,82.26,-6
54799,31.06, 8,31.59,-4,31.51,17,3913.17, 0,107.99, 6,25.00,-1
54903,31.14, 1,31.61, 5,31.57,26,3914.15, 0,107.56,-9,25.12,-10
55008,31.18,-8,31.56, 5,31.53, 3,3914.15, 0,100.85,10,33.72, 0
55113,31.10,21,31.68,-4,31.51, 8,3914.15,-32,107.38, 8,14.57,14
55218,31.01,-8,31.78, 6,31.58, 7,3913.17, 0,129.94,-4,26.95,-18
55323,31.07,23,31.99,-18,31.71, 5,3913.17,16,96.59,23,3983.78,33
55428,31.07, 0,31.96,-23,31.82,22,3914.15, 0,57.68,-11,54.76,-10
55533,31.03,-9,31.85,17,31.84, 1,3912.20,16,12.87,-2,14.51,-29
55638,31.08,-1,31.75,-18,31.84,-18,3913.17,-32,3995.30, 5,52.13,15
55743,31.07,26,31.66, 3,31.69, 4,3913.17,16,9.21, 0,8.29, 0
55848,31.13,-3,31.72,-4,31.65,15,3914.15, 0,17.44,-6,5.61, 1
55952,30.87,-17,31.78, 8,31.74,-11,3913.17, 0,3976.83,-10,3967.01,-56
56057,31.15,16,31.62,10,31.87, 4,3913.17, 0,3948.35, 3,2.38,51
56162,31.21,-107,31.78,-61,31.64,-34,3914.15, 0,3949.27,51,68.54, 7
56267,31.18,-15,31.74, 9,31.59,26,3914.15,32,0.91, 1,88.84,-16
56372,31.20,16,31.58, 5,31.48, 5,3917.07,-64,3994.27,-6,3982.99,40
56480,31.07, 9,31.60,-8,31.33,-17,3916.10,-64,11.40,-2,32.68, 6
56586,31.35,-14,31.67,-9,31.47,-16,3916.10,-32,14.88,-8,46.89,-3
56691,31.25,-22,31.88,16,31.19,24,3912.20, 0,3987.99,-17,57.07,-38
56796,31.35, 9,31.74,30,31.39,-21,3914.15,-16,3977.87,-34,2.93,14
56901,31.45, 5,31.78,-22,31.20,-14,3915.12,16,3939.57,-7,95.37,44
57006,31.49,-89,0.08,-125,31.08,-69,3917.07,-48,3918.90,96,111.46,-117
57111,0.01,65339,0.92,-655,31.33,-909,3914.15, 0,3808.90,862,3995.85,-65203
57216,31.78,120,1.14,-164,31.57,-1286,3916.10,-48,3754.51,-165,3822.56,111
57321,31.87,22,0.42,-9,30.90,87,3915.12, 0,3823.60,47,3958.05,199
57426,31.56,-6,0.27, 4,31.08,26,3915.12, 0,3877.93,22,14.15,28
57530,31.43, 4,0.45,-1,31.22,-29,3914.15, 0,3914.94,22,58.84,20
57635,31.40,-3,0.51, 6,31.31,-10,3916.10, 0,3950.00,-2,33.60,-18
57740,31.45,-4,0.52,40,31.09,66,3914.15,16,3959.51, 6,3977.99,-22
57845,31.48,-23,0.52,-12,31.33,37,3917.07,-48,3959.21, 3,3983.90,32
57950,31.39,-77,0.46, 0,31.36,-30,3915.12,-16,3960.12,17,26.34, 2
58055,31.23, 5,0.57,15,31.35, 3,3916.10,32,3940.37,-9,12.26,-14
58160,31.21,12,0.46,-57,31.54, 3,3914.15,32,3940.24,10,6.10, 0
58265,31.09,65,0.34,-34,31.49,13,3916.10,-16,3972.87, 8,3993.48,34
58370,31.14,34,0.20, 2,31.46, 2,3915.12,32,7.50, 0,1.65,-6
58475,31.10,-18,0.17,-7,31.50,47,3915.12,32,3.66, 2,3994.57, 7
58579,31.14, 6,31.90,-9,31.54, 0,3915.12,-16,18.11,-4,3929.57,-30
58684,30.97,11,0.13,28,31.52,-20,3916.10, 0,39.88,-2,6.28,31
58789,31.11,45,0.39, 4,31.48,-11,3916.10,-16,27.74,10,36.59, 4
58894,31.16, 8,0.33,-2,31.54,-18,3914.15,16,7.44,-4,3973.60,-17
58999,31.04, 4,0.25,-20,31.71,-19,3915.12, 0,3963.78,-11,3933.72, 7
59104,30.99,121,31.94,-28,31.69,-34,3915.12, 0,3974.76,54,3946.16,178
59209,31.17,38,31.96,-1,31.50,-16,3915.12,48,21.10, 2,63.35,71
59314,30.90,-49,0.19,32,31.65,26,3918.05,-32,3986.65,-14,3941.16,-28
59418,30.87, 5,0.24,-4,0.03, 5,3917.07, 0,3964.51,-18,3948.96,-21
59523,31.26,-7,0.19,18,31.67,18,3915.12, 0,11.28,38,55.12,62
59628,31.40,14,0.11,11,31.39, 1,3916.10, 0,113.29,22,38.84,-26
59733,31.25,13,0.32,18,31.51, 5,3916.10, 0,97.01, 8,16.65, 4
59838,30.88,-35,0.67,43,31.80,81,3916.10,48,3993.11,-46,3895.98,-40
59943,31.62,-57,0.32, 2,0.34,-15,3915.12,-32,3938.17,24,3977.87,229
60047,31.10, 2,0.29, 4,31.86,-8,3915.12,-16,3989.33,13,3936.34,-44
60152,31.36,-12,0.65,18,0.27, 3,3916.10,-32,20.55,-32,62.32,-34
60257,31.54,69,0.56,21,0.19,76,3914.15,16,3969.21,12,3935.73,172
60362,31.07,10,0.57,-7,0.02,33,3917.07, 0,11.04,12,3.05,-46
60466,31.40,-36,0.52,-5,0.18, 9,3915.12, 0,40.18, 6,57.01,47
60571,31.13,-3,0.67, 0,31.58, 8,3916.10, 0,60.06,15,71.77, 3
60676,31.33, 2,0.68,-12,31.60,43,3918.05,-32,78.23,-11,16.77,-30
60781,31.39,20,0.63,-21,31.44,46,3918.05, 0,42.80,-3,31.71,-4
60886,31.36,-5,0.46, 7,31.42,17,3916.10, 0,56.46,-7,3994.51,-34
60990,31.37,-34,0.64, 7,31.56,-19,3916.10,32,17.26,-4,3913.60,41
61095,31.31, 9,0.51,-20,31.60,36,3918.05,-48,4.94,-9,3907.56,34
61200,31.13,-37,0.38,16,31.47,-1,3918.05,-16,3987.50, 8,12.44,-6
61305,31.13,-33,0.30, 8,31.47,-11,3919.02,-32,32.80,19,15.30,35
61410,31.09, 2,0.23,-19,31.37,-6,3917.07,32,80.85,22,30.12,11
61515,31.27, 7,0.20,-8,31.44,12,3919.02,-16,130.85, 6,0.43,13
61620,31.14,14,0.27, 4,31.44,13,3915.12,16,120.24,-12,3988.66,-11
61725,31.09,-5,0.17, 8,31.50,20,3917.07,-16,71.65,-13,7.20,-20
61830,31.21,-1,0.03,-11,31.62,20,3916.10,32,28.60, 4,3965.06,17
61935,31.02, 3,0.06,-10,31.52, 2,3918.05, 0,35.67,-5,3994.63,-11
62040,31.02,-9,0.10,-20,31.52,-90,3916.10,32,40.67, 8,36.22,-9
62145,31.05, 7,0.03,-4,31.42,-5,3916.10,48,8.35,-7,41.46,-14
62250,31.21,71,31.99,-21,31.32,73,3916.10,48,3988.66,42,29.76, 3
62355,31.27,-49,31.98,-65478,31.35,-15,3916.10,16,3969.45, 7,10.55,-112
62460,31.25,-6,31.93,-2,31.32,11,3918.05,-16,3970.98,-1,34.02, 6
62565,31.29, 3,31.90,-2,31.22,-16,3919.02,-64,3980.49, 4,29.76,-11
62669,31.33,-8,31.92, 4,31.18, 2,3917.07, 0,3985.49,-5,11.89,-10
62774,31.44,13,32.00, 6,31.21, 6,3916.10,32,3955.73,-21,26.16,-6
62879,31.32,-31,31.87,-4,31.17,-10,3916.10,32,3942.80, 7,58.23, 7
62984,31.21,-21,31.90, 0,31.01,14,3918.05, 0,3982.62,15,16.65,-10
63089,31.28, 5,31.98, 0,31.10, 6,3916.10,16,34.70,12,3959.21, 0
63194,31.35, 9,0.11,-2,31.14,-12,3915.12,64,41.71,-5,3980.67,-1
63299,31.38,10,0.19,-7,31.14,-10,3919.02,-16,22.07,-3,3990.91, 2
63404,31.41,-9,0.15,-17,31.16,-3,3917.07,48,12.62, 3,6.34, 6
63508,31.40, 1,0.10,-1,31.12, 1,3918.05, 0,14.76, 0,21.59, 2
63613,31.34,-7,0.13,-2,31.11,20,3918.05, 0,14.21,-10,1.71,-26
63717,31.38,-6,0.13,-7,31.09,14,3920.00,-32,7.44,-2,3987.93, 1
63822,31.39,-1,0.10,-1,31.12,-12,3918.05, 0,2.07, 1,3995.79, 2
63927,31.38,13,0.07, 7,31.09,-3,3918.05, 0,9.39, 5,3990.24, 2
64032,31.37, 1,0.06,-3,31.09, 2,3916.10,32,20.98, 5,3986.83, 1
64137,31.40,-8,31.99, 5,31.15,17,3920.00,-48,18.05,-8,3987.38, 4
64242,31.44,12,31.91,-3,31.24,12,3920.00,-16,20.67, 4,16.10,-2
64347,31.35,-6,0.05, 0,31.00,-3,3920.98,-32,2.50,-7,24.70,14
64452,31.43, 0,31.98,-11,31.17,32,3917.07,32,3992.32,-5,33.05,-8
64557,31.40, 3,0.02, 8,31.05, 1,3917.07,64,3958.66,-6,10.73,11
64661,31.42,-5,31.98,19,31.09, 9,3919.02, 0,3936.04,-3,9.70,-12
64766,31.51,-2,0.26,-47,31.03,-7,3920.98,-32,3926.46,34,0.55,15
64871,31.48,-4,0.43,48,31.07,13,3920.98,-32,3956.71,-19,3988.78,-12
64975,31.54,14,0.47,-5,31.16,-3,3917.07,32,3975.98, 2,7.80, 2
65080,31.56,-8,0.49,32,31.17, 2,3919.02, 0,3976.89, 1,2.20,-5
65185,31.54,16,0.61,-1,31.19,-3,3919.02,32,3970.37, 4,3971.46,-6
65290,31.57,-15,0.54,15,31.25,12,3919.02,-32,3953.29,-2,4.45, 4
65395,31.53,-1,0.59, 2,31.25,-4,3919.02, 0,3961.28, 8,2.32, 0
65499,31.52,-19,0.64,10,31.21,-5,3919.02,-16,3973.78, 0,2.07,-6
65604,31.50,-35,0.68, 4,31.20,-2,3920.00,-32,4.02, 8,7.13,-3
65709,31.53,-15,0.62,-8,31.25,26,3920.00, 0,30.06, 2,6.89,13
65814,31.52,11,0.51,-11,31.23,-6,3918.05,32,44.88, 6,5.24, 8
65918,31.46, 7,0.39,13,31.17, 5,3918.05,32,55.43,-1,9.82,-17
66023,31.53,-24,0.34,13,31.15,28,3918.05,32,59.76,-7,3984.94,-7
66128,31.46, 9,0.36, 1,31.06,-4,3920.00, 0,19.02,-8,3969.39, 4
66233,31.47,17,0.26, 1,31.13, 3,3920.00, 0,3983.23,-9,1.77,-2
66338,31.49, 3,0.26,14,31.11,20,3920.00,-32,3956.71,-5,1.10,-3
66443,31.49,-5,0.42,27,31.05,-9,3918.05,48,3917.50,-14,6.40, 5
66548,31.47, 5,0.49, 9,31.11,14,3920.00,16,3904.15,18,45.24,-7
66653,31.48, 0,0.64,-4,31.29,-7,3920.98, 0,3962.56, 8,3986.65,-12
66757,31.50,12,0.66, 5,31.44,-8,3920.98,-16,3982.01, 6,3976.65,-3
66862,31.59,21,0.71,-8,31.49,-18,3920.98, 0,3984.33,-4,3979.21, 3
66966,31.61, 4,0.63, 0,31.44,-2,3920.98,16,3989.33,10,3984.94,-2
67071,31.45,-3,0.52,39,31.15, 8,3919.02,16,56.34,15,3880.55,-29
67176,31.77,14,0.90, 1,31.41, 2,3920.98,-16,73.60,-5,3967.13,39
67281,31.46,-20,0.98,-22,31.36, 4,3920.98,16,9.51,-15,18.78,-6
67386,31.41, 1,0.72,-1,31.38,-8,3922.93,-48,3977.68,-1,19.15,-14
67491,31.48,-3,0.57,-9,31.35,-6,3920.98,-48,3971.77,-5,10.61, 7
67596,31.58, 0,0.59, 0,31.35,-17,3919.02,16,3960.55, 2,7.07,32
67701,31.53,-1,0.39,-4,31.30,-8,3920.00,32,3991.71,20,22.93,-14
67806,31.44, 8,0.51,11,31.12,-8,3918.05,32,47.87, 6,3945.61,-12
67911,31.48,-2,0.71,-2,31.28, 7,3920.00, 0,50.55,-3,3960.79,13
68015,31.43,-16,0.64,12,31.35,10,3921.95,-32,37.20,-6,3989.45, 3
68120,31.44,17,0.66,-8,31.39, 8,3921.95,-32,1.77,-4,3987.68,15
68225,31.40,-2,0.52,-3,31.37, 9,3920.00, 0,3974.76,-7,12.13,13
68330,31.38,-13,0.51, 1,31.27,-20,3921.95,-16,3974.21,-4,11.89,-9
68435,31.43, 3,0.49,-16,31.24, 3,3920.00,16,3977.38,-2,15.37, 1
68540,31.41, 1,0.58, 7,31.25,-10,3920.00,16,3983.48, 1,3992.38,-1
68645,31.49, 3,0.53,-9,31.35,-21,3921.95,-16,3983.54, 0,7.87, 7
68750,31.43,10,0.57, 2,31.33,-2,3920.00, 0,3981.10, 2,3990.61, 8
68855,31.45,-3,0.59,-8,31.37,-2,3921.95,-16,3991.28,-1,2.01,11
68960,31.42, 3,0.64, 9,31.40,-32,3920.00,16,2.93, 0,3990.37, 9
69064,31.40,12,0.66, 2,31.40,-27,3920.98,32,5.85, 1,3987.07, 0
69169,31.40, 0,0.62,12,31.40,-10,3919.02,32,5.67,-8,3995.79,-1
69274,31.41,12,0.60, 5,31.36,-10,3920.98,-32,8.35, 2,9.94, 7
69384,31.36,-8,0.53,10,31.33,16,3920.00,32,17.93, 2,12.38,-2
69489,31.32, 2,0.46, 0,31.32,-9,3921.95,16,27.13, 3,3.05,-3
69594,31.29,-20,0.36,-9,31.30, 9,3923.90,-48,31.28, 0,3988.54,-9
69699,31.32,15,0.25,-11,31.29, 8,3920.98, 0,8.17,-10,3982.74, 8
69804,31.32,-2,0.09,-19,31.25, 8,3922.93,-32,3971.22, 0,8.60,11
69909,31.24, 3,31.99,-7,31.18, 0,3922.93,-32,3992.87, 8,3989.57,-7
70014,31.31, 9,0.03, 2,31.22,12,3922.93,-16,20.37,-3,3990.37,-1
70119,31.26,-1,0.17,-8,31.22,-17,3921.95, 0,23.41, 2,3989.88,-13
70224,31.25,16,0.29,-11,31.26,-7,3921.95,-32,20.00, 0,3993.72, 5
70329,31.24, 7,0.29,-7,31.31,-39,3921.95, 0,10.67,-4,3992.50, 2
70434,31.29, 6,0.39, 8,31.31, 0,3921.95, 0,3994.82,-1,3986.40, 5
70539,31.32, 4,0.45,-13,31.31, 6,3921.95,-16,3976.89,-2,7.80,-3
70644,31.33,-1,0.47, 5,31.28, 8,3921.95,16,3966.46,-1,2.99,10
70749,31.34,11,0.46,16,31.30,12,3922.93,-32,3961.22,-1,0.37, 4
70854,31.33, 6,0.44,-1,31.33,-17,3922.93,16,3963.48, 0,3994.70,-2
70959,31.32,-8,0.43, 3,31.32,-7,3920.98,32,3979.02, 1,3.78,-4
71063,31.30,-4,0.55, 2,31.34, 1,3922.93,-16,3990.85, 0,3986.52,-1
71168,31.36,-14,0.43,12,31.40,-16,3922.93,16,3982.26,-1,6.95,-5
71273,31.30,-5,0.51,-3,31.35,11,3922.93,-48,3987.38, 3,2.38,-5
71378,31.34, 2,0.52,-13,31.38,26,3922.93, 0,3988.90, 0,3990.98, 4
71483,31.33,-4,0.50, 1,31.40,-25,3922.93,-16,3990.91, 2,3.05,-6
71588,31.27,-1,0.57,-1,31.38,-14,3922.93,-16,3993.84,-2,3986.28,-3
71693,31.35, 4,0.55, 1,31.42,14,3922.93,-16,3990.73,-2,3988.29,-9
71798,31.32, 5,0.59, 1,31.44,-12,3922.93,16,3994.57, 2,3.48,-6
71903,31.34,-4,0.48,13,31.44,-19,3924.88,-48,0.06,-1,16.04, 1
72008,31.25,-19,0.52,-1,31.33,-4,3922.93, 0,12.74, 2,8.72,-14
72112,31.26, 6,0.52,-1,31.35, 4,3922.93,16,20.55,-2,3991.59,-3
72217,31.30, 7,0.51,-2,31.40, 4,3920.00,32,9.88,-3,0.18, 0
72322,31.36,-8,0.45,-15,31.40, 9,3920.00,96,1.28,-5,16.65, 7
72427,31.34,-23,0.32,-2,31.35,12,3923.90, 0,3993.48, 3,28.29, 9
72532,31.06, 2,0.23, 8,31.21,-14,3921.95, 0,0.98,-7,22.44,-35
72637,31.25, 6,0.20, 9,31.37, 7,3923.90,-16,3971.52,-4,1.10,26
72742,31.50, 1,31.97,-5,31.31,-3,3923.90,-16,3974.45, 1,126.65,24
72847,31.59,-7,0.03,-14,30.92,16,3923.90,16,3993.48, 4,215.37,-15
72951,31.58,11,31.91,-2,30.85,-11,3922.93,32,3993.35,-3,87.68,-45
73056,31.49, 8,0.02,-2,30.78,-5,3923.90,16,3970.00,-15,3843.96,-113
73161,31.09,21,0.25,-10,30.73,38,3922.93, 0,3818.05,-4,3207.26,69
73266,31.25,-8,0.47,-10,0.05, 9,3922.93, 0,3958.96,26,3956.71,16
73371,31.58, 0,0.31,-7,0.18,-12,3922.93,32,3963.72,17,134.09,156
73481,31.41,23,0.07,-46,31.30,-18,3924.88,-16,55.49,26,633.41,151
73586,31.46,19,31.87,-12,30.56,-17,3924.88, 0,21.89,-23,255.37,-295
73691,31.97, 0,31.97, 4,30.81,-7,3922.93,32,3965.00,-15,3970.00,-21
73796,31.69,-17,0.07,23,30.74,21,3924.88, 0,3950.79,-4,3865.73,-61
73901,31.56,-11,0.08,10,30.79,70,3924.88,-32,10.73,18,3835.12,-8
74006,31.45,23,0.05,-2,31.13,-15,3926.83,-32,21.77,19,3917.13,68
74111,31.54,-53,0.05,28,31.19,56,3924.88,-16,71.95, 8,3919.57,12
74216,31.43,-64,0.07,37,31.14, 3,3923.90,-32,32.20, 3,188.17,71
74321,31.20,-85,0.24,16,30.93,68,3923.90,-32,3943.29,-46,5.61,65424
74426,31.15,-112,0.19, 5,31.18,83,3923.90, 0,3939.39,-31,3826.04,-19
74530,30.96,112,0.12,-40,31.34,-42,3923.90,32,3942.01,10,197.01,-113
74635,31.37,-45,0.10,-7,30.86,-62,3923.90,32,3972.01,15,216.65,-78
74740,31.57,-29,31.94,-1,30.91,-97,3923.90,16,3960.37,11,3943.23,53
74845,31.44,14,0.09, 2,30.76,42,3923.90,16,3987.07,10,6.65,-35
74950,31.78,12,0.13,-1,31.12,78,3923.90,16,19.02,-8,5.91,15
75055,31.98,-35,0.09,-47,31.20,-26,3926.83,-64,3969.33,-35,43.66,81
75160,31.79,-70,0.10, 0,30.59,-15,3924.88, 0,3986.89,40,75.67,-20
