Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ
75265,31.40,-3,0.25,11,30.83,-20,3922.93,32,3943.48,-31,3758.66,-50
75369,31.58,-18,0.31,-22,31.51,45,3924.88,-16,3885.37,-16,3838.90,51
75474,31.29,-1,0.07,-30,31.35, 7,3924.88, 0,3915.55,-8,70.30,-15
75579,31.29,16,0.02,13,31.22,20,3922.93,-16,3941.22, 2,3971.95,-3
75684,31.35,-59,0.02,16,31.37, 3,3922.93,16,3921.52,-7,3983.72, 7
75789,31.00,-4,31.92, 7,31.12, 8,3924.88,-16,3963.60,16,3939.45,-49
75894,31.18,-3,31.83, 5,31.59,23,3924.88,16,3944.70,-2,3917.07,12
75998,31.12, 2,0.01,-2,31.66,-21,3923.90,32,3966.22,17,2.20,41
76103,31.17,-64,0.15,37,31.31,-22,3923.90,32,17.62,-11,318.17,33
76208,31.33,23,0.14,-10,30.78, 4,3925.85, 0,1.46,-2,101.59,-104
76313,31.31,24,0.08,20,31.10, 7,3925.85,-32,3962.50,-21,3930.06,-76
76417,31.20,-23,0.12,26,31.07,16,3925.85,32,3982.68,-4,2.13,65460
76522,31.25,-20,0.06,-5,31.08,34,3923.90,32,16.83,-17,37.56,-99
76627,31.22,-6,0.08,-5,31.22,-37,3925.85, 0,3967.56,-7,3959.94,-13
76732,31.51,10,0.07, 3,31.31,57,3924.88,16,3932.87,-7,64.70,61
76837,31.93, 0,0.12,-1,30.87,-44,3924.88,-16,3952.80,17,193.41,-19
76942,31.81,10,0.08, 6,30.76, 6,3924.88, 0,23.84,-7,118.84,17
77047,0.00,-1,0.01,-5,30.86,-15,3924.88, 0,32.56,25,47.32,74
77152,31.66,-20,0.24, 1,30.90,-23,3925.85,-16,8.66,-31,7.80,-124
77257,0.35,32,31.90,16,30.90,67,3927.80,-48,17.13,24,3906.46,66
77361,31.83,14,0.12,-28,31.02,-43,3923.90,16,3982.56,-6,39.76,-32
77465,31.66,-13,0.12,-15,30.87,11,3925.85,-32,4.09,-23,3963.54,-104
77570,31.41,-107,0.19,-38,31.00,12,3925.85,-32,3954.39,-43,3946.83,-68
77675,31.76,-156,0.06,-32,30.86,-41,3925.85,32,3955.18,14,3909.02,91
77780,31.83,-8,0.03, 9,30.94, 6,3923.90,32,3975.37,11,3901.04,52
77885,31.64, 4,0.07,17,30.98,-12,3925.85, 0,14.51,10,24.76,27
77990,31.46,24,0.17,29,31.13, 6,3925.85, 0,0.43,65525,57.62, 4
78095,31.44,-58,0.04,17,30.68, 2,3924.88,48,3988.84,-8,3930.30,-150
78200,31.38,20,0.03, 1,30.97,91,3927.80, 0,3973.60,23,3695.67,23
78305,31.62,12,0.14,-19,31.57,-9,3926.83,-32,8.54,25,3902.20,145
78410,31.17,16,0.22,-9,31.52,18,3924.88, 0,21.83, 1,3911.16,65
78515,31.31, 6,0.22,-1,31.91,11,3924.88, 0,3963.11,14,3843.78,111
78620,31.00, 4,0.20,-12,31.94,-4,3925.85,16,3984.94, 5,3940.43,13
78725,31.13,-1,0.18,23,31.94,-28,3927.80, 0,19.45,-2,23.78,24
78830,31.00,18,0.21, 0,31.69,20,3925.85,32,51.95, 6,81.04, 3
78935,31.10,-19,0.25,11,31.59,-3,3925.85, 0,52.01,-17,135.98,-36
79040,31.31,-23,0.15,13,31.39,-14,3925.85, 0,4.94,-9,133.78,-9
79145,31.20,-21,0.11,-10,31.17,11,3927.80,-32,3995.30, 6,105.06,-56
79250,31.48,10,0.06,-11,31.26, 5,3923.90,32,3971.77,-5,3945.12,46
79355,31.30,13,0.09, 1,31.09,13,3926.83,16,3980.24,-2,3992.80,-15
79460,31.29,13,0.09, 4,31.13, 5,3926.83,-16,3977.07, 2,3926.89,-27
79565,31.22,11,0.19, 9,31.44,35,3926.83, 0,3914.27, 1,3700.55,34
79670,31.12,-7,0.15,-3,31.70,-3,3924.88,48,3973.54,14,3963.05,24
79775,30.87,-36,0.02,-3,31.59,-21,3926.83,32,36.52,21,88.23, 4
79880,30.34,97,0.18,12,31.26,63,3926.83,32,115.98,22,3985.06,-72
79985,31.27,32,31.58,-22,31.27,-1,3926.83, 0,285.24,24,234.70,-11
80089,31.47,-29,31.39,-26,31.45,-57,3926.83, 0,253.90,-24,83.54,-43
80194,31.54,54,31.45,-19,31.44,18,3925.85,16,143.54,-17,42.68,-29
80299,31.73,-213,31.53,91,0.10,120,3925.85,16,78.60,-72,116.28,66
80404,31.73,-66,31.08,41,31.71, 7,3927.80, 0,9.88, 4,3.29,-24
80508,31.51,-15,31.39,59,31.85,13,3929.76,-32,3985.12,-35,3972.62,-54
80613,31.45,-24,31.14,20,31.82,-17,3925.85,32,3995.49, 0,3966.59,-28
80718,31.55,-12,31.26, 9,31.81,14,3927.80,-64,7.26,-10,3988.84,-4
80823,31.47,-39,31.46,28,31.83, 9,3927.80,-32,3974.57,-31,16.83,-37
80928,31.28,-2,31.52, 9,31.81,12,3927.80,-32,3878.23,-32,10.30,-30
81033,31.53, 3,31.32,11,31.36, 1,3927.80,-32,3821.89, 3,67.50,-23
81138,31.57,-5,31.43, 9,31.10,28,3926.83,-32,3826.71, 1,12.07, 5
81243,31.47,19,31.47,13,30.95,-7,3926.83, 0,3882.99,11,56.65,-42
81348,31.61,-10,31.53,-11,30.90,41,3926.83, 0,3940.30,11,3941.65,-5
81453,31.59,-12,31.58, 2,31.13, 5,3928.78,-32,3980.00,11,8.29,32
81557,31.44,25,31.76, 1,31.05, 3,3926.83, 0,3991.34, 2,20.85,-7
81662,31.51, 2,31.75,-4,31.08, 2,3926.83,32,3984.51,-4,3989.33,-3
81767,31.55, 8,31.72,-7,31.01,-11,3928.78, 0,3986.16, 3,16.59,-4
81877,31.60,-5,31.72, 3,31.02,-2,3928.78, 0,3988.84,-1,2.80,-13
81983,31.67,-2,31.73,13,31.07,-23,3925.85,48,3981.04,-2,13.35,-9
82088,31.71,-16,31.82, 7,31.31, 7,3927.80,16,3937.80,-25,3961.40,-29
82193,31.78, 7,31.91,13,31.32,-14,3929.76,-16,3883.90,-4,3995.37,-65461
82298,31.41,22,0.67, 1,30.97,15,3927.80, 0,3749.57,-53,3914.88,-208
82403,31.82,60,1.37,-23,31.19, 9,3925.85,32,3797.26,53,3795.00,23
82507,31.70,-9,0.97, 0,31.50,-4,3927.80, 0,33.60,26,53.72,-22
82612,31.76,23,0.88,-11,31.45, 7,3929.76,-32,26.59,-13,3981.83,12
82716,31.85,-19,0.84,12,31.45, 7,3926.83,48,3979.88,-5,3966.89,-5
82821,31.85,-18,0.91,-5,31.49,-32,3928.78,-16,3984.51, 7,3960.55,-5
82926,31.84,-11,0.87,-4,31.49, 7,3928.78,16,3993.60, 4,3992.44,14
83031,31.75, 8,0.88, 0,31.49,-1,3928.78,-32,3989.82,-4,3989.33,-5
83136,31.75, 5,0.88,15,31.50,-10,3927.80,16,3993.41, 5,3985.67, 1
83241,31.78,15,0.90,-17,31.51,-9,3927.80,48,2.07, 0,3993.78, 3
83346,31.79,-18,0.89,-4,31.50,13,3929.76,-32,2.93, 2,3989.39, 1
83451,31.66,-32,0.86,-5,31.41,-6,3927.80, 0,2.68, 9,3949.15,-40
83556,31.92,25,0.84,18,31.61,42,3929.76,-32,3.90,-1,3927.74,118
83661,31.79,-16,0.80,11,31.52,-19,3925.85,64,18.05,-1,48.41,24
83766,31.76,-37,0.81, 2,31.59,-34,3928.78,-16,6.95,-1,38.17,12
83871,31.79,22,0.91,22,31.60,-3,3927.80,32,3991.28,-7,3944.02,-62
83975,31.90,-15,1.01, 7,31.68,-24,3928.78, 0,3995.24,-2,3961.10,69
84080,31.91,16,0.99, 6,31.68,19,3928.78, 0,0.79,-13,3956.28,34
84185,31.70,15,1.09,-11,31.55,29,3928.78,-32,3984.02,-5,10.49, 8
84290,31.63,-6,0.90,-14,31.49, 4,3927.80,16,3968.84, 4,100.12,34
84395,31.35,-40,0.59,-31,31.32,-23,3927.80, 0,30.30,-5,159.94,-67
84500,31.48,-5,0.40, 1,31.18,10,3927.80,32,57.38,13,106.10,-31
84604,31.49,-35,0.51,-68,31.78,-282,3927.80,-32,39.09,-46,92.56,40
84709,31.57, 3,0.20,-3,31.07,-30,3927.80, 0,37.07, 1,49.82,38
84814,31.59,-12,0.16,-9,30.99, 2,3928.78,16,11.65, 4,24.21, 8
84919,31.56, 2,0.13, 5,30.97,-18,3928.78,16,3979.45,-7,3989.57,-16
85024,31.64,13,32.00,-21,31.03,-9,3928.78, 0,3981.83,16,3977.74,-22
85129,31.78,13,31.96,-15,31.10, 2,3928.78,16,3987.26,12,3974.15,120
85234,31.57,-15,31.99, 1,30.97,-9,3928.78, 0,3990.79, 2,7.07,-4
85339,31.49,11,31.91,-7,31.01,-24,3928.78,16,3996.04,-65534,1.40,-12
85445,31.57,21,31.94, 0,30.93,12,3929.76,-16,4.76,-8,3992.38, 6
85550,31.48,-24,0.08,14,30.82,-19,3929.76,16,3971.71,-9,22.50,-26
85655,31.52,44,0.10, 8,31.06,-18,3929.76,16,3981.89, 3,3948.66,30
85760,31.50, 9,0.09, 2,31.01,14,3929.76,-16,3966.52, 4,3949.45,34
85865,31.43,-10,31.96, 0,31.24,-17,3929.76,-32,3975.30, 0,3970.18,15
85974,31.37,-19,31.95,-3,31.09,20,3930.73,-32,3985.18,15,8.29,37
86080,31.38,-1,31.83, 0,31.01,-28,3928.78, 0,17.87, 9,27.38,-13
86185,31.22,122,0.09,-21,31.10, 5,3928.78,32,21.89,-5,3952.07,-102
86290,31.43,15,0.02,-15,31.04,-17,3930.73, 0,8.72, 8,3991.04, 6
86394,31.45,-10,31.93,19,31.22, 0,3928.78,32,37.32,-10,22.01, 1
86499,31.31,-5,31.99,-4,31.17,-7,3931.71,-48,9.33,-11,30.30,-14
86604,31.35,10,31.95,-6,31.07,33,3927.80,48,3988.78, 0,3984.82,-10
86709,31.36,23,0.15, 1,31.10, 7,3931.71,-32,3987.68, 5,3967.50,-2
86814,31.36,-8,0.24,-26,31.02,-44,3929.76,32,3977.38, 7,5.79,-44
86919,31.50,-5,0.05, 0,31.10,10,3929.76, 0,3974.94,10,27.56, 7
87023,31.47, 9,0.04, 7,31.11,18,3929.76, 0,3995.55, 5,37.01,-16
87128,31.52,20,0.09, 1,30.97,-2,3930.73,16,9.27, 1,27.38,-10
87233,31.75,35,0.13,-22,31.03,12,3930.73, 0,3979.21,-6,3991.10,-65454
87338,31.65,-9,0.14,-3,30.95,14,3928.78, 0,3964.21,-2,14.88,-13
87442,0.06,147,31.73,313,30.88,2198,3929.76,-16,3946.16,125,3890.73,884
87547,31.45,199,31.78,-127,31.27,-3,3929.76,16,44.82,-144,277.07,-110
87652,31.74,20,0.01,-17,30.93,13,3929.76,16,3920.73,-3,3980.37, 7
87757,31.69,-9,0.02, 6,30.84,17,3929.76, 0,3905.30,18,22.44, 2
87862,31.67,-3,31.88,-2,30.91,-15,3931.71, 0,3983.66,27,3990.00,-43
87967,31.56,-35,0.05,17,31.27,17,3931.71,-32,34.21,-24,3985.00,45
88071,31.45,-27,0.33,-11,31.00,17,3929.76,32,3984.45,-7,3964.09,-5
88176,31.43, 1,0.14,13,31.07,-13,3931.71,-32,3989.94,-4,3967.32,-17
88281,31.45,-11,0.08,21,31.05,-5,3931.71,-32,3982.93,-3,3979.02, 1
88386,31.42, 3,0.04, 4,31.08,32,3928.78,16,3982.26, 6,3994.15, 8
88491,31.40,18,0.10,-14,31.09,-21,3928.78,32,3992.74,21,3982.50,37
88596,31.38,14,0.14, 5,31.08, 5,3930.73,32,14.15,-1,3992.74,-5
88701,31.43,-3,0.20,-13,31.17,-6,3930.73,-32,3995.12,-9,3939.76, 3
88806,31.39,-24,0.01,27,31.07,46,3931.71,16,10.61, 3,6.59,-11
88911,31.26,-5,0.22, 5,31.19,21,3931.71, 0,4.63,-10,21.71,-24
89016,31.41,-30,0.05,20,31.04,41,3929.76,32,12.80,10,12.32,-47
89121,31.53,-29,0.10,17,31.17,18,3930.73,-16,19.15,-4,3961.04,24
89226,31.09, 6,0.31,11,31.31,18,3928.78,64,3985.24,-13,3929.82,-40
89331,31.27,-39,0.28, 7,31.50,19,3932.68, 0,0.98,-16,3973.48,59
89436,31.23,-52,0.03,-3,31.38,23,3931.71,-16,9.57,-2,4.15,56
89540,31.17,51,0.25,-1,31.40,-51,3931.71, 0,3987.13,30,3971.16, 5
89645,31.20,-25,0.33,-1,31.65,-20,3929.76,32,3991.40,-19,77.87, 8
89750,31.14,-8,0.14,-9,31.29,-9,3930.73,48,3938.72,-4,43.96,-13
89855,31.17, 6,0.13, 6,31.32, 3,3929.76,32,3948.48,13,16.89,26
89960,31.25,-10,0.14, 8,31.31,10,3930.73, 0,3958.11, 6,3988.84,17
90065,31.21, 3,0.12,-3,31.28,-7,3930.73, 0,3978.41, 4,17.38,-16
90170,31.18,-34,0.20, 3,31.31,19,3933.66,-16,3.72,-4,6.77,-3
90275,31.24, 2,0.18,-10,31.36,-12,3931.71, 0,0.37,-5,5.37,-3
90380,31.21,-9,0.17, 7,31.37, 3,3931.71, 0,0.49, 4,3.72,11
90484,31.19, 1,0.23, 3,31.36,-7,3931.71, 0,1.71,-5,22.99, 4
90589,31.22, 8,0.28,-2,31.32,13,3932.68,-16,3969.27, 1,47.68,12
90694,31.27,-3,0.31,-2,31.24, 3,3932.68,-16,3937.32,-2,42.50, 5
90799,31.37,-12,0.17,-20,31.15,-30,3934.63,-32,3938.78, 8,81.10,19
90904,31.46,23,32.00,-13,30.83,-1,3931.71,16,3967.01,11,92.99,-18
91009,31.53, 5,31.92, 6,30.88,23,3931.71, 0,3989.57,-5,3965.67,-23
91114,31.68,14,31.82,-7,31.09, 8,3932.68,-16,3991.34,-6,3934.21,-16
91219,31.71, 6,31.79, 3,31.09, 4,3930.73, 0,3986.89,-8,3990.61,-7
91324,31.52,-15,31.75,20,31.04,-23,3932.68, 0,3978.60, 2,3988.29,-21
91429,31.67,-11,31.63,-4,31.08,-5,3933.66,-16,3965.91,-6,3979.21,12
91534,31.52,14,31.67,-5,31.12,14,3931.71, 0,3950.37, 0,3868.90, 2
91639,31.28, 5,31.77,-1,31.22,47,3934.63,-48,3972.01,12,3724.63, 8
91744,30.89,-29,0.14, 5,31.83, 3,3932.68,-32,11.59,11,3646.95,50
91849,31.02,-34,0.29,38,0.28,-14,3932.68,-32,106.10,21,3860.30,39
91953,31.17,21,0.41,-10,0.44, 1,3933.66,-48,120.18,-3,3890.91,-56
92058,31.48, 3,0.33, 6,0.56,11,3931.71, 0,71.16,-15,3926.77,10
92163,31.49,-22,0.33,-5,0.76, 5,3933.66, 0,3983.66,-26,3994.82,-12
92268,31.61,-45,0.25,11,0.71,-18,3932.68,-16,3915.49,-14,167.74,58
92372,31.39, 5,0.25, 1,0.20, 5,3931.71, 0,3878.23,-2,282.93, 0
92477,31.16,-10,0.09,14,31.64,-43,3932.68, 0,3906.77,14,335.49,10
92582,31.07,-22,0.16,19,31.34,-24,3932.68,-32,3899.94,-31,169.70,-66
92687,31.20,35,0.31,-29,31.21,36,3932.68, 0,3841.95,-1,3874.94,-41
92792,31.13,-2,0.43,-2,31.35,-15,3931.71,16,3852.32,-5,3873.29,-21
92897,31.24,-21,0.47,-10,31.55, 4,3931.71, 0,3886.22,19,3909.09,46
93002,31.61,-189,0.87,25,31.67,-35,3932.68,16,3911.28, 0,157.20,21
93107,31.11,-4,0.74,-7,31.20,19,3932.68,-32,3866.16,-6,211.28,-197
93212,31.32,16,0.66,-2,31.35,-16,3932.68,-48,3892.80, 6,53.11, 6
93317,31.29,18,0.80,21,31.59,15,3933.66,-16,3953.35, 0,3895.37,-18
93422,31.44,-33,0.94, 4,31.85,-6,3933.66,-32,3953.96,-27,54.51,-9
93527,31.41,-5,0.76, 7,31.93,-28,3931.71, 0,3931.65,-6,105.98,-6
93632,31.32,22,0.66, 2,31.73, 5,3932.68,-16,3939.21,-4,199.02,-47
93737,31.23,-12,0.47,-4,31.49, 3,3932.68, 0,3984.51,-3,91.59,-56
93842,31.25,17,0.45,-19,31.54, 4,3932.68, 0,3970.85,-4,3762.50,-34
93947,31.60,-7,0.75,-2,0.00,65524,3931.71,-16,26.71,19,3867.50,139
94052,31.31,17,0.80,-3,31.90,-14,3931.71,-16,3981.34,-1,3958.60,-10
94157,31.44, 1,0.58, 8,31.96,-15,3933.66,32,3984.21,-4,2.07,-6
94262,31.25,25,0.58,15,31.90,-1,3931.71, 0,3965.06,-14,38.48,16
94371,31.25,-1,0.61,-18,31.95,-26,3933.66,-16,3969.45, 4,53.54,13
94476,31.16,-24,0.82,11,31.96,14,3931.71,48,3963.84,-11,13.48, 0
94581,31.41, 5,0.73,-9,0.07,-46,3935.61,-32,3964.94,-10,46.22,-18
94686,31.44,-29,0.73,-8,31.94,15,3933.66, 0,3947.20,-6,45.85,-27
94791,31.41, 4,0.63,-11,31.95, 0,3932.68,16,3965.37, 4,37.74, 2
94896,31.33, 5,0.60,-10,0.07, 3,3930.73,32,3969.88, 6,48.41, 0
95001,31.19,19,0.63,22,0.16,-10,3932.68, 0,3985.85, 3,16.77,-12
95106,31.26,-4,0.63,-4,0.13,10,3932.68, 0,8.84, 4,10.61,21
95211,31.10,-67,0.79,-18,0.02,65455,3933.66, 0,22.50, 9,66.95,70
95316,31.41,13,0.62,-2,31.58,-21,3933.66, 0,15.61,27,3953.23,60
95420,31.30,10,0.47, 7,31.59,-15,3934.63,16,62.07,-1,23.48,28
95525,31.36, 3,0.44,14,31.39, 1,3934.63,-48,106.59,12,3985.18,42
95629,31.31,-12,0.42,-24,31.46,-27,3934.63,-32,131.95,-2,4.88,-3
95734,31.21,-5,0.48,-17,31.34,-7,3932.68, 0,185.24,13,54.82,-6
95839,31.35,-20,0.40,16,31.10, 0,3933.66,-16,174.45,-17,3991.59,-84
95944,31.52,44,0.47,16,31.19,28,3933.66, 0,150.06,-16,3904.45,19
96049,31.57,-52,0.61,-34,31.27,-5,3933.66, 0,116.28, 3,3983.66,27
96154,31.47, 1,0.54,-11,31.26,-4,3932.68,16,67.13,-19,3988.05, 9
96259,31.44, 5,0.44,-6,31.15, 5,3934.63, 0,44.63,-3,4.15,17
96364,31.40,26,0.59,-18,31.05,-16,3933.66,16,26.89,-14,3966.65,26
96469,31.57,-72,0.33,-49,31.25,43,3933.66,-32,23.17,-7,3984.76,-55
96574,31.48,-15,0.40, 4,31.13, 9,3934.63,-16,23.48,-5,3991.95,30
96679,31.38,12,0.37, 4,31.34, 6,3934.63,-16,7.62,-1,23.84, 6
96784,31.44, 3,0.39, 6,31.16,-3,3931.71,48,8.29,-6,3967.74, 9
96889,31.47,-7,0.34, 3,31.19,10,3935.61,-32,1.83,-2,19.57, 2
96994,31.45,-16,0.39,-4,31.16,-13,3931.71,32,3993.17,-2,3980.61, 2
97099,31.44,-13,0.30,-1,31.13, 0,3934.63,16,3993.90, 4,2.20,10
97204,31.33,-5,0.31, 6,31.07, 5,3934.63, 0,20.37,11,3993.41,-15
97309,31.47,-14,0.28, 6,31.15,-11,3933.66,16,12.62,-5,3963.90, 7
97414,31.46,-8,0.35, 3,31.14,12,3935.61,-32,10.06,-7,19.63, 6
97519,31.46,-7,0.39, 0,31.13, 4,3933.66,-32,3.90,-7,3993.54, 2
97624,31.44,-5,0.31, 4,31.16,12,3934.63,16,3993.78,-2,8.35,-6
97729,31.41,-14,0.35,-7,31.04,-2,3934.63, 0,3983.66, 0,3.72,-1
97834,31.42,-5,0.35,-10,31.07,-9,3934.63,-32,3977.38, 0,3991.65,-3
97939,31.46, 3,0.32,10,31.14, 3,3933.66,16,3966.46,-5,3.41, 1
98044,31.48,-12,0.27,-1,31.21,-21,3933.66, 0,3950.73,-4,12.13, 3
98149,31.40, 1,0.28,10,31.16,-48,3933.66, 0,3939.51,-1,29.15,-1
98254,31.36,-11,0.25, 6,31.15,27,3936.59,-32,3939.02,-4,26.65,-11
98359,31.39, 9,0.25,-5,31.13,17,3934.63,-32,3934.70,-1,4.15,-5
98464,31.43,-6,0.34, 0,31.16,15,3934.63, 0,3922.44,-3,23.90,12
98570,31.37, 0,0.38, 7,31.19,-2,3933.66,32,3916.40,-2,39.09, 1
98675,31.35,-4,0.35, 6,31.22, 7,3933.66,32,3927.50, 8,38.96,-5
98780,31.33,-2,0.25,-4,31.25,17,3934.63,-16,3945.61, 7,30.91,-28
98884,31.32,-8,0.22, 6,31.21, 5,3934.63, 0,3973.41,17,20.55,-1
98989,31.29,-9,0.30, 4,31.20,17,3934.63, 0,21.77, 8,3991.59,-15
99094,31.43,-1,0.35,-6,31.10,18,3935.61,-48,27.13,-5,3964.82, 9
99199,31.44,-23,0.33,-19,31.07,-19,3935.61,-32,4.88,-6,3992.20, 4
99304,31.46, 4,0.23,-1,31.17, 7,3935.61,-32,5.43, 9,20.12, 3
99409,31.44,-17,0.25,-4,31.12, 3,3936.59, 0,0.98,-5,3993.41,-5
99513,31.38,-3,0.24, 7,31.08,15,3934.63, 0,3988.48, 2,20.98,-3
99618,31.38, 3,0.24,10,31.13,-1,3935.61,16,3991.46,-6,8.54,-1
99723,31.37, 2,0.22, 8,31.10,20,3935.61, 0,3986.71, 2,3986.04,12
99828,31.36,13,0.17,-22,31.17,-9,3936.59,16,1.89, 8,3992.01, 6
99933,31.34, 0,0.21,-7,31.17,14,3934.63,-16,7.87,-1,3973.84,-2
100038,31.35,16,0.22,12,31.25,-17,3936.59,-32,3.29, 6,3959.39,29
100143,31.22,-2,0.20,-15,31.26,-57,3935.61, 0,4.09,19,3945.73, 9
100248,31.24,38,0.22,21,31.45,43,3933.66,32,6.65,-27,3887.07,-8
100353,31.04,37,0.20,-20,31.29,-7,3934.63, 0,14.63,13,3959.82,-88
100458,31.16,-5,0.08,-1,31.52,-15,3935.61,-16,19.45, 3,10.98,63
100563,31.15,18,31.99, 5,31.40,46,3937.56,-32,42.99,-1,3909.21,-3
100668,31.04,-2,0.09, 8,31.53,-21,3934.63,16,40.37,16,3953.17,-3
100773,31.13,-15,0.14,-5,31.64,-1,3936.59, 0,15.18,-1,3993.96,14
100878,31.03,-6,0.26,-10,31.51, 5,3936.59,-32,3990.79, 3,18.11,-43
100983,31.08,-8,0.27,-2,31.51,-47,3933.66,32,3978.11,12,57.93,-3
101088,31.17,-35,0.06,-6,31.43,-16,3937.56,-32,3988.35, 2,41.04,-6
101193,31.20, 1,31.97,10,31.40,47,3935.61,-32,3986.28, 0,3991.89,28
101298,31.02, 7,31.83,158,31.40,-131,3934.63,32,3985.61,-92,3987.87,-172
101403,31.23,-7,31.91,-32,31.39,-1,3934.63, 0,3995.49,-65522,39.45,-21
101508,31.20,-12,31.88,-7,31.42,-1,3935.61, 0,19.02, 7,3980.43, 8
101613,31.12, 0,31.95, 5,31.48,-2,3934.63,16,29.39,-8,3973.54,11
101718,31.06,12,0.05,-2,31.56, 7,3934.63,32,3995.61,-4,19.76,74
101823,30.96,-49,31.82,-15,31.26,-76,3937.56,-48,5.79,21,186.77, 4
101928,31.47,-125,31.56,43,31.32,63,3933.66,32,21.77,-28,18.90,-184
102032,31.74,-2,31.48, 0,31.38,-4,3936.59,16,3962.26,-16,3895.37,-22
102137,31.52,-10,31.50,20,31.23, 8,3935.61,-16,0.06, 2,9.09,22
102242,31.36,-3,31.52,-9,31.34,-2,3934.63,32,3981.59,-2,3934.45,-4
102347,31.05,-7,31.62,-6,31.39,-2,3935.61, 0,3988.41,11,3902.80,-3
102452,31.21,21,31.62,-27,31.48,-8,3937.56,-32,17.74,19,26.83,23
102557,31.27,22,31.50,-6,31.24,-13,3936.59,16,49.33,42,147.87,24
102662,31.41,-73,31.42,-46,31.37,-65,3937.56,-16,63.66, 2,11.89,-21
102767,31.48,26,31.17,-19,31.49,-4,3937.56, 0,55.18, 5,3839.27,-10
102872,31.73, 4,31.14, 9,31.62,-1,3938.54,-32,70.91,-4,3930.49,23
102976,0.01, 5,31.13,-5,31.87,-39,3937.56,16,35.98,-8,24.15,12
103081,0.04,-12,30.99,-3,31.64,-11,3937.56,-32,19.45,20,34.82,33
103186,31.74,-8,30.99,-32,31.75, 0,3936.59, 0,14.82,15,3978.11,-58
103291,31.84, 4,31.02, 4,31.84,-1,3937.56,-16,23.84, 1,3961.04,-7
103396,31.86,13,31.06,-8,31.85,-9,3937.56,-64,3994.63,-9,3981.71,-2
103501,31.83,-1,31.03,19,31.88,-7,3938.54,-32,3976.40,-7,3983.96,-6
103606,31.82,-3,31.03,-14,31.85, 6,3937.56,16,3977.07,11,3990.18,-2
103711,31.86,-10,31.00,-2,31.81,-10,3937.56,32,3978.84,-2,3984.33,-4
103816,31.85, 9,31.00, 3,31.81,20,3936.59,16,3986.22,-6,5.00,11
103921,31.84,10,31.01, 0,31.78,-11,3937.56,16,3992.07, 2,3.90,-2
104025,31.80,-5,31.02,-4,31.79, 1,3937.56,32,3991.16, 2,3.11,-5
104130,31.79, 2,31.04,-9,31.78, 3,3936.59,32,3989.09, 1,3994.27,-2
104235,31.80,-3,31.05,-5,31.77,-9,3935.61,32,3981.52,-3,3988.05, 0
104340,31.79,-3,31.03, 6,31.71,24,3938.54,-48,3970.06, 0,2.74, 7
104444,31.72,-5,31.11,-34,31.69,-61,3939.51,-48,3972.99, 1,10.12,14
104549,31.60,-19,31.11,-3,31.63,-1,3939.51,-32,3966.22, 1,3984.45,-26
104654,31.52,15,31.07,-9,31.57,21,3937.56, 0,3950.24, 8,3977.38,-2
104759,31.61,-11,31.20,24,31.55,15,3937.56,16,3971.40,-2,3992.74, 5
104864,31.66,-5,31.14, 3,31.48,-5,3937.56,32,3975.24, 5,3.66,-21
104969,31.69,-1,31.10, 7,31.46,-12,3938.54, 0,3989.45, 7,3977.68, 5
105074,31.66, 6,31.13,-3,31.50, 4,3939.51,-16,0.43, 2,3992.62,-7
105179,31.63,29,31.14,16,31.51,-7,3937.56, 0,3.35, 4,3988.11,16
105284,31.64,13,31.14,18,31.53, 2,3936.59, 0,0.18,-3,3983.96,-2
105389,31.63, 1,31.13, 2,31.51,-11,3935.61,48,1.95,-3,3990.49,-4
105494,31.64,-8,31.16,-10,31.56,-16,3937.56, 0,6.04,-4,3990.61, 7
105599,31.64,-11,31.16,14,31.56,13,3936.59,-16,2.26,-4,3989.94, 3
105704,31.60,-24,31.18,-7,31.55,40,3939.51,-16,3995.18,-16,3995.98,-4
105809,31.60,11,31.17,13,31.55,12,3937.56,32,3992.13,-4,3995.61,-5
105913,31.62, 9,31.15,10,31.54,-15,3937.56, 0,3990.24, 1,4.21,-11
106018,31.59,12,31.15, 8,31.51,22,3938.54, 0,1.71, 3,1.10,-3
106123,31.60,16,31.16, 3,31.56, 5,3939.51,-32,1.83,-1,3985.30, 3
106228,31.66,-4,31.09,-10,31.51,-22,3936.59,48,6.52, 9,3975.00, 6
106333,31.69, 4,31.08,-1,31.56,-16,3938.54,16,21.10, 6,3973.48,-7
106438,31.63, 8,31.09,-13,31.64,25,3937.56,-16,20.85,-19,3995.67,-72
106543,31.67,-21,31.10,-1,31.66,17,3939.51,-32,12.99, 0,0.85,-10
106648,31.75,-5,31.06,-5,31.65,20,3936.59,32,10.49,12,3988.41,14
106753,31.72,-11,31.09, 8,31.73, 5,3937.56,16,3993.78, 3,3946.28,14
106858,31.83,-26,31.06,40,31.81,11,3937.56, 0,3.78,-17,3987.62,35
106964,31.82,-7,31.08,-13,31.77,-5,3939.51,16,3986.34,-2,3992.07, 5
107069,31.77,-6,31.05,-22,31.74,-34,3937.56,32,3988.35, 8,3961.89,-2
246604,31.72,-14,31.14,-6,0.26,-7,0.98, 0,0.30,-1,7.56,-2
