Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ,Fall
1751,31.58,5,31.18,9,31.63,-3,40.0,32,3993.29,-1,3982.99,-2,True
1856,31.62,-10,31.09,-5,31.62,-23,42.93,-48,1.1,8,2.68,10,True
1961,31.64,-16,31.11,-11,31.53,2,40.98,0,11.83,2,19.51,10,True
2066,31.57,5,31.09,-9,31.62,5,41.95,-32,20.3,3,19.88,0,True
2172,31.58,-5,31.16,-12,31.66,-9,40.98,-32,19.33,-5,11.59,3,True
2276,31.63,-15,31.1,-10,31.68,7,40.98,0,11.71,5,1.28,1,True
2381,31.68,12,31.12,37,31.7,43,40.0,0,11.04,2,1.4,-13,True
2486,31.71,4,31.09,3,31.68,11,40.0,32,11.65,-1,9.39,2,True
2591,31.76,10,31.07,-6,31.65,0,42.93,-32,19.88,0,39.33,9,True
2695,31.76,3,31.02,3,31.76,3,41.95,-32,29.09,1,22.74,-22,True
2799,31.84,10,31.06,0,31.79,10,40.98,16,21.28,-7,3992.8,1,True
2903,31.9,1,31.01,6,31.75,-11,42.93,-16,3.66,1,3987.56,6,True
3009,31.85,-7,31.02,8,31.83,-24,41.95,-32,2.5,-4,11.16,2,True
3113,31.83,0,31.01,-12,31.79,-11,40.98,32,5.91,-1,17.8,-1,True
3217,31.86,-9,30.99,-12,31.85,15,41.95,-32,3994.57,-1,3987.01,-2,True
3323,31.96,22,31.06,4,31.82,11,42.93,-32,3.05,11,18.11,-8,True
3427,0.15,28,31.06,-27,31.73,-5,40.0,32,4.7,-5,89.94,-10,True
3531,31.85,13,31.05,-2,31.56,-11,39.02,32,3978.72,9,140.06,22,True
3635,31.55,10,31.21,-18,31.53,-42,40.0,32,31.04,-2,135.61,-22,True
3739,31.43,5,31.38,-13,31.56,-28,41.95,0,35.91,8,17.87,-1,True
3843,31.48,3,31.29,9,31.28,-15,40.98,0,48.11,1,3969.39,73,True
3947,31.34,-12,31.23,-8,31.57,-18,40.0,32,85.49,10,38.17,39,True
4053,31.0,-9,31.5,2,31.78,11,41.95,0,61.1,-21,30.79,-13,True
4157,31.09,-28,31.59,12,31.95,-24,41.95,-32,4.7,-17,3976.59,-32,True
4263,31.46,-5,31.69,6,0.08,-27,40.0,16,3905.55,-31,3922.87,-11,True
4367,31.6,2,31.64,-10,31.83,-14,39.02,16,3823.41,1,3915.98,31,True
4471,31.31,-58,31.97,53,31.17,17,40.0,16,3765.12,-30,210.91,-11,True
4577,31.39,-10,1.0,17,31.47,-6,42.93,-32,3734.27,41,3990.61,28,True
4681,31.63,-6,1.48,5,31.6,52,41.95,0,3835.0,16,124.33,86,True
4787,31.46,5,1.27,14,31.76,-23,40.98,0,3842.5,-18,221.22,-6,True
4891,31.59,-19,1.15,6,31.57,4,41.95,-64,3862.13,17,201.59,-11,True
4995,31.64,-3,0.89,-1,31.62,-3,40.98,0,3910.18,8,110.12,-25,True
5099,31.57,-8,0.71,-25,31.62,-19,41.95,0,3907.56,5,40.18,-5,True
5203,31.53,-27,0.75,12,31.26,-34,41.95,-32,3952.13,23,92.62,-24,True
5309,31.74,-2,0.54,5,30.92,-27,41.95,-32,55.98,32,3886.77,-74,True
5413,31.77,3,1.16,22,31.08,39,41.95,0,171.65,25,3782.07,-32,True
5517,31.82,-6,1.43,3,31.51,-3,40.0,32,219.39,7,3724.27,-3,True
5621,31.91,6,1.31,-14,31.55,-14,40.98,0,181.95,1,3705.06,18,True
5727,0.1,-18,1.16,-20,31.64,-1,39.02,16,172.01,-3,3842.26,37,True
5831,31.81,0,0.93,11,31.93,-2,40.98,-16,107.8,-16,3930.3,24,True
5935,31.61,-19,0.89,-1,0.28,25,40.0,0,25.67,-21,3995.12,-65502,True
6039,31.47,-22,0.91,8,0.17,-42,40.98,0,3949.88,-16,74.63,5,True
6145,31.5,25,1.14,-92,31.84,-34,40.98,16,3908.96,-3,120.3,22,True
6249,31.62,-16,1.05,-53,31.78,-4,40.98,0,3925.85,6,94.63,42,True
6353,31.61,1,0.97,4,31.74,12,39.02,16,3956.1,7,58.6,13,True
6457,31.53,13,1.17,23,31.74,-15,42.93,-32,2.8,-9,62.5,-41,True
6561,31.51,32,0.87,-12,31.5,-5,40.0,32,10.06,11,3966.89,-30,True
6667,31.36,-11,0.77,-14,31.47,11,40.98,0,43.66,11,3914.94,-10,True
6771,31.28,12,0.65,-10,31.9,-21,41.95,-32,58.48,0,3964.76,-42,True
6875,31.38,5,0.59,-5,0.21,21,40.98,0,25.18,-7,3927.62,2,True
6979,31.46,9,0.33,-15,0.13,-20,40.0,16,3963.11,-9,3934.15,-1,True
7083,31.65,-6,31.92,-19,31.57,-35,40.0,0,3943.11,6,3972.5,-34,True
7187,0.0,-1,31.41,21,30.83,7,40.98,16,32.8,32,3857.07,27,True
7293,31.48,-64,31.4,677,0.6,-87,40.0,32,117.13,-100,3772.8,161,True
7397,31.09,101,0.94,27,1.1,51,40.0,16,113.41,-28,3846.22,-58,True
7501,0.26,86,0.43,1,0.62,-33,40.0,0,48.29,7,1.4,47,True
7605,30.12,1172,8.98,316,4.41,-1350,41.95,-48,3956.22,75,3930.79,128,True
7710,30.6,228,0.55,-162,0.03,-8,40.98,-16,6.04,-46,141.46,-175,True
7815,30.87,63,0.1,-15,0.14,16,40.98,-32,3987.93,1,3971.89,-28,True
7919,31.11,4,0.07,11,0.24,1,39.02,0,3990.18,2,3959.45,16,True
8024,31.13,-20,32.0,-6,0.22,1,41.95,-32,0.18,3,3992.99,-9,True
8129,31.02,-4,32.0,-12,0.23,2,40.0,0,0.55,-1,4.39,-7,True
8234,31.17,32,31.97,13,0.26,-6,40.98,0,0.12,3,6.04,6,True
8339,30.99,-9,31.96,-5,0.02,-37,41.95,-48,3994.7,-2,13.48,-66,True
8444,31.09,21,0.02,18,0.35,9,41.95,-32,3992.44,11,3903.29,15,True
8549,30.82,39,0.34,35,0.48,59,40.0,32,3977.26,-36,3891.83,-45,True
8654,32.0,-65247,1.15,57,0.27,-109,40.0,16,3994.94,-65513,45.49,410,True
8759,31.84,99,0.59,-46,0.93,-25,39.02,32,3924.76,-30,3901.46,14,True
8864,31.8,-7,0.54,13,1.43,-40,40.0,16,3857.44,-28,15.67,-57,True
8969,31.67,-12,0.71,-7,0.93,12,40.0,32,3819.09,-12,38.72,-41,True
9074,0.08,18,0.66,2,0.78,-20,39.02,-16,3817.01,8,7.38,63,True
9179,0.23,-22,0.46,6,0.39,-5,40.98,0,3847.8,-10,94.02,-44,True
9284,31.85,-35,0.2,0,31.87,11,41.95,-32,3935.12,27,86.59,-23,True
9389,31.5,-39,0.34,36,0.02,27,39.02,16,25.0,4,146.95,34,True
9494,30.97,-75,0.6,-31,31.88,9,39.02,0,57.44,10,154.27,-5,True
9599,30.78,-9,0.64,20,31.51,9,40.98,-32,165.37,21,175.73,-20,True
9703,30.96,31,0.83,8,31.37,-22,40.0,16,182.07,-1,49.45,24,True
9808,31.03,17,0.28,-7,31.33,-101,40.0,0,122.62,22,135.91,98,True
9913,31.33,20,0.39,10,31.06,44,40.98,-48,94.09,20,342.07,92,True
10018,30.94,53,31.84,137,31.17,-5,40.98,-32,15.12,-13,3960.49,163,True
10123,31.5,-32,31.84,-32,30.94,-42,39.02,0,11.59,23,132.99,25,True
10227,31.39,-37,0.09,-28,30.18,1,40.0,0,145.55,-41,196.28,28,True
10332,31.66,10,31.54,25,31.93,-12,38.05,32,29.82,-46,94.76,-211,True
10437,0.13,-19,31.63,-3,31.47,-39,40.0,-32,3935.49,-25,21.28,-111,True
10542,0.21,42,31.55,-95,30.33,-59,38.05,0,3877.93,60,3824.82,47,True
10647,0.13,14,31.84,-23,30.8,118,40.98,-32,41.59,107,84.21,-49,True
10752,0.22,-1,31.7,6,31.11,-2,39.02,0,52.8,-8,3974.27,-28,True
10857,0.17,-2,31.51,27,30.87,-9,38.05,16,84.7,34,7.8,-39,True
10962,0.26,72,31.25,10,31.48,-52,40.0,-32,3948.29,-80,3856.83,28,True
11067,31.68,83,31.37,29,30.2,-3,38.05,32,31.4,58,3924.02,246,True
11172,31.71,3,31.13,-5,31.3,30,40.98,-48,100.73,-17,3849.09,14,True
11277,31.6,15,31.5,-1,31.32,-13,39.02,-16,3978.17,-7,3795.98,-13,True
11382,31.45,-25,0.19,15,31.6,64,38.05,16,3989.7,7,3885.12,11,True
11487,31.2,-25,0.45,1,31.94,-1,38.05,0,3.66,-8,3924.27,26,True
11592,31.15,-163,0.12,-24,0.14,-9,40.98,-16,3926.4,-2,3977.62,164,True
11696,30.99,83,0.24,-11,31.96,-101,39.02,0,3948.96,8,3897.74,63,True
11801,31.85,109,0.09,41,0.72,5,39.02,0,2.32,13,3851.83,51,True
11906,31.88,-37,0.86,-1,0.56,64,38.05,32,41.04,4,3922.13,59,True
12011,0.11,9,1.13,5,0.34,16,40.0,-32,3986.34,-21,3951.65,70,True
12116,31.55,-78,0.66,21,0.53,5,39.02,16,3927.62,-15,129.63,-25,True
12221,0.3,-14,1.17,50,31.82,-35,39.02,-32,3887.32,10,3971.65,58,True
12325,31.11,25,31.99,13,0.22,-13,40.0,-16,33.84,19,123.29,-34,True
12430,31.42,25,0.35,2,0.03,65464,40.0,0,81.4,9,3963.72,54,True
12535,31.41,-28,0.5,17,0.33,29,38.05,32,96.83,26,3991.95,4,True
12640,30.93,-16,1.0,-8,0.51,-34,39.02,0,79.39,-26,3884.33,-234,True
12745,31.54,-64,0.87,4,0.48,-61,41.95,-48,5.79,0,54.21,3,True
12850,31.53,8,0.81,-5,0.01,10,38.05,0,7.99,6,24.39,22,True
12955,31.48,20,0.82,-7,0.1,-7,37.07,16,1.1,-1,33.96,-4,True
13060,31.4,-22,0.75,-10,0.03,-4,39.02,0,0.43,4,22.74,-12,True
13165,31.41,-23,0.72,-11,0.01,9,40.0,-48,8.54,1,21.52,5,True
13270,31.31,-25,0.7,-13,31.95,-13,36.1,32,15.98,0,20.43,-4,True
13374,31.28,-1,0.65,-10,31.92,-17,39.02,16,23.54,1,28.05,0,True
13479,31.25,-7,0.62,-6,31.83,0,39.02,32,32.56,-2,51.4,10,True
13584,31.22,-6,0.54,-16,31.7,-23,40.0,-48,50.12,-2,36.65,2,True
13689,31.14,-28,0.45,-1,31.6,4,38.05,0,67.13,1,30.0,-4,True
13793,31.06,1,0.25,17,31.4,-16,38.05,0,84.82,9,115.12,31,True
13898,30.77,-22,0.15,-49,31.31,-4,37.07,16,92.44,-3,110.79,-43,True
14003,31.13,39,31.95,-6,31.45,-39,39.02,-32,64.45,-8,93.96,-17,True
14108,31.69,44,31.9,0,31.44,-9,37.07,32,2.07,-19,48.35,34,True
14212,31.97,36,0.04,17,31.59,-20,38.05,-32,3944.45,-17,106.71,-18,True
14317,2.49,690,0.66,-300,31.88,190,38.05,32,116.16,26,742.38,-708,True
14422,0.43,-86,31.54,-16,31.32,71,38.05,0,3.84,11,5.91,52,True
14527,0.84,11,31.65,-16,31.48,6,37.07,32,8.72,1,16.83,-60,True
14632,0.66,18,31.73,-19,31.62,3,38.05,-16,8.78,-4,22.01,-1,True
14736,0.96,3,31.67,7,31.54,-29,38.05,0,3990.67,2,3971.83,5,True
14841,0.94,-2,31.67,2,31.62,29,39.02,-16,3995.91,2,3995.37,-16,True
14946,0.95,15,31.67,-5,31.46,8,39.02,-16,3984.45,-5,3970.43,9,True
15051,0.91,8,31.67,-32,31.53,-11,40.0,-48,3987.8,-9,11.46,0,True
15156,0.81,30,31.77,-18,31.63,-29,38.05,0,3981.52,-11,3989.39,-21,True
15261,1.03,-15,31.8,42,31.46,-17,37.07,16,36.71,17,3982.99,6,True
15366,1.11,-14,31.69,30,31.51,59,37.07,32,63.35,-22,32.74,-33,True
15471,0.92,-10,31.69,-12,31.78,18,39.02,0,35.91,-19,3987.13,-77,True
15576,0.91,-5,31.57,-21,31.69,7,38.05,0,8.35,-38,3925.37,-68,True
15681,0.53,289,31.59,-170,31.32,137,38.05,0,3944.33,-9,3860.91,-6,True
15786,0.34,-8,31.54,-17,31.12,-27,37.07,0,3915.91,-8,3804.15,10,True
15891,0.14,-17,31.59,-26,30.96,-15,39.02,0,3935.85,-11,3893.41,16,True
15996,31.93,-15,31.7,22,30.73,-20,36.1,48,3925.55,-7,14.33,46,True
16101,0.06,7,31.79,57,30.74,129,38.05,-32,3939.09,-11,3886.04,-17,True
16206,31.8,-28,0.17,24,31.09,52,38.05,0,3894.7,-35,3912.68,-79,True
16311,31.25,-1,0.68,2,31.2,19,37.07,0,3827.8,4,3629.21,-67,True
16416,31.22,28,0.47,0,31.34,1,38.05,-16,3901.04,37,3525.73,110,True
16521,31.68,5,0.55,-6,31.94,-1,38.05,0,3976.77,12,18.23,57,True
16626,31.66,24,0.55,-31,31.92,-15,39.02,-48,3984.57,4,6.1,38,True
16731,30.69,-35,0.93,9,31.55,-23,39.02,-16,62.68,40,275.3,38,True
16835,30.88,66,0.36,-30,31.48,194,39.02,0,128.9,25,3972.93,-182,True
16940,30.75,-147,0.11,137,0.2,236,36.1,32,96.95,-108,3724.7,-58,True
17044,31.22,91,0.53,-52,31.85,15,38.05,0,5.49,31,3775.24,14,True
17149,31.39,-14,0.08,9,0.13,7,37.07,-48,47.8,-18,51.95,14,True
17253,31.25,-19,0.29,7,31.9,6,35.12,64,3969.33,26,74.33,9,True
17358,31.05,-25,0.53,0,31.85,-13,37.07,0,3984.15,-12,15.12,-2,True
17463,31.09,-10,0.55,-1,31.97,29,38.05,-16,3965.24,-17,3962.56,-46,True
17568,31.2,-11,0.65,15,0.08,-24,38.05,-32,3935.3,-4,3980.12,-3,True
17673,31.11,-9,0.53,0,0.16,1,36.1,32,3947.8,3,3936.89,-12,True
17778,31.32,22,0.54,-12,0.35,-14,35.12,64,3952.01,-3,3903.29,-3,True
17883,31.44,-8,0.58,-3,0.41,-20,37.07,0,3936.46,6,3911.16,16,True
17988,31.51,-19,0.55,33,0.42,19,37.07,32,3929.51,4,25.18,33,True
18093,31.1,15,0.68,-22,0.32,-22,38.05,-48,3977.26,28,60.67,-62,True
18198,31.45,28,0.5,29,31.75,-18,38.05,0,105.0,60,3887.2,-52,True
18303,31.76,-96,0.72,95,0.95,109,38.05,-32,351.71,-27,144.09,-116,True
18408,0.19,303,0.87,-80,0.94,-78,37.07,0,240.79,-173,17.68,30,True
18513,31.22,-30,0.21,59,0.39,43,37.07,0,7.13,37,104.82,-166,True
18617,31.8,-63,0.26,-78,0.13,94,36.1,32,59.76,-27,3854.39,99,True
18723,31.46,1,0.49,2,0.64,-17,38.05,16,3975.91,3,40.91,-2,True
18828,31.42,3,0.52,-8,0.53,2,34.15,64,15.24,3,3987.5,-11,True
18933,31.4,1,0.56,2,0.5,2,36.1,32,7.13,4,10.98,-6,True
19038,31.23,-10,0.47,4,0.41,-18,36.1,32,45.49,16,3980.61,-62,True
19143,31.27,25,0.34,-17,0.74,-27,40.0,-64,52.38,-2,3769.33,-33,True
19248,31.33,40,0.6,-8,0.5,-3,40.0,-32,78.72,36,3967.99,-68,True
19353,31.61,-19,0.3,-4,0.14,6,35.12,48,114.15,-9,59.63,-68,True
19458,31.25,0,0.57,-24,0.07,14,37.07,16,67.26,-2,8.29,-91,True
19563,31.15,-24,0.59,-2,0.16,-23,39.02,-32,13.35,-3,31.65,11,True
19668,31.16,-45,0.46,-12,31.96,22,37.07,32,7.13,-2,51.46,-40,True
19773,30.98,-29,0.52,25,31.9,25,38.05,0,3993.48,8,57.01,-51,True
19878,30.95,57,1.08,42,0.24,42,38.05,0,2.62,-1,17.2,-4,True
19983,31.74,5,1.15,-49,0.04,16,39.02,-48,3922.68,-22,123.66,-12,True
20088,31.56,-7,0.63,1,0.04,-38,39.02,-48,3792.13,-18,40.79,-8,True
20193,31.42,-2,0.79,-5,31.67,-8,39.02,-64,3755.37,-1,16.71,-29,True
20298,31.05,-5,0.82,-1,31.14,26,37.07,0,3841.59,30,41.1,1,True
20403,31.21,-13,0.31,-37,31.09,-30,38.05,-32,3940.49,25,64.09,34,True
20508,30.46,-110,0.27,104,31.4,-20,38.05,-32,34.21,27,32.07,-206,True
20613,31.0,6,0.46,-11,0.43,21,37.07,48,10.49,-12,59.94,74,True
20718,31.5,4,0.62,-2,31.77,-32,37.07,0,7.99,7,53.35,-1,True
20823,31.13,18,0.6,-2,31.88,6,39.02,-32,3995.37,1,3972.93,40,True
20928,31.23,-4,0.62,7,31.89,9,36.1,16,6.34,1,3992.74,-4,True
21033,31.21,-4,0.63,10,31.85,-5,36.1,16,3994.51,0,0.3,7,True
21138,31.16,-3,0.57,-20,31.83,7,36.1,32,0.61,3,39.33,3,True
21243,30.99,7,0.46,-5,31.91,44,36.1,32,3993.17,2,108.29,-1,True
21347,31.12,-6,0.32,8,31.72,-4,37.07,32,3994.21,7,130.79,-1,True
21452,31.38,-6,0.04,3,31.71,10,39.02,-64,3979.15,-14,69.76,27,True
21557,31.45,7,31.95,3,31.4,4,37.07,-32,3939.88,-5,141.52,-7,True
21662,31.6,20,31.91,-10,31.01,-9,36.1,48,3909.63,-6,80.85,-37,True
21767,31.61,39,31.87,-37,30.77,-330,36.1,32,3928.78,50,3866.22,39,True
21872,31.9,-15,31.98,25,30.98,62,38.05,-32,22.68,-7,3957.01,-30,True
21977,31.54,-6,31.88,27,30.81,15,40.0,-32,5.55,-11,3915.24,28,True
22082,31.67,-16,31.89,-4,30.93,17,36.1,32,13.54,1,45.91,13,True
22187,31.41,77,31.91,-4,30.6,-43,36.1,32,8.96,47,159.63,183,True
22291,0.46,17,0.12,-13,31.45,-1,36.1,0,3992.38,-7,175.24,-277,True
22396,0.82,-18,31.22,1,31.38,13,38.05,0,37.99,-12,168.29,-118,True
22501,0.64,11,31.79,2,31.21,-1,35.12,48,0.06,4,3986.46,27,True
22606,0.8,-15,31.79,-6,31.26,-1,37.07,-32,3.23,-6,3994.21,-16,True
22714,0.77,3,31.76,7,31.24,-18,35.12,32,0.49,-1,12.68,-1,True
22819,0.7,4,31.79,-14,31.3,-51,36.1,0,3982.87,-3,3973.48,-4,True
22924,0.73,-20,31.85,3,31.24,2,36.1,32,3.66,13,12.38,3,True
23029,0.82,-8,31.87,4,31.45,24,37.07,-16,23.96,-6,22.8,-44,True
23133,0.79,33,31.76,-4,31.39,-167,37.07,-16,3.54,-6,3921.95,-19,True
23238,0.65,0,31.94,-20,30.75,-25,37.07,-16,6.1,30,3858.17,6,True
23343,0.57,-26,31.78,-17,30.96,52,39.02,-48,37.2,-7,9.76,-1,True
23448,0.47,-10,31.74,-15,31.23,3,37.07,-32,13.78,-19,4.94,-10,True
23553,0.48,53,31.69,21,31.1,-37,35.12,32,10.12,12,3964.33,9,True
23658,0.49,-1,31.67,-7,30.94,25,36.1,16,3995.49,-4,3978.96,12,True
23762,0.44,-8,31.7,-18,31.0,60,36.1,16,0.12,4,3927.13,-13,True
23867,0.31,-56,31.64,11,30.97,47,38.05,-16,3977.87,-28,3879.09,-14,True
23972,31.99,7,31.86,-44,30.79,-10,36.1,16,3932.8,7,3857.13,28,True
24077,31.82,-77,31.94,-6,30.97,110,38.05,-32,3907.01,-46,3802.74,-70,True
24182,31.41,6,31.93,18,30.75,-28,36.1,0,3940.43,27,3867.99,-24,True
24287,31.81,12,0.24,7,30.94,7,38.05,-32,47.99,14,3884.88,-48,True
24391,31.58,-18,0.28,1,31.1,3,38.05,-32,113.29,21,3943.9,-54,True
24496,31.1,23,0.33,-24,31.59,-49,37.07,-16,105.91,11,3732.62,-65,True
24601,31.45,118,0.5,7,0.04,21,35.12,32,81.89,-6,3818.23,131,True
24706,31.5,-47,0.69,17,0.17,3,37.07,-32,39.39,-28,3952.13,-15,True
24810,30.6,65,0.88,-57,0.25,-5,37.07,32,3989.51,-9,3950.43,-96,True
24915,31.36,13,0.64,4,31.96,-30,37.07,0,2.26,6,19.94,3,True
25020,31.35,23,0.79,-18,31.99,18,38.05,-48,0.18,1,3984.7,25,True
25125,31.24,-33,0.82,1,0.07,40,38.05,-16,3994.51,-8,29.57,-8,True
25229,30.96,-35,0.61,7,0.09,33,36.1,-16,3980.85,-16,16.52,-55,True
25334,31.18,26,0.37,-19,0.19,-16,36.1,-16,3944.02,-13,3964.63,31,True
25439,31.31,17,0.3,2,0.2,1,36.1,0,3916.83,-7,18.29,-11,True
25544,31.29,-45,0.25,-9,0.05,2,36.1,32,3896.34,-3,3994.63,-32,True
25648,31.33,12,0.22,26,31.92,-8,36.1,16,3916.83,9,3930.55,6,True
25753,31.36,19,0.23,-1,31.92,-4,36.1,-16,3988.72,41,3963.48,48,True
25858,31.55,11,0.3,-28,0.28,13,36.1,-16,73.54,-29,62.38,29,True
25963,31.23,1,0.28,-25,0.06,18,36.1,-16,8.66,-14,3969.09,-9,True
26068,31.35,43,0.17,-55,0.2,9,38.05,-32,4.57,4,3957.93,17,True
26173,31.06,-22,0.38,14,0.17,32,36.1,0,3989.21,-19,3954.94,-31,True
26278,31.04,20,0.3,-14,0.2,1,36.1,32,3994.76,-5,5.06,-39,True
26383,31.09,-9,0.37,24,0.3,-13,36.1,0,3992.38,-6,30.24,36,True
26488,30.86,-2,0.65,17,31.72,-4,36.1,-32,65.12,24,127.68,131,True
26592,31.13,-26,0.14,-5,31.8,25,38.05,-32,183.72,1,160.67,3,True
26697,31.01,52,31.84,-15,0.11,-13,38.05,-32,113.72,-32,21.65,-69,True
26802,30.99,-9,31.63,-1,31.71,-80,38.05,-32,56.77,-8,16.95,-71,True
26906,31.28,7,31.58,17,31.82,14,38.05,-32,47.2,-7,17.8,-42,True
27011,31.66,16,31.57,21,31.84,-16,34.15,16,33.41,-2,8.41,30,True
27116,31.36,7,31.3,-17,31.92,-20,35.12,0,4.15,-14,42.56,-17,True
27221,31.41,7,30.97,-11,31.93,-1,35.12,64,20.98,8,53.54,18,True
27326,31.34,-18,31.13,11,31.59,-4,36.1,16,65.79,22,18.9,18,True
27431,31.36,-5,31.44,11,31.79,7,36.1,0,57.2,-3,3973.9,-11,True
27536,31.32,-8,31.38,-2,31.75,-25,36.1,32,22.38,-6,7.01,-36,True
27640,31.17,-8,31.14,0,31.89,1,36.1,0,23.66,13,3968.29,-36,True
27745,31.1,6,31.12,-3,0.18,-12,36.1,32,75.0,13,3838.66,3,True
27850,31.36,-50,31.08,8,0.5,0,37.07,16,124.76,13,3826.1,1,True
27955,31.7,22,31.28,27,0.37,-6,37.07,16,70.12,-12,3797.07,-20,True
28060,0.17,-26,31.6,26,0.35,35,35.12,32,24.94,10,3850.18,1,True
28165,0.31,2,31.53,6,0.33,-14,35.12,32,8.17,-3,3839.33,36,True
28270,0.31,19,31.67,-45,0.48,1,34.15,16,3991.1,-1,3908.41,-9,True
28375,0.6,-2,31.22,5,0.48,-21,36.1,-32,3975.98,-5,3924.27,3,True
28480,1.09,48,31.37,1,0.57,-25,36.1,0,3980.85,-17,3955.43,-44,True
28585,0.83,-35,31.5,-6,0.43,23,34.15,32,3954.21,-11,159.63,15,True
28690,0.25,-6,31.23,-19,0.47,-26,35.12,16,3929.33,10,122.8,35,True
28795,0.25,26,31.15,-22,0.54,-10,35.12,48,3959.33,-6,94.7,-74,True
28900,0.81,-6,31.03,6,0.28,-95,35.12,0,3917.62,-7,108.05,60,True
29005,0.51,-29,31.76,57,0.38,20,38.05,-16,3930.06,-14,70.73,-14,True
29110,31.76,-98,0.03,6,0.29,68,38.05,-32,3933.11,40,18.9,-83,True
29215,31.26,-4,0.08,31,0.79,72,36.1,-32,3958.9,-17,3808.41,-61,True
29319,31.56,46,0.3,31,1.02,-27,36.1,-32,3970.37,1,3830.06,0,True
29424,31.83,32,0.63,23,0.25,-98,34.15,0,26.28,21,155.12,164,True
29529,30.6,-108,1.22,-9,31.85,33,35.12,16,4.15,4,147.13,-24,True
29634,30.83,29,1.1,6,0.26,15,35.12,0,26.46,-8,3991.22,-91,True
29738,30.85,134,1.04,-51,0.33,13,35.12,0,45.73,0,3983.84,14,True
29843,31.11,39,0.83,11,0.19,-8,34.15,16,14.76,-6,3970.49,-13,True
29947,31.23,10,0.77,1,0.27,11,36.1,-16,5.43,-5,3992.68,-31,True
30052,31.25,12,0.57,-27,0.25,13,36.1,32,3971.04,-7,3982.01,11,True
30157,31.31,-3,0.42,2,0.2,-5,34.15,32,3960.3,6,7.5,10,True
30262,31.39,6,0.52,45,0.14,9,34.15,32,3948.54,4,3995.85,-3,True
30366,31.41,-50,0.77,50,0.28,82,36.1,0,3981.65,-12,3962.26,-21,True
30471,31.56,-7,0.13,-16,0.27,-7,35.12,32,3976.52,25,3952.62,1,True
30576,31.28,-3,0.48,-10,0.45,-13,37.07,-32,12.99,4,17.44,-4,True
30681,31.26,4,0.46,-4,0.41,-13,34.15,48,3993.84,-7,3987.32,-19,True
30785,31.31,0,0.37,-5,0.43,-10,36.1,-48,15.43,3,28.9,-3,True
30889,31.24,-20,0.37,-10,0.42,-11,34.15,48,3990.79,-1,3995.85,-65532,True
30994,31.37,6,0.32,-1,0.35,-5,34.15,32,15.67,7,3987.56,-5,True
31099,31.43,0,0.44,5,0.39,22,34.15,64,14.33,-5,3987.2,20,True
31204,31.21,38,0.64,-18,0.38,-19,36.1,0,9.45,2,3974.27,-33,True
31309,31.51,7,0.69,-2,0.33,19,37.07,-16,37.68,1,3994.02,-5,True
31413,31.77,-1,0.6,-3,0.28,26,35.12,16,32.5,16,3991.22,12,True
31518,31.85,4,1.03,11,0.46,-20,37.07,-48,38.41,-13,3946.77,-21,True
31623,0.25,-29,1.02,-8,0.4,-22,35.12,-16,3.72,-25,3878.17,-4,True
31727,0.31,-64,0.79,0,0.4,-35,37.07,-32,3971.28,-3,3868.11,9,True
31832,0.26,-6,1.06,-10,31.98,-23,34.15,48,3968.17,-20,3909.45,24,True
31937,31.86,18,0.65,13,31.78,-18,34.15,64,3960.0,21,3955.24,38,True
32042,31.81,14,0.87,52,31.94,-7,36.1,0,66.83,7,3974.7,-67,True
32147,0.08,7,1.27,-2,31.82,5,37.07,-16,73.78,-10,3893.35,26,True
32252,31.37,-14,1.0,-5,0.36,23,35.12,32,47.8,-41,3951.1,1,True
32357,30.96,1,0.79,-21,0.24,-25,37.07,-32,3970.67,-20,3967.74,-21,True
32462,30.55,33,0.62,-31,0.23,52,37.07,-32,3983.96,-1,46.4,-37,True
32567,31.22,13,31.87,11,0.13,55,36.1,-32,0.37,8,3943.29,43,True
32672,31.45,-11,31.99,16,31.77,-29,36.1,-32,3980.79,25,3967.87,29,True
32776,30.77,-14,31.94,-1,31.84,38,36.1,0,64.02,10,0.43,38,True
32881,31.07,17,0.18,63,31.83,1,36.1,0,11.34,-6,3940.91,43,True
32985,31.24,-34,0.61,-8,31.98,-65496,38.05,0,3989.09,-2,84.94,-1,True
33090,31.05,-30,0.54,6,0.23,22,35.12,16,3978.96,-12,3965.79,-47,True
33195,31.04,-4,0.53,8,0.45,24,37.07,-32,3971.65,-12,3973.17,1,True
33300,31.08,2,0.34,-39,0.62,11,37.07,-32,3918.11,-12,3911.16,-12,True
33405,31.12,-5,0.05,-3,0.41,-7,35.12,0,3863.66,-6,3878.41,15,True
33510,31.12,0,31.91,-7,0.03,16,35.12,-32,3896.4,21,3944.94,-5,True
33615,31.45,0,31.75,-22,0.14,25,36.1,-16,3972.56,13,3948.35,34,True
33720,31.45,-11,31.51,7,0.17,24,34.15,0,42.26,12,65.61,8,True
33824,31.44,8,31.87,58,0.08,-5,36.1,0,124.51,4,77.68,-55,True
33929,31.63,7,0.47,37,31.97,-4,38.05,-32,184.09,-4,98.35,3,True
34033,31.39,-72,0.87,-69,0.44,50,34.15,0,212.13,11,3937.68,30,True
