Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ,Fall
85978,31.35,-4,0.43,28,31.88,-5,32.2,16,47.44,5,3856.52,-93,True
86083,31.73,-22,1.04,-52,31.93,13,32.2,0,80.37,0,3.84,-1,True
86187,31.74,4,0.85,-2,31.79,1,32.2,0,77.32,-21,3980.12,-27,True
86292,31.75,0,0.77,2,31.75,23,32.2,0,43.96,-4,1.52,30,True
86397,31.3,-14,1.01,-63,31.96,-12,32.2,0,3981.89,-16,3990.49,-67,True
86501,31.55,5,1.25,6,31.8,18,32.2,-16,3976.52,6,1.52,56,True
86608,31.57,2,0.94,17,31.75,30,32.2,0,3958.66,-9,29.88,-1,True
86714,31.6,27,1.01,0,31.73,17,31.22,0,3952.74,5,16.46,3,True
86819,31.62,-18,0.95,5,31.75,-12,32.2,-16,3968.35,12,59.94,10,True
86924,31.5,-15,0.95,8,31.57,2,32.2,0,17.32,22,45.43,33,True
87029,31.02,-21,0.83,-10,31.4,14,32.2,-32,114.39,29,61.89,-18,True
87134,31.62,14,31.93,-19,31.62,50,30.24,0,108.96,-2,25.73,14,True
87238,31.62,0,31.61,-16,31.77,32,30.24,32,74.09,-11,5.79,-2,True
87343,31.28,5,31.52,-1,31.66,-27,29.27,48,14.7,2,24.94,13,True
87448,31.12,3,31.54,1,31.69,6,33.17,-16,1.22,0,7.07,-4,True
87553,31.21,20,31.54,13,31.68,-11,31.22,0,10.73,-3,3978.6,-9,True
87657,31.22,1,31.58,-6,31.71,-12,33.17,-64,5.67,6,3972.38,6,True
87762,31.36,20,31.49,-3,31.75,3,33.17,-32,16.65,-4,3949.39,-4,True
87867,31.56,20,31.39,-10,31.44,-16,33.17,-32,3.41,-12,3884.02,-24,True
87972,31.72,-17,31.34,-5,31.09,-16,32.2,16,63.17,36,3920.55,-24,True
88077,31.16,66,31.79,82,31.62,-166,32.2,0,154.21,38,3902.44,16,True
88182,31.64,424,0.37,-44,0.86,-104,30.24,0,152.32,-30,3904.15,-152,True
88286,1.32,-157,2.09,-3,0.2,97,30.24,32,25.98,20,46.04,-11,True
88391,29.83,105,0.21,20,1.95,-81,31.22,0,3880.73,88,149.88,161,True
88496,31.71,-50,0.02,61,0.74,9,33.17,0,3985.18,21,3882.2,245,True
88601,31.32,-16,0.08,6,0.49,-54,30.24,16,2.2,-8,0.3,31,True
88706,31.18,-6,0.03,2,0.44,4,30.24,0,2.38,-2,3989.45,-23,True
88811,31.22,4,31.98,-10,0.44,-24,34.15,0,3993.72,-5,4.7,-10,True
88916,31.22,8,0.0,6,0.49,10,32.2,0,3996.04,-65533,3985.85,-1,True
89021,31.21,16,0.03,-12,0.49,9,33.17,-16,3996.04,0,4.45,-2,True
89126,31.2,-7,0.02,1,0.49,-1,29.27,48,1.04,0,3992.74,-1,True
89231,31.23,-20,0.03,-9,0.48,0,33.17,0,1.22,-2,3992.44,-7,True
89336,31.26,20,0.04,17,0.5,33,33.17,0,3.35,-8,19.51,15,True
89441,31.21,4,0.02,38,0.47,-18,33.17,-32,8.78,4,3953.9,-7,True
89546,31.65,-65,31.98,12,0.48,-21,32.2,-16,3990.55,1,14.57,48,True
89651,31.28,40,31.98,-9,0.55,-24,34.15,-32,3979.94,11,3977.99,21,True
89755,31.09,-17,32.0,-11,0.49,-14,32.2,0,3985.0,-13,12.87,-42,True
89860,31.23,9,31.92,5,0.57,-24,32.2,0,3989.21,-4,20.73,2,True
89965,31.4,-33,31.88,13,0.6,24,33.17,-48,10.98,3,41.4,50,True
90070,31.24,38,31.91,-6,0.49,-1,31.22,0,18.54,13,3980.43,11,True
90175,31.13,-16,0.13,35,0.36,56,31.22,32,52.44,20,3930.37,-52,True
90280,30.99,35,2.25,85,0.5,-80,33.17,-64,12.2,-28,152.56,-133,True
90384,0.36,274,0.59,-95,31.89,-158,31.22,32,119.45,96,3955.85,13,True
90490,30.74,-431,31.13,42,0.69,183,30.24,48,156.59,-48,92.07,-15,True
90595,0.74,121,2.38,174,31.47,193,30.24,16,48.72,-8,3972.13,0,True
90700,31.69,1,1.0,-61,31.94,-9,32.2,0,19.94,2,33.05,5,True
90805,31.56,26,1.24,41,31.89,25,30.24,32,3976.83,-10,3964.02,12,True
90910,31.72,53,1.6,9,31.73,69,32.2,-32,3940.12,9,13.72,-89,True
91015,0.24,-23,0.89,-15,0.22,-36,31.22,16,4.82,3,72.32,-106,True
91120,0.13,-6,0.67,17,0.15,5,31.22,16,3968.48,5,22.87,-5,True
91224,31.99,-29,0.86,-2,31.9,39,31.22,48,3965.24,3,42.87,-10,True
91329,31.84,29,0.71,9,31.84,31,31.22,32,3994.82,10,3991.59,9,True
91434,31.45,-85,0.81,-11,31.88,14,31.22,32,25.55,5,77.26,-15,True
91538,30.96,0,0.77,-44,0.48,-16,33.17,-32,28.17,-2,3987.68,46,True
91643,31.95,49,1.36,67,0.37,-124,31.22,0,1.83,65495,3871.95,78,True
91748,0.05,23,1.62,-15,0.28,21,31.22,0,3986.71,2,3983.17,36,True
91853,0.37,77,0.88,-42,0.27,-21,31.22,0,3966.16,0,32.93,-7,True
91958,0.14,-7,1.41,14,0.46,-18,33.17,-32,3937.5,3,48.17,-31,True
92063,31.83,-18,1.21,-24,0.43,17,31.22,0,3926.46,-4,90.85,27,True
92168,31.61,3,0.68,-29,0.28,-9,31.22,0,3924.82,8,134.15,12,True
92273,31.68,7,0.39,9,31.92,1,32.2,-16,3982.38,24,165.18,16,True
92378,31.78,7,0.37,-2,31.96,20,34.15,-48,11.4,-10,44.82,-45,True
92483,31.62,-17,0.54,10,0.05,37,30.24,16,0.67,24,3954.51,49,True
92588,31.25,3,0.38,3,0.17,-25,32.2,-16,3973.54,6,46.46,65,True
92693,31.12,21,0.41,21,31.72,-26,33.17,-32,3991.1,12,250.0,29,True
92797,31.46,9,0.41,1,31.61,0,31.22,0,2.01,-6,153.66,-59,True
92902,31.64,1,0.69,-7,31.64,-9,31.22,32,3967.5,-25,3948.41,-17,True
93007,31.41,14,1.1,33,31.77,-26,32.2,-16,3931.04,-19,3809.39,0,True
93112,30.99,23,1.4,-70,31.93,8,30.24,16,3955.49,23,3825.98,-81,True
93216,30.89,-69,1.18,-24,0.11,2,30.24,16,52.44,-2,110.91,-19,True
93321,31.23,15,1.26,-27,31.66,18,32.2,-16,143.17,-26,3849.7,20,True
93426,31.46,11,0.58,2,31.39,16,32.2,-16,86.4,1,3966.65,4,True
93531,31.46,-4,0.47,-12,31.63,-16,32.2,-16,45.73,-13,3.54,4,True
93636,31.24,-21,0.26,-13,31.75,-7,32.2,-32,31.59,-5,6.59,-24,True
93741,31.14,-14,0.16,-4,31.67,-7,30.24,0,30.79,1,16.46,-1,True
93845,31.0,-3,0.16,6,31.59,18,32.2,-16,5.12,-8,4.27,-7,True
93950,31.07,-7,0.13,-12,31.61,3,32.2,-16,3988.84,-3,3980.98,0,True
94055,31.14,7,0.16,9,31.58,-4,32.2,-16,3980.37,-2,3976.89,10,True
94160,31.3,33,0.11,-25,31.69,-5,32.2,-16,3984.21,4,3962.5,-2,True
94265,31.38,10,31.96,-34,31.69,35,32.2,0,3981.71,15,3952.87,21,True
94370,31.36,-50,31.03,-57,31.73,27,32.2,0,9.33,-12,3943.17,44,True
94475,30.92,15,31.38,78,31.36,-17,34.15,-32,7.01,-4,3884.76,-124,True
94580,31.91,21,1.34,9,0.09,82,30.24,32,69.27,52,3857.38,177,True
94685,2.3,158,1.06,28,31.49,-344,32.2,-32,28.05,42,3883.66,-53,True
94790,29.76,438,31.83,54,31.28,16,32.2,-32,3895.55,-127,3939.21,-440,True
94894,31.0,-88,0.17,10,0.37,-11,32.2,-32,3991.95,14,77.99,-3,True
94999,31.12,-28,0.2,28,0.39,7,32.2,0,3990.0,-2,3955.79,1,True
95104,31.25,-33,0.28,-28,0.25,20,30.24,0,3986.34,-3,3983.41,-31,True
95209,31.13,-5,0.15,25,0.36,-27,32.2,0,3.78,-2,1.4,65510,True
95313,31.19,9,0.16,6,0.4,-15,30.24,32,3992.93,5,3987.99,0,True
95418,31.18,5,0.18,-14,0.4,9,30.24,32,3996.04,-3,3988.17,2,True
95523,31.19,-12,0.16,11,0.4,-7,29.27,0,0.73,-2,2.8,4,True
95628,31.17,8,0.16,-2,0.38,-4,31.22,-32,3996.04,-65531,3994.57,-6,True
95734,31.17,-3,0.16,-1,0.4,5,33.17,-32,3995.55,2,5.18,3,True
95839,31.1,-10,0.18,5,0.35,-33,32.2,-16,9.82,-1,37.56,-26,True
95944,31.41,-43,0.1,6,0.33,-7,32.2,-32,21.4,20,16.95,26,True
96049,31.04,19,0.38,5,0.33,21,32.2,-32,37.32,-11,3985.18,-59,True
96154,31.21,-24,0.36,18,0.34,-23,30.24,0,34.88,-18,24.63,-20,True
96258,31.25,12,0.49,-1,0.19,-10,30.24,32,54.82,-18,29.27,-39,True
96363,31.29,-6,0.57,-1,0.36,13,30.24,0,61.95,-3,3979.09,-3,True
96468,31.42,27,0.77,-29,0.13,15,30.24,0,46.22,-28,3980.67,-25,True
96573,31.94,-15,1.13,-31,31.72,11,29.27,48,3965.85,-48,3934.7,33,True
96678,1.17,-13,1.4,3,31.3,13,31.22,16,28.96,31,3981.95,173,True
96783,0.46,-27,1.05,-143,31.7,62,33.17,-32,39.15,31,74.21,95,True
96887,31.01,-64,31.85,69,0.67,15,32.2,0,49.7,-13,133.23,-78,True
96992,30.0,-125,0.92,60,0.88,36,32.2,-32,11.4,-54,24.02,-123,True
97097,0.27,-110,1.75,108,0.13,-39,31.22,-16,20.18,-19,3990.73,-41,True
97202,31.98,28,0.99,-51,31.9,26,31.22,0,3993.78,-1,3985.24,-4,True
97306,31.95,56,1.12,-28,31.92,14,31.22,32,3986.89,-7,3972.87,-10,True
97411,0.3,115,1.6,-8,0.17,92,31.22,0,3942.74,-23,3964.88,71,True
97516,0.99,55,1.19,67,31.56,1,30.24,32,3956.52,31,3827.32,170,True
97621,31.86,-7,1.06,-51,0.07,-92,30.24,0,3969.82,1,45.06,-109,True
97725,31.24,-67,0.28,-65,31.85,70,32.2,-32,38.17,21,21.52,18,True
97830,30.05,661,0.89,-89,0.94,-290,30.24,0,3965.98,54,101.28,-273,True
97935,31.79,92,1.81,59,31.93,6,31.22,-16,2.13,-29,3946.59,-4,True
98040,31.91,4,1.67,-31,0.14,-8,31.22,32,3972.2,1,3986.83,-22,True
98145,0.21,29,1.1,-5,31.99,0,31.22,0,14.09,13,44.63,2,True
98250,0.04,14,1.07,-14,31.97,-15,31.22,-32,21.65,6,67.68,7,True
98355,31.96,24,0.89,-30,31.9,27,30.24,-16,18.17,5,10.12,21,True
98460,31.61,-30,0.53,-23,0.38,51,30.24,32,3983.29,-10,3982.87,-8,True
98565,31.71,-14,0.61,32,0.43,-1,30.24,0,3904.33,-19,30.37,56,True
98670,31.61,-2,1.03,1,0.14,-5,30.24,0,3893.78,8,133.66,12,True
98774,31.68,-14,0.73,-22,31.95,-21,32.2,-32,3934.82,10,106.46,-38,True
98879,31.76,5,0.85,-97,31.63,-30,32.2,-32,3919.21,-5,66.4,7,True
98984,31.49,-9,0.33,33,31.55,0,32.2,-32,3913.96,13,101.34,5,True
99089,31.53,9,0.72,10,31.4,-18,32.2,0,3945.49,33,105.61,9,True
99194,31.41,8,0.9,18,31.73,12,30.24,0,3946.95,-30,48.29,-44,True
99299,31.31,-19,1.23,10,31.61,3,30.24,0,3939.09,12,3988.78,-36,True
99404,30.99,-2,1.02,28,31.74,-12,32.2,-32,3958.6,13,3894.09,7,True
99509,31.06,-2,0.79,20,31.86,5,30.24,0,3957.74,7,3930.85,53,True
99614,31.56,-2,1.13,-43,31.86,-5,30.24,0,3961.83,-3,3988.05,30,True
99724,31.77,3,0.97,-15,31.64,6,30.24,32,6.22,12,3985.18,-6,True
99830,0.02,-13,0.6,9,31.71,-9,29.27,32,27.26,-9,1.4,-11,True
99935,31.94,-1,0.84,-4,31.74,10,32.2,-16,28.66,2,3983.96,-13,True
100040,31.51,-21,1.04,-6,0.04,-2,30.24,16,29.02,-5,3883.6,-35,True
100145,31.56,10,1.15,2,0.27,37,30.24,16,26.34,8,3983.11,51,True
100250,31.24,14,0.98,-17,0.1,-23,28.29,16,3987.93,-11,153.72,10,True
100355,31.45,35,1.42,-9,31.68,8,30.24,16,3977.87,4,3985.85,-36,True
100460,31.69,-9,1.11,14,31.69,10,30.24,32,18.66,15,3983.6,-8,True
100565,31.81,-3,0.77,-8,31.87,4,30.24,0,17.2,-9,3940.61,9,True
100670,31.87,-3,0.92,-1,31.97,1,32.2,-32,11.77,-1,3980.55,0,True
100774,31.79,0,1.04,36,0.07,3,30.24,0,3985.67,-1,29.27,17,True
100879,31.51,9,1.09,41,0.24,3,30.24,32,3939.76,-12,15.73,-6,True
100984,31.56,-13,0.91,7,0.19,18,30.24,32,3933.35,-1,61.4,34,True
101089,31.42,6,0.86,-2,31.96,-8,32.2,-32,3929.94,4,66.65,5,True
101193,31.28,-8,0.69,-13,0.12,-16,30.24,0,3946.1,-4,42.32,-24,True
101298,31.42,-10,0.72,3,0.01,-3,30.24,0,3975.06,6,3993.48,26,True
101403,31.47,-6,0.68,19,31.72,-13,29.27,16,33.96,16,75.0,18,True
101508,31.45,13,0.65,-23,31.4,-30,29.27,16,75.37,9,3968.11,-48,True
101613,0.1,1,0.45,21,30.79,14,29.27,16,136.59,19,3888.11,66,True
101718,0.2,53,0.64,-26,31.5,49,31.22,-16,209.02,-7,3834.63,10,True
101823,1.36,-61,1.28,-129,0.76,63,29.27,-16,240.85,3,3951.46,200,True
101928,1.64,22,1.5,7,31.31,-79,29.27,16,189.7,83,3736.95,-56,True
102033,29.82,539,1.18,885,30.83,746,29.27,0,3995.85,-65502,3910.43,-653,True
102138,31.71,223,0.73,-133,0.4,-401,31.22,-32,3955.85,53,3969.15,166,True
102242,31.92,5,0.5,-4,0.77,-35,32.2,-16,3976.95,35,3993.54,-65434,True
102347,31.45,8,0.6,-19,0.31,11,32.2,-32,3940.61,-12,3981.59,-22,True
102452,31.46,-1,0.57,-12,0.5,-42,30.24,0,3989.27,7,30.12,4,True
102557,31.3,-27,0.57,26,0.38,16,29.27,16,30.73,-4,32.56,-30,True
102662,31.45,12,0.65,-2,0.43,-1,31.22,-16,7.74,2,3982.8,8,True
102767,31.47,43,0.87,10,0.31,-26,31.22,-16,25.24,9,21.95,8,True
102872,31.67,-9,0.87,24,0.14,30,29.27,32,40.55,9,45.85,19,True
102977,31.58,-83,31.87,-51,0.71,-46,29.27,0,124.94,-6,3993.35,-16,True
103082,31.39,141,2.3,-218,31.9,-14,29.27,0,72.01,-56,3938.78,15,True
103186,31.58,16,0.99,5,31.84,-34,29.27,0,15.73,-3,7.2,-9,True
103290,31.55,-30,0.96,27,31.9,-6,31.22,-64,8.9,-3,3986.46,-6,True
103395,31.83,-39,0.9,22,31.83,-24,29.27,0,3974.02,-11,3985.37,27,True
103500,31.76,-19,0.79,18,31.75,28,31.22,-32,3947.07,-2,39.02,-11,True
103605,0.1,-12,0.98,57,31.98,-108,29.27,0,3939.7,-1,3987.07,-13,True
103710,0.15,21,1.62,23,0.01,65491,29.27,0,3886.77,-12,3976.89,-5,True
103815,1.14,136,1.09,68,31.29,-58,31.22,0,18.54,18,62.32,-24,True
103920,0.04,114,0.4,-16,0.47,-100,29.27,0,80.79,22,3891.71,-118,True
104025,30.84,171,1.1,-5,1.26,-263,29.27,0,3966.65,-53,29.39,27,True
104130,0.64,-68,1.02,52,0.04,78,29.27,0,29.21,-4,38.66,-27,True
104236,0.31,49,1.17,10,0.07,-26,30.24,-16,7.13,2,3956.95,25,True
104341,0.45,-5,1.04,5,31.8,-6,28.29,16,10.3,-4,39.27,21,True
104446,31.94,-114,0.94,-1,31.8,-41,28.29,16,22.44,-15,86.52,62,True
104551,30.59,0,0.75,-30,0.35,15,30.24,0,37.44,-5,1.22,45,True
104656,31.55,28,1.72,11,31.87,-76,30.24,-32,3975.06,21,3960.73,-34,True
104761,31.91,-22,1.8,25,0.27,-14,30.24,0,3959.21,-19,3989.02,-25,True
104866,0.91,-9,1.35,-58,31.98,13,28.29,0,3967.26,-3,3982.2,178,True
104971,0.32,-88,0.99,12,0.22,19,30.24,0,3989.15,-13,161.89,31,True
105076,31.89,14,1.16,13,0.31,-20,28.29,64,3957.74,-1,5.61,-39,True
105181,31.85,-19,1.0,-14,0.2,19,28.29,32,3960.24,-11,3966.46,-52,True
105286,31.77,-14,0.44,-57,0.1,7,29.27,16,3925.3,-15,3924.7,36,True
105391,31.75,9,0.29,-25,31.86,-34,29.27,16,3904.63,28,152.26,10,True
105496,31.33,-23,31.86,50,0.06,14,29.27,0,40.55,2,220.73,-93,True
105601,30.7,-34,0.29,-5,31.93,24,29.27,0,68.84,-2,96.77,-44,True
105706,30.81,10,31.91,-4,31.77,-3,29.27,0,96.46,2,118.72,-9,True
105811,31.28,40,31.71,-15,31.64,-12,28.29,16,90.73,-8,117.38,-78,True
105916,31.3,21,31.29,-21,31.78,25,28.29,0,3988.48,-25,3932.32,-37,True
106021,31.34,-24,31.21,15,31.85,-21,30.24,0,3947.62,7,3891.4,12,True
106126,31.7,-4,31.4,-20,31.69,-29,28.29,0,3905.49,0,3987.74,109,True
106231,31.45,8,31.1,2,31.67,6,29.27,0,3960.18,20,3820.55,-52,True
106336,31.79,-14,31.33,22,31.68,9,29.27,0,82.5,11,48.96,85,True
106441,31.48,35,31.63,6,0.16,-3,30.24,16,3894.7,-50,3899.82,5,True
106545,31.7,16,31.76,8,31.92,6,30.24,-16,3790.67,21,3883.11,116,True
106650,31.28,13,0.4,23,31.66,-22,28.29,16,3821.89,28,110.12,81,True
106754,31.26,-5,2.35,9,31.36,-17,28.29,16,3682.62,10,106.77,-175,True
106859,31.31,-34,1.17,25,0.02,-14,28.29,32,3942.62,-20,124.82,22,True
106964,31.2,26,1.01,17,31.6,13,26.34,32,3922.62,42,19.63,16,True
107069,31.36,13,0.93,-5,31.67,-13,30.24,-32,3979.51,7,18.66,-40,True
107174,31.63,1,0.93,5,31.69,20,28.29,0,33.17,5,3989.27,-19,True
107279,31.73,-2,0.91,15,31.64,18,29.27,-48,50.12,14,3919.63,1,True
107383,31.81,-15,0.8,-4,31.93,-9,28.29,32,55.61,-15,3907.93,-7,True
107487,31.68,7,0.7,9,0.0,6,28.29,0,40.43,-5,3882.62,-15,True
107592,31.28,12,0.73,-24,0.38,4,28.29,0,10.0,-24,3856.77,-32,True
107697,31.48,-2,0.7,-10,0.24,7,30.24,0,3982.32,1,3973.84,53,True
107801,31.18,-6,0.58,8,0.12,-33,30.24,-16,3968.23,-4,19.82,-15,True
107906,31.16,11,0.03,-10,31.07,-21,28.29,32,3977.32,12,3977.74,-87,True
108011,31.98,23,0.07,15,30.94,10,30.24,-32,84.82,42,3903.9,71,True
108119,0.27,19,1.14,124,0.65,-12,27.32,0,191.28,-25,3865.79,18,True
108225,0.94,-15,1.02,83,0.37,-19,29.27,-16,122.38,-22,3922.32,-183,True
108330,0.87,754,4.79,-1452,1.87,-694,27.32,16,5.3,65240,106.22,76,True
108435,31.23,-57,1.04,-129,0.15,-21,29.27,-16,3938.41,-93,3955.67,-74,True
108539,31.08,-76,0.23,7,1.01,-35,27.32,48,3948.6,59,3881.65,21,True
108644,31.52,20,0.49,-18,0.64,7,29.27,-16,3910.85,-11,3943.29,-2,True
108748,31.55,2,0.36,-18,0.74,-19,31.22,-48,0.73,20,26.95,19,True
108853,31.54,-5,0.31,1,0.6,2,29.27,-16,3995.43,-5,45.73,10,True
108958,31.38,-18,0.34,7,0.61,27,29.27,0,5.18,-4,3994.7,1,True
109063,31.42,-11,0.34,9,0.63,5,30.24,-16,3993.11,5,3984.27,8,True
109168,31.55,3,0.36,5,0.6,-32,28.29,0,46.89,21,52.93,12,True
109273,31.65,49,0.96,162,0.27,-47,28.29,32,128.54,37,3995.37,-65409,True
109378,30.85,-48,31.09,89,0.46,-218,28.29,0,89.7,25,62.93,97,True
109483,31.65,-13,0.61,23,0.15,-22,31.22,-48,73.05,8,3940.67,28,True
109587,31.56,-13,0.88,-21,31.97,-32,29.27,-16,44.94,-23,3982.26,31,True
109692,31.56,49,0.88,-7,0.06,3,29.27,-32,30.73,-11,3982.62,-16,True
109796,31.75,26,1.0,-9,31.97,-7,29.27,-32,11.89,-20,3981.65,22,True
109901,31.87,5,1.17,6,31.93,65,29.27,0,3946.16,-27,3989.21,11,True
110006,0.3,17,0.94,-100,0.31,-5,29.27,0,3909.33,8,3932.07,-48,True
110111,0.45,-12,1.33,1,0.1,59,28.29,16,3960.18,13,96.1,71,True
110215,0.52,-140,1.08,-48,31.85,-58,28.29,16,42.68,-11,123.78,66,True
110320,31.84,48,0.04,49,0.5,-5,30.24,-32,33.11,-41,3949.21,-55,True
110425,0.25,8,1.18,-28,0.04,-27,28.29,0,44.45,8,3965.3,-21,True
110530,31.69,-57,1.31,37,0.79,9,28.29,0,41.46,-38,114.21,33,True
110635,0.58,39,0.87,1,31.79,-10,29.27,-16,0.98,2,17.68,64,True
110740,0.3,10,0.75,24,31.75,-2,29.27,0,12.68,-2,87.2,-11,True
110844,31.7,-60,1.14,-34,31.61,-61,29.27,-32,26.1,25,155.91,7,True
