mean_AccX(g),min_AccX(g),max_AccX(g),mean_ΔAccX,min_ΔAccX,max_ΔAccX,mean_AccY(g),min_AccY(g),max_AccY(g),mean_ΔAccY,min_ΔAccY,max_ΔAccY,mean_AccZ(g),min_AccZ(g),max_AccZ(g),mean_ΔAccZ,min_ΔAccZ,max_ΔAccZ,mean_GyrX(d/s),min_GyrX(d/s),max_GyrX(d/s),mean_ΔGyrX,min_ΔGyrX,max_ΔGyrX,mean_GyrY(d/s),min_GyrY(d/s),max_GyrY(d/s),mean_ΔGyrY,min_ΔGyrY,max_ΔGyrY,mean_GyrZ(d/s),min_GyrZ(d/s),max_GyrZ(d/s),mean_ΔGyrZ,min_ΔGyrZ,max_ΔGyrZ,isFall
17.661515151515154,0.26,31.94,-14.212121212121213,-401,136,31.176969696969696,27.09,31.76,3.4242424242424243,-140,163,26.024242424242427,0.0,31.99,1974.3333333333333,-228,65527,3910.331515151515,3908.29,3912.2,9.696969696969697,-32,48,1941.4315151515152,5.0,3995.18,6.333333333333333,-113,203,1343.469393939394,0.12,3995.67,6.2727272727272725,-95,223,1
3.645333333333333,0.01,31.94,36.53333333333333,-70,1101,14.105666666666668,0.12,31.94,-1.6333333333333333,-336,97,15.561000000000002,0.06,31.69,4.166666666666667,-175,212,3908.129666666667,3905.37,3910.24,-8.533333333333333,-80,32,1471.5900000000004,1.46,3995.98,2161.733333333333,-105,64802,2516.6953333333336,2.44,3995.91,21.366666666666667,-143,849,1
19.285333333333334,0.0,31.95,14.2,-64,331,29.21733333333334,0.1,31.7,60.6,-75,914,12.861333333333334,0.02,31.97,-7.933333333333334,-135,60,3909.007333333333,3907.32,3911.22,5.333333333333333,-32,48,2400.301333333334,17.07,3982.26,6.8,-79,209,2915.2200000000003,14.02,3993.54,-3.3333333333333335,-146,65,1
2.83046511627907,0.0,32.0,-1527.7441860465117,-65527,161,12.23302325581395,0.02,31.97,2.2093023255813953,-218,444,19.136046511627907,0.08,31.99,0.06976744186046512,-245,407,3908.9946511627913,3906.34,3912.2,4.837209302325581,-64,64,2061.661860465116,3.11,3995.12,-1530.093023255814,-65519,274,1868.633488372093,0.0,3995.85,-1526.4418604651162,-65514,91,1
27.26,0.28,31.92,-27.142857142857142,-415,171,31.475238095238097,30.93,31.95,-63.0,-1554,615,2.1290476190476193,0.21,31.92,-3004.2380952380954,-65367,2530,3911.034285714286,3909.27,3913.17,8.380952380952381,-48,48,2292.401904761905,2.99,3993.48,35.42857142857143,-270,986,1922.2552380952384,2.5,3987.93,2.761904761904762,-45,55,1
2.2928571428571423,0.09,28.58,189.42857142857142,-263,3367,5.537857142857143,0.17,31.97,-5364.071428571428,-65404,54551,27.134999999999998,0.17,31.99,-185.07142857142858,-64973,62713,3914.3564285714288,3911.22,3916.1,-3.4285714285714284,-32,64,1477.4514285714286,2.68,3986.46,-11.285714285714286,-283,70,1120.1221428571428,4.88,3995.85,-0.42857142857142855,-65525,64787,1
4.46,0.09,31.91,-80.4,-873,37,11.863999999999997,0.17,31.94,-4640.466666666666,-65373,121,31.408000000000005,29.05,31.94,-4270.533333333334,-65096,1042,3915.7720000000004,3914.15,3917.07,0.0,-64,48,1633.846666666667,5.91,3991.65,89.06666666666666,-64,1298,2124.2473333333332,1.1,3995.49,42.333333333333336,-65521,65510,1
27.168571428571425,0.01,31.99,15.357142857142858,-54,704,30.413809523809526,0.02,31.77,-12.5,-586,235,18.521190476190476,0.08,31.99,17.452380952380953,-164,810,3896.1211904761903,3893.66,3898.54,4.571428571428571,-48,64,2175.8261904761903,2.8,3992.8,17.452380952380953,-34,629,1806.054285714286,0.98,3984.21,18.61904761904762,-23,731,1
22.821875,0.01,31.98,-5.34375,-245,275,30.258125,1.16,31.88,-9.03125,-219,96,6.2740625,0.11,31.94,20.90625,-43,217,3896.0675,3893.66,3898.54,1.5,-64,48,2966.0353125,4.33,3991.71,-2048.9375,-65314,176,2377.0168750000003,1.89,3993.48,-6.40625,-284,89,1
19.428709677419356,0.02,32.0,-2093.0,-65522,1049,29.160000000000004,0.07,31.56,-2056.935483870968,-63746,287,14.732580645161294,0.08,31.98,-1.6774193548387097,-442,127,3895.8945161290326,3893.66,3897.56,-5.161290322580645,-48,48,2201.8483870967743,3.23,3992.68,-17.677419354838708,-526,124,2173.485806451613,0.12,3991.71,2124.935483870968,-251,65532,1
18.74970588235294,0.01,32.0,-1948.264705882353,-65526,100,29.372058823529414,0.1,31.95,-26.764705882352942,-722,276,14.295882352941176,0.04,31.9,49.411764705882355,-78,1412,3895.149705882353,3893.66,3897.56,3.2941176470588234,-48,48,2106.750882352941,0.24,3992.56,1913.4117647058824,-1056,65528,1649.7014705882352,1.4,3993.84,-0.20588235294117646,-89,72,1
20.124333333333336,0.01,31.99,-15.133333333333333,-416,96,30.065,0.86,31.89,-24.533333333333335,-380,123,18.442999999999994,0.25,31.98,59.3,-328,1230,3895.414666666668,3893.66,3897.56,4.8,-32,64,2008.8319999999997,5.98,3991.89,2252.9333333333334,-91,65286,2795.8273333333336,1.46,3991.77,-16.3,-487,234,1
22.632666666666665,0.01,31.96,1.9555555555555555,-425,495,29.899555555555562,0.23,31.92,8.177777777777777,-121,253,11.682000000000004,0.0,31.99,-28.42222222222222,-1478,223,3894.937777777778,3891.71,3896.59,5.333333333333333,-48,80,2236.3784444444445,2.93,3994.09,-8.355555555555556,-139,84,2656.7439999999997,1.4,3995.79,-3.4,-88,54,1
23.084210526315786,0.04,32.0,69.0,-71,1309,30.865789473684213,24.7,31.76,-67.6842105263158,-1286,59,10.392631578947368,0.07,31.95,33.31578947368421,-320,1167,3893.708947368421,3892.68,3895.61,10.947368421052632,-32,48,2114.1873684210527,10.67,3981.22,-14.421052631578947,-1285,585,2254.012631578947,8.78,3995.67,-3449.0526315789475,-65445,67,1
19.07911111111111,0.0,31.99,-1449.6,-65504,221,29.26888888888889,0.39,31.92,17.22222222222222,-50,230,15.089555555555554,0.03,31.99,4.377777777777778,-151,297,3893.115555555555,3890.73,3894.63,2.488888888888889,-64,48,2222.554666666667,5.37,3996.04,-30.68888888888889,-798,76,3001.2853333333333,6.04,3995.91,-1.6,-134,80,1
22.910833333333333,0.01,32.0,26.055555555555557,-51,835,29.564166666666665,0.06,31.81,8.222222222222221,-201,198,15.204166666666664,0.02,31.95,-23.02777777777778,-658,37,3892.7091666666665,3890.73,3895.61,0.4444444444444444,-64,64,2331.6275,3.29,3995.3,1779.25,-207,64185,2427.781111111111,2.93,3992.93,16.166666666666668,-45,566,1
22.2935,0.0,31.99,1598.25,-636,64887,30.422000000000004,0.36,31.59,-18.475,-887,168,13.05625,0.02,31.99,1656.1,-80,65477,3891.5604999999996,3890.73,3893.66,3.2,-32,64,2587.8385000000003,4.88,3994.88,-20.175,-352,102,2193.226,1.04,3993.96,-11.225,-272,83,1
22.259230769230765,0.07,31.89,37.53846153846154,-121,1143,22.775384615384617,0.11,31.98,1.2564102564102564,-413,253,18.12769230769231,0.01,32.0,-1765.948717948718,-65470,104,3900.312564102564,3897.56,3903.41,-0.41025641025641024,-48,48,2334.184102564103,14.21,3994.76,22.897435897435898,-195,732,1922.4897435897437,0.85,3994.33,1698.923076923077,-29,65519,1
15.272285714285713,0.07,31.97,10.314285714285715,-623,651,24.280571428571424,0.07,31.99,-26.02857142857143,-710,198,7.716857142857142,0.05,31.98,11.142857142857142,-593,595,3899.540285714286,3897.56,3902.44,6.4,-64,64,2041.7277142857147,3.78,3990.3,12.257142857142858,-308,336,1705.3922857142854,1.77,3994.45,-6.257142857142857,-323,115,1
27.848108108108104,0.05,31.98,-28.243243243243242,-902,67,24.75162162162162,0.02,31.97,1774.4054054054054,-64,65445,19.78756756756757,0.01,31.98,31.16216216216216,-57,1225,3899.5127027027033,3897.56,3902.44,1.2972972972972974,-48,48,1616.5778378378377,6.89,3994.39,-22.675675675675677,-733,113,2069.810810810811,5.06,3995.61,-3544.7297297297296,-65521,87,1
14.325333333333337,0.04,31.97,18.866666666666667,-152,760,27.387333333333334,0.23,31.88,-76.9,-2268,365,10.223666666666666,0.01,31.98,-80.63333333333334,-3194,619,3898.9926666666656,3896.59,3902.44,4.266666666666667,-64,48,2366.8226666666665,6.28,3983.23,37.4,-139,905,1597.6436666666666,0.0,3995.06,2179.0333333333333,-126,65533,1
13.350000000000001,0.08,31.98,-2136.935483870968,-65412,811,26.289032258064516,0.02,31.91,-22.838709677419356,-696,326,9.65967741935484,0.01,31.97,6.193548387096774,-119,303,3898.7577419354834,3896.59,3901.46,4.129032258064516,-48,48,2668.574516129033,8.6,3990.43,42.12903225806452,-145,453,1936.1012903225806,3.54,3995.79,-2110.6774193548385,-65521,329,1
18.3904347826087,0.1,31.98,-1398.0217391304348,-65492,857,27.33086956521739,0.06,31.9,7.1521739130434785,-128,380,10.716304347826087,0.0,31.95,1508.5869565217392,-61487,65525,3897.2656521739123,3895.61,3899.51,-3.130434782608696,-64,64,2510.4199999999996,9.82,3994.39,3.3260869565217392,-103,489,1657.171304347826,1.22,3993.9,-24.108695652173914,-730,29,1
18.804444444444442,0.06,32.0,2410.1111111111113,-371,65390,25.651851851851855,0.07,31.96,20.0,-227,267,10.815925925925926,0.0,31.95,0.37037037037037035,-138,180,3897.815555555555,3895.61,3900.49,-5.925925925925926,-64,32,2067.315555555556,14.21,3982.5,-22.814814814814813,-286,397,1922.712592592593,2.01,3995.0,-15.666666666666666,-398,49,1
16.45742857142857,0.03,31.91,7.857142857142857,-290,546,25.282285714285713,0.17,31.97,-2.257142857142857,-230,88,10.281142857142859,0.05,31.96,-18.857142857142858,-650,73,3897.4788571428576,3895.61,3898.54,-4.571428571428571,-48,48,1709.3165714285715,2.01,3995.79,1860.4857142857143,-214,65340,2165.193428571429,5.12,3995.79,-1865.9142857142858,-65531,356,1
18.294705882352943,0.02,31.97,-1911.264705882353,-65151,268,25.848823529411764,0.03,32.0,-14.676470588235293,-719,379,9.865,0.03,31.97,-1951.8235294117646,-65452,41,3896.3,3894.63,3898.54,-1.411764705882353,-64,48,2445.3038235294116,1.83,3994.33,14.5,-139,613,2103.314117647059,0.37,3995.91,-20.88235294117647,-65525,65383,1
10.747272727272728,0.06,31.84,7.121212121212121,-75,182,29.606666666666666,0.37,31.89,-69.84848484848484,-1912,67,13.668484848484848,0.02,31.99,8.06060606060606,-65519,65480,3895.313333333333,3893.66,3897.56,7.757575757575758,-64,48,2383.171212121212,0.3,3990.43,26.96969696969697,-78,686,1686.560606060606,5.73,3991.4,20.303030303030305,-29,368,1
7.732222222222221,0.29,32.0,-2431.1111111111113,-65514,34,27.011481481481482,0.07,31.97,-0.25925925925925924,-75,81,13.283333333333333,0.02,31.97,7.666666666666667,-127,165,3920.108518518519,3918.05,3922.93,0.0,-32,32,1789.9748148148149,1.59,3992.44,14.25925925925926,-35,316,1512.9622222222224,2.8,3994.7,-2.888888888888889,-80,90,1
7.009,0.13,31.98,-5.85,-105,64,27.773500000000002,0.03,31.98,2.425,-103,337,19.46275,0.01,31.98,1571.7,-2586,65520,3923.0005000000006,3920.98,3924.88,4.0,-64,64,1201.0669999999998,0.0,3995.98,-18.6,-678,23,1018.3805,0.55,3995.55,-30.15,-1348,75,1
9.934444444444443,0.01,31.98,18.11111111111111,-56,159,24.696666666666665,0.0,31.97,-7.518518518518518,-149,176,15.772592592592593,0.0,31.96,-44.51851851851852,-1090,318,3926.935185185185,3925.85,3928.78,0.0,-48,48,1495.871851851852,2.44,3994.7,4.37037037037037,-86,100,917.8477777777778,0.91,3994.63,-0.18518518518518517,-209,630,1
8.1315,0.04,31.99,3263.2,-116,65406,17.5465,0.0,31.97,-3270.45,-65411,59,0.7655000000000001,0.16,1.15,23.95,-41,231,3930.4399999999996,3927.8,3931.71,-0.8,-48,64,2209.5785000000005,2.68,3995.61,11.55,-33,136,1426.5489999999998,1.4,3993.54,-3299.2,-65469,27,1
7.778709677419355,0.03,31.97,15.096774193548388,-19,240,25.661935483870966,0.02,31.99,-45.03225806451613,-759,44,17.8058064516129,0.0,31.99,2110.6774193548385,-117,65523,3933.815161290323,3930.73,3936.59,-1.5483870967741935,-64,64,1422.9603225806452,0.43,3995.49,-0.22580645161290322,-225,251,1438.5980645161292,0.55,3995.0,6.387096774193548,-57,161,1
10.300384615384615,0.12,31.98,-30.615384615384617,-897,52,26.89807692307693,0.06,31.98,-2486.846153846154,-65499,607,0.43307692307692314,0.01,2.37,2593.0384615384614,-70,65521,3927.9157692307685,3926.83,3930.73,-1.8461538461538463,-48,48,1241.8746153846153,1.1,3993.54,5.653846153846154,-105,78,1242.9903846153845,2.2,3987.93,111.92307692307692,-132,2726,1
21.509,0.02,31.93,10.75,-170,483,16.749000000000002,0.0,31.97,-6.25,-276,88,0.56125,0.0,1.02,1609.4,-1432,65520,3926.36425,3923.9,3928.78,-2.0,-96,48,814.927,0.85,3994.57,0.475,-113,61,625.2902500000001,2.32,3995.43,-1596.8,-65524,1522,1
6.935599999999999,0.03,31.94,1.8,-46,154,26.6732,0.01,31.96,2604.52,-238,65499,11.761999999999999,0.01,32.0,-2625.68,-65512,50,3925.8916000000004,3923.9,3928.78,-10.24,-64,32,1445.2587999999998,0.61,3994.21,12.56,-35,199,1629.11,7.2,3995.61,-2605.84,-65527,227,1
17.631363636363638,0.0,31.99,2965.090909090909,-205,65530,10.18,0.09,31.83,34.5,-354,967,7.780909090909091,0.09,31.94,11.863636363636363,-174,377,3927.803636363636,3924.88,3929.76,-2.909090909090909,-64,64,1111.7677272727271,0.12,3995.73,20.181818181818183,-195,804,593.1681818181818,1.1,3995.55,25.818181818181817,-19,237,1
7.7069230769230765,0.03,31.71,-6.923076923076923,-67,55,22.09230769230769,0.08,31.97,2.1538461538461537,-55,88,2.9315384615384614,0.1,31.22,13.0,-56,163,3929.532307692308,3927.8,3930.73,-8.615384615384615,-48,32,1554.9015384615386,7.62,3994.94,5.769230769230769,-44,52,1270.5523076923077,27.68,3983.9,26.307692307692307,-78,117,1
15.313333333333333,0.23,31.89,-14.74074074074074,-170,29,31.235925925925926,30.16,31.75,-3.888888888888889,-83,95,1.497037037037037,0.08,31.13,8.592592592592593,-57,173,3904.714814814815,3901.46,3907.32,7.703703703703703,-64,48,2217.5522222222226,1.16,3994.39,-11.481481481481481,-93,76,1772.015925925926,0.24,3993.9,4.555555555555555,-25,152,1
14.419583333333334,0.06,31.93,17.458333333333332,-158,406,27.52916666666667,0.09,31.93,28.333333333333332,-48,280,7.090416666666667,0.12,31.97,-39.166666666666664,-338,61,3904.6749999999997,3902.44,3907.32,-0.6666666666666666,-48,48,2175.56125,0.85,3990.37,-2.0,-141,102,2293.49375,2.93,3993.6,18.0,-16,187,1
18.126363636363635,0.01,31.84,5.757575757575758,-269,275,27.453333333333333,0.0,31.95,-1998.909090909091,-65347,158,20.222424242424243,0.08,31.99,4.363636363636363,-177,232,3903.7393939393937,3900.49,3905.37,2.4242424242424243,-48,64,2782.48696969697,16.59,3994.51,-1996.060606060606,-65236,482,2194.011515151515,2.26,3989.94,1.303030303030303,-132,164,1
17.66805555555555,0.0,31.94,1813.388888888889,-96,65519,30.529444444444444,0.25,31.94,-4.833333333333333,-87,70,5.6530555555555555,0.02,31.98,-3.6666666666666665,-129,41,3903.277777777778,3900.49,3905.37,0.8888888888888888,-32,64,2538.465277777778,10.43,3993.41,-6.444444444444445,-197,60,2113.729722222222,1.77,3993.48,-3.888888888888889,-111,46,1
13.690322580645164,0.07,32.0,-2114.7741935483873,-65533,142,31.29193548387096,30.58,31.94,20.0,-289,879,3.520322580645161,0.03,31.74,-21.193548387096776,-723,84,3903.1619354838713,3900.49,3905.37,-8.774193548387096,-64,32,2202.7935483870965,0.43,3993.23,-1.935483870967742,-218,380,1931.8129032258064,0.18,3995.49,11.935483870967742,-52,230,1
16.612222222222222,0.02,31.99,-2399.4444444444443,-65366,279,28.995185185185186,0.04,31.97,-17.14814814814815,-276,147,1.7370370370370365,0.22,31.29,-22.85185185185185,-380,70,3902.0044444444447,3900.49,3903.41,5.925925925925926,-32,64,1943.8414814814812,7.62,3995.67,-2442.0,-65529,397,1774.4644444444446,3.29,3994.51,13.62962962962963,-161,347,1
13.661052631578947,0.02,31.98,-4.473684210526316,-77,56,29.74947368421053,0.12,31.92,23.94736842105263,-42,179,7.185789473684211,0.13,31.82,3.0,-172,143,3901.4110526315794,3899.51,3903.41,5.052631578947368,-32,48,2531.0468421052633,22.01,3990.3,0.10526315789473684,-57,253,1269.3352631578948,1.4,3967.87,-12.789473684210526,-107,59,1
21.61387096774194,0.13,31.97,-5.193548387096774,-200,72,30.207096774193555,0.48,31.96,-2.5161290322580645,-94,41,19.628064516129033,0.02,31.96,-4.548387096774194,-109,36,3900.3306451612907,3898.54,3902.44,5.67741935483871,-64,48,2572.0509677419345,2.68,3995.91,-2121.6129032258063,-65519,66,2572.436774193548,0.79,3992.74,-2108.483870967742,-65436,22,1
13.30409090909091,0.05,31.99,-16.727272727272727,-105,78,29.782727272727275,0.03,31.99,33.72727272727273,-87,200,4.6463636363636365,0.03,31.9,-0.18181818181818182,-138,93,3900.8863636363644,3899.51,3902.44,-12.363636363636363,-64,32,2003.198181818182,5.06,3992.93,14.136363636363637,-149,392,1824.4540909090904,9.33,3987.44,-10.454545454545455,-135,80,1
7.127142857142856,0.05,31.98,22.857142857142858,-136,268,31.259999999999998,30.56,31.76,-18.607142857142858,-320,125,2.7703571428571436,0.06,31.6,-5.928571428571429,-113,44,3899.8607142857145,3897.56,3901.46,4.0,-32,96,2147.2925,3.35,3994.39,-3.75,-128,130,2146.0260714285714,1.28,3995.85,1.9642857142857142,-41,149,1
