Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ
73277,32.00,-25,31.23, 2,31.25,10,30.24,32,26.77, 4,16.40,31
73382,31.62, 0,31.21,-3,31.25, 7,31.22,16,25.37, 1,1.52,-22
73487,31.66,11,31.36, 7,31.28,18,33.17, 0,25.12,-10,3966.83,-10
73592,31.62,-5,31.31,-12,31.32,20,31.22, 0,3994.57,-2,3937.74,-5
73697,31.58,18,31.24,10,31.47,-22,32.20,-16,9.33, 4,3982.56,12
73802,31.55, 3,31.31,-5,31.50, 2,32.20,-32,18.48, 1,9.57,21
73907,31.38,29,31.30, 3,31.35,-4,30.24,32,35.67,13,59.51,-1
74012,31.38,-3,31.43, 5,31.35,-12,32.20, 0,37.26,-1,35.43,-1
74122,31.38,108,31.45,29,31.30,48,31.22,-32,29.88,-13,32.50,-18
74227,31.47,22,31.31, 2,31.43,-10,33.17,-32,3985.00, 1,3976.28,-1
74332,31.37,13,31.31, 5,31.47,14,32.20,-16,3983.72,-2,3973.90,-12
74437,31.46, 0,31.37, 2,31.41,-11,32.20,-16,3976.59,-5,3981.95,-3
74542,31.40,11,31.42,15,31.43, 7,30.24,32,3967.44, 1,3988.54, 3
74647,31.37,-8,31.59, 5,31.47, 3,32.20,-32,3962.80,-1,3.41, 2
74752,31.46,-10,31.81,-5,31.47,20,32.20, 0,3957.01,-11,21.65,10
74857,31.24, 5,31.93, 3,31.35, 2,31.22,16,3922.01, 0,3984.76,-3
74962,31.21, 8,0.20,-9,31.28, 0,33.17,-16,3895.85,-10,3932.26,-5
75067,31.08, 2,0.36,20,31.53,-15,31.22,-16,3860.79,-3,3873.60,-23
75172,30.88,42,1.48,-139,0.24,66,31.22,-16,3949.39,-25,5.37,65392
75277,31.88,-6,0.10, 0,31.84,-20,31.22,16,3916.46,55,3929.09,91
75382,30.84, 6,0.56, 5,0.11,-21,31.22,16,3993.60,-4,9.70,-12
75487,31.31, 4,0.29,-2,31.94,-19,29.27,80,3988.78, 0,3987.38,19
75591,30.98, 4,0.44,13,31.97,-7,33.17, 0,3993.72, 3,3995.18,-8
75696,31.20,-7,0.42, 9,0.00,65525,31.22, 0,3991.28,-3,3991.65,-1
75801,31.18,-12,0.42,-1,31.98, 8,33.17,-32,3.60,-3,9.15,10
75906,31.11,11,0.34,-3,0.18,23,31.22, 0,27.50,10,9.63, 0
76011,31.41, 3,0.41,25,0.12,-29,32.20,-16,69.27,22,65.43,19
76116,31.11, 5,0.66,26,31.58,-32,32.20,-32,84.02, 1,138.90,-12
76220,31.10,30,0.64, 4,31.20,35,30.24,32,59.70,-10,94.57,12
76325,31.46,-7,0.42,-20,31.12,-5,32.20,-32,37.62,-4,83.23, 6
76430,31.33,35,0.29,-7,31.12,-6,30.24,32,36.71,-6,2.26,-14
76535,31.38, 5,0.07,-19,31.09,13,32.20, 0,68.41, 8,12.80,-6
76639,31.27, 1,31.96,-6,31.07, 2,31.22,16,85.85,-2,3995.06,-10
76744,31.48,12,31.79, 3,31.19, 7,29.27,32,83.05,-5,3979.76, 0
76849,31.50,10,31.60,-3,31.33, 0,31.22,32,55.98,-8,3982.87,-3
76954,31.52,-27,31.40,-6,31.29,-41,33.17,-32,40.79, 7,13.84, 3
77059,31.50,-2,31.37,-21,31.42, 5,32.20,-16,43.90,-6,3970.24,-2
77164,31.53, 0,31.28,-1,31.46, 5,32.20,-16,18.72,-6,3974.70,-2
77268,31.57,-45,31.27,-34,31.39,-48,30.24,48,20.73,18,3977.56,12
77373,31.59,-14,31.07,16,31.53,-21,30.24,48,3995.61, 4,5.18,-9
77478,31.51,-9,31.20, 6,31.48,16,30.24,32,2.50, 2,11.22,-7
77583,31.59,-26,31.21, 2,31.49,10,30.24, 0,3989.27,-7,15.91,-3
77688,31.55,-12,31.19,-4,31.48, 4,30.24,32,3966.40,-6,6.89,-3
77793,31.52, 4,31.27, 0,31.42,-26,32.20, 0,3946.95,-9,3978.35,-7
77898,31.52,-6,31.37, 5,31.25,-8,31.22,16,3945.06, 9,3972.20,-1
78003,31.59,-23,31.48,-5,31.20,28,31.22,16,3958.35,-1,3986.83, 7
78108,31.66,-19,31.44,-1,31.25,14,31.22, 0,3983.35, 7,1.46,13
78218,31.88,27,31.35,-21,31.18,-5,30.24,32,3993.41, 8,36.95, 9
78324,0.21,-3,31.26,13,31.14,12,32.20,-32,21.59, 6,60.30, 4
78429,0.49,11,31.38, 7,31.29,13,32.20,-32,18.48, 1,60.91,15
78534,0.59, 0,31.38,-9,31.40,-13,32.20,-32,26.46, 4,99.82, 3
78639,0.63,-14,31.48,14,31.49, 8,32.20,-32,47.74,-5,136.95,-9
78744,1.40,103,31.57,-61,31.74,17,32.20, 0,0.00,57,98.05,87
78849,1.94,-56,31.87,100,31.84,71,32.20, 0,51.77,-22,121.71,28
78954,0.21,-62,31.43,-25,0.35,63,32.20, 0,66.16, 6,172.62,-23
79059,0.47,-30,31.41,12,0.61,-4,30.24, 0,64.51,-7,83.11,27
79164,0.16,21,31.48,-1,0.57,-15,32.20,-32,7.80,-7,12.56,-33
79268,0.63,14,31.41, 8,0.56,-6,32.20, 0,2.87,-1,3983.78,20
79373,0.47,-1,31.39,-1,0.50,13,32.20,16,3995.91,-65530,6.16,-6
79478,0.51,-3,31.39, 7,0.54,-8,33.17,-32,1.95, 2,6.59,-3
79583,0.47,-3,31.43,-3,0.56,13,31.22, 0,2.62,-1,3992.62,-2
79687,0.53,17,31.42,11,0.55, 8,33.17, 0,0.55, 0,3991.71, 7
79792,0.44, 0,31.42,16,0.58,28,31.22, 0,3994.76, 4,1.10,-4
79896,0.42,12,31.40,-14,0.53,-3,33.17,-32,3989.21,-1,3980.98,-13
80001,0.47,-6,31.44,-6,0.56, 0,31.22,32,3966.52,-8,3964.63,16
80106,0.67,-6,31.60, 7,0.61,18,31.22, 0,3940.24,-16,3965.12, 1
80211,0.65,14,31.40, 1,0.33,47,30.24,48,3917.07, 8,3910.55,17
80316,0.76,16,31.27, 0,0.09,-3,32.20, 0,3877.56,-11,3885.30,31
80421,0.68,-17,31.07,10,31.78, 3,32.20, 0,3899.94, 2,3952.68,22
80526,0.34, 0,30.80,22,31.62,-15,32.20,-32,3931.04,11,3995.73,-65501
80631,0.01,-17,31.16,21,31.63, 4,33.17,16,3956.28,-5,25.85,-21
80735,0.04,13,31.21, 3,31.44, 7,33.17,-48,3951.28, 3,3935.85,-13
80840,31.88, 5,31.14,-4,31.37, 8,31.22,-16,3939.09, 3,3921.52, 2
80944,31.71, 2,31.24, 6,31.31,-9,30.24,32,3948.66,-2,3946.77,-1
81049,31.79, 5,31.16,-6,31.31,-3,32.20, 0,3947.44, 7,3935.61,-15
81154,31.74,-14,31.13, 4,31.52,-11,32.20,-32,3986.52, 5,3985.67, 2
81259,31.56, 5,31.30, 9,31.25, 4,33.17,-48,1.22,-13,3966.10,-14
81363,31.57, 6,31.43, 3,31.38,-17,32.20, 0,3953.41,-18,3979.15,-12
81468,31.54, 2,31.31, 0,31.29,-18,31.22,-16,3941.52, 2,3964.39, 4
81573,31.40,-12,31.50,12,31.17,27,31.22,-16,3948.60,11,3945.98, 1
81678,31.31,-8,31.60,-6,31.27,-6,31.22,-16,3940.91,-7,3964.15, 0
81783,31.24,12,31.69, 2,31.26, 2,31.22,-16,3961.59, 3,3983.23, 4
81888,31.39,23,31.68,-2,31.35,-4,29.27,16,3963.05, 2,3987.80,22
81993,31.31, 2,31.75, 2,31.17,-1,33.17,-16,3948.54,-6,2.01,-5
82098,31.46,16,31.67,-7,31.21,-11,32.20, 0,3948.54, 6,4.94, 5
82202,31.40,13,31.69, 1,31.00,-26,30.24,32,3986.04, 9,10.30,-9
82307,31.39, 3,31.79, 1,31.01,-18,32.20,32,3.60,-4,1.40,-7
82412,31.38, 5,31.68, 1,31.19,14,32.20, 0,3985.18,-6,3975.00,-6
82517,31.36,12,31.57, 6,31.25,20,30.24,32,3990.49, 3,3912.80,-42
82622,31.44, 7,31.74,13,31.05,-5,32.20, 0,3985.73, 3,3845.12,-19
82728,31.63,11,31.96,17,31.15,-15,31.22,-16,72.13,10,3965.06,16
82834,31.20,11,0.66, 3,31.25,24,32.20,32,68.23,-15,59.27,52
82938,30.77, 6,0.12,-29,31.45,24,32.20, 0,33.17, 9,124.45,29
83043,30.99,15,31.72, 7,31.42,14,32.20, 0,63.11, 7,3.11,-25
83147,31.22, 9,31.94, 9,31.26,12,32.20,32,45.73,-9,3972.01,-26
83252,31.25,-4,0.20, 7,31.28, 5,32.20, 0,23.60, 0,16.28,32
83357,30.68,21,31.97,-13,31.02,13,30.24,32,3989.21, 7,4.57,-61
83462,31.01,-2,31.87,-3,30.88, 2,34.15,-64,3965.37, 8,3942.01, 4
83567,31.15,-1,31.86,-8,31.44,22,30.24,32,3983.66, 5,3775.06,-80
83672,31.55,11,0.56,39,31.02, 1,32.20,16,3980.61,20,3744.21,94
83776,31.30,-38,1.42,-8,31.62,27,30.24,32,3993.05,25,133.84,43
83881,31.20,-4,1.03,-9,31.75,24,32.20, 0,89.63,15,54.51, 9
83986,31.67,16,0.64,-18,31.81,-10,32.20,-32,66.59,-23,3924.82,10
84091,31.97, 2,31.87,-10,0.02, 6,32.20, 0,3.78,-19,3957.62, 2
84196,31.52,-18,0.16, 8,31.90,20,31.22,16,3949.82,-6,15.49,36
84301,30.15,-23,0.86,18,31.66,-1,33.17,-48,3944.63,-28,50.85,-33
84406,31.20,25,0.11,-37,31.70,16,31.22,-16,3945.79, 4,3994.39,-38
84511,31.74,-23,31.43,10,31.54,-8,33.17,-16,24.27,11,3962.44,11
84616,30.44,-79,0.51,50,30.99,-34,31.22,-16,8.29,-16,21.40,29
84721,30.89,28,31.72,-1,32.00,-2,33.17,-16,93.35,-16,46.46,-140
84825,31.52, 5,0.09, 1,0.18,-13,33.17,-16,27.80,-18,3891.04, 9
84930,31.42,-9,0.37,23,31.81,-8,33.17,-48,56.52, 0,114.33,72
85035,31.28,26,0.53,-4,31.55, 4,31.22,16,3964.70,-10,60.85,23
85140,31.39,34,0.81,-8,31.48,-28,31.22, 0,3897.20,22,3885.85,-63
85244,31.58,23,1.33,19,31.59,16,33.17,-16,3994.70,-65496,3728.05, 1
85349,31.67, 8,0.85, 5,31.88,17,31.22,32,86.22, 7,3858.41,29
85454,31.77,14,0.93,-12,31.76,-25,31.22, 0,70.85,-15,3921.95,22
85559,31.73, 8,1.05, 9,31.68, 6,29.27,32,33.23,-17,3910.30,-27
85664,31.77,-27,1.08,-21,31.85,-2,30.24,-16,15.49,-6,3891.52,12
85769,31.62,-11,0.75,-16,31.75,-5,32.20,16,37.74, 6,3900.73,32
85873,31.59,18,0.80,145,31.65,-95,30.24,16,59.76,36,3948.48, 6
85978,31.35,-4,0.43,28,31.88,-5,32.20,16,47.44, 5,3856.52,-93
86083,31.73,-22,1.04,-52,31.93,13,32.20, 0,80.37, 0,3.84,-1
86187,31.74, 4,0.85,-2,31.79, 1,32.20, 0,77.32,-21,3980.12,-27
86292,31.75, 0,0.77, 2,31.75,23,32.20, 0,43.96,-4,1.52,30
86397,31.30,-14,1.01,-63,31.96,-12,32.20, 0,3981.89,-16,3990.49,-67
86501,31.55, 5,1.25, 6,31.80,18,32.20,-16,3976.52, 6,1.52,56
86608,31.57, 2,0.94,17,31.75,30,32.20, 0,3958.66,-9,29.88,-1
86714,31.60,27,1.01, 0,31.73,17,31.22, 0,3952.74, 5,16.46, 3
86819,31.62,-18,0.95, 5,31.75,-12,32.20,-16,3968.35,12,59.94,10
86924,31.50,-15,0.95, 8,31.57, 2,32.20, 0,17.32,22,45.43,33
87029,31.02,-21,0.83,-10,31.40,14,32.20,-32,114.39,29,61.89,-18
87134,31.62,14,31.93,-19,31.62,50,30.24, 0,108.96,-2,25.73,14
87238,31.62, 0,31.61,-16,31.77,32,30.24,32,74.09,-11,5.79,-2
87343,31.28, 5,31.52,-1,31.66,-27,29.27,48,14.70, 2,24.94,13
87448,31.12, 3,31.54, 1,31.69, 6,33.17,-16,1.22, 0,7.07,-4
87553,31.21,20,31.54,13,31.68,-11,31.22, 0,10.73,-3,3978.60,-9
87657,31.22, 1,31.58,-6,31.71,-12,33.17,-64,5.67, 6,3972.38, 6
87762,31.36,20,31.49,-3,31.75, 3,33.17,-32,16.65,-4,3949.39,-4
87867,31.56,20,31.39,-10,31.44,-16,33.17,-32,3.41,-12,3884.02,-24
87972,31.72,-17,31.34,-5,31.09,-16,32.20,16,63.17,36,3920.55,-24
88077,31.16,66,31.79,82,31.62,-166,32.20, 0,154.21,38,3902.44,16
88182,31.64,424,0.37,-44,0.86,-104,30.24, 0,152.32,-30,3904.15,-152
88286,1.32,-157,2.09,-3,0.20,97,30.24,32,25.98,20,46.04,-11
88391,29.83,105,0.21,20,1.95,-81,31.22, 0,3880.73,88,149.88,161
88496,31.71,-50,0.02,61,0.74, 9,33.17, 0,3985.18,21,3882.20,245
88601,31.32,-16,0.08, 6,0.49,-54,30.24,16,2.20,-8,0.30,31
88706,31.18,-6,0.03, 2,0.44, 4,30.24, 0,2.38,-2,3989.45,-23
88811,31.22, 4,31.98,-10,0.44,-24,34.15, 0,3993.72,-5,4.70,-10
88916,31.22, 8,0.00, 6,0.49,10,32.20, 0,3996.04,-65533,3985.85,-1
89021,31.21,16,0.03,-12,0.49, 9,33.17,-16,3996.04, 0,4.45,-2
89126,31.20,-7,0.02, 1,0.49,-1,29.27,48,1.04, 0,3992.74,-1
89231,31.23,-20,0.03,-9,0.48, 0,33.17, 0,1.22,-2,3992.44,-7
89336,31.26,20,0.04,17,0.50,33,33.17, 0,3.35,-8,19.51,15
89441,31.21, 4,0.02,38,0.47,-18,33.17,-32,8.78, 4,3953.90,-7
89546,31.65,-65,31.98,12,0.48,-21,32.20,-16,3990.55, 1,14.57,48
89651,31.28,40,31.98,-9,0.55,-24,34.15,-32,3979.94,11,3977.99,21
89755,31.09,-17,32.00,-11,0.49,-14,32.20, 0,3985.00,-13,12.87,-42
89860,31.23, 9,31.92, 5,0.57,-24,32.20, 0,3989.21,-4,20.73, 2
89965,31.40,-33,31.88,13,0.60,24,33.17,-48,10.98, 3,41.40,50
90070,31.24,38,31.91,-6,0.49,-1,31.22, 0,18.54,13,3980.43,11
90175,31.13,-16,0.13,35,0.36,56,31.22,32,52.44,20,3930.37,-52
90280,30.99,35,2.25,85,0.50,-80,33.17,-64,12.20,-28,152.56,-133
90384,0.36,274,0.59,-95,31.89,-158,31.22,32,119.45,96,3955.85,13
90490,30.74,-431,31.13,42,0.69,183,30.24,48,156.59,-48,92.07,-15
90595,0.74,121,2.38,174,31.47,193,30.24,16,48.72,-8,3972.13, 0
90700,31.69, 1,1.00,-61,31.94,-9,32.20, 0,19.94, 2,33.05, 5
90805,31.56,26,1.24,41,31.89,25,30.24,32,3976.83,-10,3964.02,12
90910,31.72,53,1.60, 9,31.73,69,32.20,-32,3940.12, 9,13.72,-89
91015,0.24,-23,0.89,-15,0.22,-36,31.22,16,4.82, 3,72.32,-106
91120,0.13,-6,0.67,17,0.15, 5,31.22,16,3968.48, 5,22.87,-5
91224,31.99,-29,0.86,-2,31.90,39,31.22,48,3965.24, 3,42.87,-10
91329,31.84,29,0.71, 9,31.84,31,31.22,32,3994.82,10,3991.59, 9
91434,31.45,-85,0.81,-11,31.88,14,31.22,32,25.55, 5,77.26,-15
91538,30.96, 0,0.77,-44,0.48,-16,33.17,-32,28.17,-2,3987.68,46
91643,31.95,49,1.36,67,0.37,-124,31.22, 0,1.83,65495,3871.95,78
91748,0.05,23,1.62,-15,0.28,21,31.22, 0,3986.71, 2,3983.17,36
91853,0.37,77,0.88,-42,0.27,-21,31.22, 0,3966.16, 0,32.93,-7
91958,0.14,-7,1.41,14,0.46,-18,33.17,-32,3937.50, 3,48.17,-31
92063,31.83,-18,1.21,-24,0.43,17,31.22, 0,3926.46,-4,90.85,27
92168,31.61, 3,0.68,-29,0.28,-9,31.22, 0,3924.82, 8,134.15,12
92273,31.68, 7,0.39, 9,31.92, 1,32.20,-16,3982.38,24,165.18,16
92378,31.78, 7,0.37,-2,31.96,20,34.15,-48,11.40,-10,44.82,-45
92483,31.62,-17,0.54,10,0.05,37,30.24,16,0.67,24,3954.51,49
92588,31.25, 3,0.38, 3,0.17,-25,32.20,-16,3973.54, 6,46.46,65
92693,31.12,21,0.41,21,31.72,-26,33.17,-32,3991.10,12,250.00,29
92797,31.46, 9,0.41, 1,31.61, 0,31.22, 0,2.01,-6,153.66,-59
92902,31.64, 1,0.69,-7,31.64,-9,31.22,32,3967.50,-25,3948.41,-17
93007,31.41,14,1.10,33,31.77,-26,32.20,-16,3931.04,-19,3809.39, 0
93112,30.99,23,1.40,-70,31.93, 8,30.24,16,3955.49,23,3825.98,-81
93216,30.89,-69,1.18,-24,0.11, 2,30.24,16,52.44,-2,110.91,-19
93321,31.23,15,1.26,-27,31.66,18,32.20,-16,143.17,-26,3849.70,20
93426,31.46,11,0.58, 2,31.39,16,32.20,-16,86.40, 1,3966.65, 4
93531,31.46,-4,0.47,-12,31.63,-16,32.20,-16,45.73,-13,3.54, 4
93636,31.24,-21,0.26,-13,31.75,-7,32.20,-32,31.59,-5,6.59,-24
93741,31.14,-14,0.16,-4,31.67,-7,30.24, 0,30.79, 1,16.46,-1
93845,31.00,-3,0.16, 6,31.59,18,32.20,-16,5.12,-8,4.27,-7
93950,31.07,-7,0.13,-12,31.61, 3,32.20,-16,3988.84,-3,3980.98, 0
94055,31.14, 7,0.16, 9,31.58,-4,32.20,-16,3980.37,-2,3976.89,10
94160,31.30,33,0.11,-25,31.69,-5,32.20,-16,3984.21, 4,3962.50,-2
94265,31.38,10,31.96,-34,31.69,35,32.20, 0,3981.71,15,3952.87,21
94370,31.36,-50,31.03,-57,31.73,27,32.20, 0,9.33,-12,3943.17,44
94475,30.92,15,31.38,78,31.36,-17,34.15,-32,7.01,-4,3884.76,-124
94580,31.91,21,1.34, 9,0.09,82,30.24,32,69.27,52,3857.38,177
94685,2.30,158,1.06,28,31.49,-344,32.20,-32,28.05,42,3883.66,-53
94790,29.76,438,31.83,54,31.28,16,32.20,-32,3895.55,-127,3939.21,-440
94894,31.00,-88,0.17,10,0.37,-11,32.20,-32,3991.95,14,77.99,-3
94999,31.12,-28,0.20,28,0.39, 7,32.20, 0,3990.00,-2,3955.79, 1
95104,31.25,-33,0.28,-28,0.25,20,30.24, 0,3986.34,-3,3983.41,-31
95209,31.13,-5,0.15,25,0.36,-27,32.20, 0,3.78,-2,1.40,65510
95313,31.19, 9,0.16, 6,0.40,-15,30.24,32,3992.93, 5,3987.99, 0
95418,31.18, 5,0.18,-14,0.40, 9,30.24,32,3996.04,-3,3988.17, 2
95523,31.19,-12,0.16,11,0.40,-7,29.27, 0,0.73,-2,2.80, 4
95628,31.17, 8,0.16,-2,0.38,-4,31.22,-32,3996.04,-65531,3994.57,-6
95734,31.17,-3,0.16,-1,0.40, 5,33.17,-32,3995.55, 2,5.18, 3
95839,31.10,-10,0.18, 5,0.35,-33,32.20,-16,9.82,-1,37.56,-26
95944,31.41,-43,0.10, 6,0.33,-7,32.20,-32,21.40,20,16.95,26
96049,31.04,19,0.38, 5,0.33,21,32.20,-32,37.32,-11,3985.18,-59
96154,31.21,-24,0.36,18,0.34,-23,30.24, 0,34.88,-18,24.63,-20
96258,31.25,12,0.49,-1,0.19,-10,30.24,32,54.82,-18,29.27,-39
96363,31.29,-6,0.57,-1,0.36,13,30.24, 0,61.95,-3,3979.09,-3
96468,31.42,27,0.77,-29,0.13,15,30.24, 0,46.22,-28,3980.67,-25
96573,31.94,-15,1.13,-31,31.72,11,29.27,48,3965.85,-48,3934.70,33
96678,1.17,-13,1.40, 3,31.30,13,31.22,16,28.96,31,3981.95,173
96783,0.46,-27,1.05,-143,31.70,62,33.17,-32,39.15,31,74.21,95
96887,31.01,-64,31.85,69,0.67,15,32.20, 0,49.70,-13,133.23,-78
96992,30.00,-125,0.92,60,0.88,36,32.20,-32,11.40,-54,24.02,-123
97097,0.27,-110,1.75,108,0.13,-39,31.22,-16,20.18,-19,3990.73,-41
97202,31.98,28,0.99,-51,31.90,26,31.22, 0,3993.78,-1,3985.24,-4
97306,31.95,56,1.12,-28,31.92,14,31.22,32,3986.89,-7,3972.87,-10
97411,0.30,115,1.60,-8,0.17,92,31.22, 0,3942.74,-23,3964.88,71
97516,0.99,55,1.19,67,31.56, 1,30.24,32,3956.52,31,3827.32,170
97621,31.86,-7,1.06,-51,0.07,-92,30.24, 0,3969.82, 1,45.06,-109
97725,31.24,-67,0.28,-65,31.85,70,32.20,-32,38.17,21,21.52,18
97830,30.05,661,0.89,-89,0.94,-290,30.24, 0,3965.98,54,101.28,-273
97935,31.79,92,1.81,59,31.93, 6,31.22,-16,2.13,-29,3946.59,-4
98040,31.91, 4,1.67,-31,0.14,-8,31.22,32,3972.20, 1,3986.83,-22
98145,0.21,29,1.10,-5,31.99, 0,31.22, 0,14.09,13,44.63, 2
98250,0.04,14,1.07,-14,31.97,-15,31.22,-32,21.65, 6,67.68, 7
98355,31.96,24,0.89,-30,31.90,27,30.24,-16,18.17, 5,10.12,21
98460,31.61,-30,0.53,-23,0.38,51,30.24,32,3983.29,-10,3982.87,-8
98565,31.71,-14,0.61,32,0.43,-1,30.24, 0,3904.33,-19,30.37,56
98670,31.61,-2,1.03, 1,0.14,-5,30.24, 0,3893.78, 8,133.66,12
98774,31.68,-14,0.73,-22,31.95,-21,32.20,-32,3934.82,10,106.46,-38
98879,31.76, 5,0.85,-97,31.63,-30,32.20,-32,3919.21,-5,66.40, 7
98984,31.49,-9,0.33,33,31.55, 0,32.20,-32,3913.96,13,101.34, 5
99089,31.53, 9,0.72,10,31.40,-18,32.20, 0,3945.49,33,105.61, 9
99194,31.41, 8,0.90,18,31.73,12,30.24, 0,3946.95,-30,48.29,-44
99299,31.31,-19,1.23,10,31.61, 3,30.24, 0,3939.09,12,3988.78,-36
99404,30.99,-2,1.02,28,31.74,-12,32.20,-32,3958.60,13,3894.09, 7
99509,31.06,-2,0.79,20,31.86, 5,30.24, 0,3957.74, 7,3930.85,53
99614,31.56,-2,1.13,-43,31.86,-5,30.24, 0,3961.83,-3,3988.05,30
99724,31.77, 3,0.97,-15,31.64, 6,30.24,32,6.22,12,3985.18,-6
99830,0.02,-13,0.60, 9,31.71,-9,29.27,32,27.26,-9,1.40,-11
99935,31.94,-1,0.84,-4,31.74,10,32.20,-16,28.66, 2,3983.96,-13
100040,31.51,-21,1.04,-6,0.04,-2,30.24,16,29.02,-5,3883.60,-35
100145,31.56,10,1.15, 2,0.27,37,30.24,16,26.34, 8,3983.11,51
100250,31.24,14,0.98,-17,0.10,-23,28.29,16,3987.93,-11,153.72,10
100355,31.45,35,1.42,-9,31.68, 8,30.24,16,3977.87, 4,3985.85,-36
100460,31.69,-9,1.11,14,31.69,10,30.24,32,18.66,15,3983.60,-8
100565,31.81,-3,0.77,-8,31.87, 4,30.24, 0,17.20,-9,3940.61, 9
100670,31.87,-3,0.92,-1,31.97, 1,32.20,-32,11.77,-1,3980.55, 0
100774,31.79, 0,1.04,36,0.07, 3,30.24, 0,3985.67,-1,29.27,17
100879,31.51, 9,1.09,41,0.24, 3,30.24,32,3939.76,-12,15.73,-6
100984,31.56,-13,0.91, 7,0.19,18,30.24,32,3933.35,-1,61.40,34
101089,31.42, 6,0.86,-2,31.96,-8,32.20,-32,3929.94, 4,66.65, 5
101193,31.28,-8,0.69,-13,0.12,-16,30.24, 0,3946.10,-4,42.32,-24
101298,31.42,-10,0.72, 3,0.01,-3,30.24, 0,3975.06, 6,3993.48,26
101403,31.47,-6,0.68,19,31.72,-13,29.27,16,33.96,16,75.00,18
101508,31.45,13,0.65,-23,31.40,-30,29.27,16,75.37, 9,3968.11,-48
101613,0.10, 1,0.45,21,30.79,14,29.27,16,136.59,19,3888.11,66
101718,0.20,53,0.64,-26,31.50,49,31.22,-16,209.02,-7,3834.63,10
101823,1.36,-61,1.28,-129,0.76,63,29.27,-16,240.85, 3,3951.46,200
101928,1.64,22,1.50, 7,31.31,-79,29.27,16,189.70,83,3736.95,-56
102033,29.82,539,1.18,885,30.83,746,29.27, 0,3995.85,-65502,3910.43,-653
102138,31.71,223,0.73,-133,0.40,-401,31.22,-32,3955.85,53,3969.15,166
102242,31.92, 5,0.50,-4,0.77,-35,32.20,-16,3976.95,35,3993.54,-65434
102347,31.45, 8,0.60,-19,0.31,11,32.20,-32,3940.61,-12,3981.59,-22
102452,31.46,-1,0.57,-12,0.50,-42,30.24, 0,3989.27, 7,30.12, 4
102557,31.30,-27,0.57,26,0.38,16,29.27,16,30.73,-4,32.56,-30
102662,31.45,12,0.65,-2,0.43,-1,31.22,-16,7.74, 2,3982.80, 8
102767,31.47,43,0.87,10,0.31,-26,31.22,-16,25.24, 9,21.95, 8
102872,31.67,-9,0.87,24,0.14,30,29.27,32,40.55, 9,45.85,19
102977,31.58,-83,31.87,-51,0.71,-46,29.27, 0,124.94,-6,3993.35,-16
103082,31.39,141,2.30,-218,31.90,-14,29.27, 0,72.01,-56,3938.78,15
103186,31.58,16,0.99, 5,31.84,-34,29.27, 0,15.73,-3,7.20,-9
103290,31.55,-30,0.96,27,31.90,-6,31.22,-64,8.90,-3,3986.46,-6
103395,31.83,-39,0.90,22,31.83,-24,29.27, 0,3974.02,-11,3985.37,27
103500,31.76,-19,0.79,18,31.75,28,31.22,-32,3947.07,-2,39.02,-11
103605,0.10,-12,0.98,57,31.98,-108,29.27, 0,3939.70,-1,3987.07,-13
103710,0.15,21,1.62,23,0.01,65491,29.27, 0,3886.77,-12,3976.89,-5
103815,1.14,136,1.09,68,31.29,-58,31.22, 0,18.54,18,62.32,-24
103920,0.04,114,0.40,-16,0.47,-100,29.27, 0,80.79,22,3891.71,-118
104025,30.84,171,1.10,-5,1.26,-263,29.27, 0,3966.65,-53,29.39,27
104130,0.64,-68,1.02,52,0.04,78,29.27, 0,29.21,-4,38.66,-27
104236,0.31,49,1.17,10,0.07,-26,30.24,-16,7.13, 2,3956.95,25
104341,0.45,-5,1.04, 5,31.80,-6,28.29,16,10.30,-4,39.27,21
104446,31.94,-114,0.94,-1,31.80,-41,28.29,16,22.44,-15,86.52,62
104551,30.59, 0,0.75,-30,0.35,15,30.24, 0,37.44,-5,1.22,45
104656,31.55,28,1.72,11,31.87,-76,30.24,-32,3975.06,21,3960.73,-34
104761,31.91,-22,1.80,25,0.27,-14,30.24, 0,3959.21,-19,3989.02,-25
104866,0.91,-9,1.35,-58,31.98,13,28.29, 0,3967.26,-3,3982.20,178
104971,0.32,-88,0.99,12,0.22,19,30.24, 0,3989.15,-13,161.89,31
105076,31.89,14,1.16,13,0.31,-20,28.29,64,3957.74,-1,5.61,-39
105181,31.85,-19,1.00,-14,0.20,19,28.29,32,3960.24,-11,3966.46,-52
105286,31.77,-14,0.44,-57,0.10, 7,29.27,16,3925.30,-15,3924.70,36
105391,31.75, 9,0.29,-25,31.86,-34,29.27,16,3904.63,28,152.26,10
105496,31.33,-23,31.86,50,0.06,14,29.27, 0,40.55, 2,220.73,-93
105601,30.70,-34,0.29,-5,31.93,24,29.27, 0,68.84,-2,96.77,-44
105706,30.81,10,31.91,-4,31.77,-3,29.27, 0,96.46, 2,118.72,-9
105811,31.28,40,31.71,-15,31.64,-12,28.29,16,90.73,-8,117.38,-78
105916,31.30,21,31.29,-21,31.78,25,28.29, 0,3988.48,-25,3932.32,-37
106021,31.34,-24,31.21,15,31.85,-21,30.24, 0,3947.62, 7,3891.40,12
106126,31.70,-4,31.40,-20,31.69,-29,28.29, 0,3905.49, 0,3987.74,109
