Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ
40437,31.11, 1,0.02,29,31.86,28,35.12, 0,3984.82,-5,3915.98,15
40542,31.13, 4,0.24,-2,31.94,-20,36.10,16,3964.51,-8,3929.70, 5
40647,31.36,-7,0.32, 3,31.81,13,36.10,-32,3972.80, 5,3953.66, 5
40752,31.27,-8,0.52,14,31.97,15,34.15,32,3982.44,-2,3918.29,-20
40857,0.08,-37,1.01,25,31.70,66,34.15,32,47.07,-16,3987.50,50
40962,30.58,-99,1.02, 2,0.58,-85,33.17,16,3992.93,-14,101.52,-220
41067,0.55,278,1.33,28,31.67,131,35.12,16,3993.60, 7,3760.49,47
41172,31.91,59,1.26,21,0.19, 5,33.17, 0,3988.96,-16,3934.63,-17
41277,0.17,21,0.99,-21,0.18,-13,35.12, 0,3960.06,-3,3994.76,-1
41382,0.52,-7,0.48,-37,0.33, 8,34.15,-16,3973.84,12,37.93,16
41487,0.43,-28,0.89,41,0.29,30,34.15, 0,20.61, 4,28.11,29
41592,30.68,102,1.21,139,0.34,126,34.15,-32,3939.09,-48,164.21,-156
41697,31.52,-34,0.82, 0,0.57,-3,34.15, 0,3968.41,-42,14.39,17
41801,31.33,-99,0.68,-64,0.41, 9,33.17,16,3907.13,-22,90.79,94
41906,30.65,49,0.32,-21,0.07,-12,37.07,-48,3986.95,34,66.59,-69
42011,31.28, 4,0.15,10,31.75,-1,35.12,-32,98.90,23,4.94,-14
42116,31.33,28,0.56,17,31.71, 6,33.17,32,98.23,-1,3994.70,-1
42221,31.56, 2,0.82,-18,31.98,-5,33.17,32,112.07,-1,108.84, 9
42326,31.52,-33,0.61,25,0.00,65476,34.15,16,76.10,-8,177.38,141
42431,30.86,-2,0.71, 3,31.98, 4,32.20,64,36.59,-6,58.66,21
42536,31.14, 5,0.47,-8,31.88,-52,36.10, 0,3.78, 0,3975.98,-17
42641,31.07,-31,0.64,33,31.34,-68,36.10,-32,13.60,32,3990.55,59
42746,30.82, 7,0.38,-38,31.08,63,34.15, 0,166.77,43,32.56,-21
42851,30.99,-13,31.67, 5,31.60,34,33.17, 0,232.56, 8,3989.02,-33
42956,31.39,32,31.66,-9,31.84,16,33.17,32,213.66,-17,3995.98,-48
43061,31.35,14,31.45,-4,31.89, 4,36.10,-16,149.76,-5,3972.13,34
43166,31.34, 1,31.36,-10,31.94,-5,34.15,-32,120.37,-3,140.91,-26
43270,31.32, 2,31.16,17,0.03, 7,34.15,-32,77.01, 5,89.09,-61
43375,31.40,10,31.42,11,0.02,18,33.17,16,54.27,-5,27.01,76
43480,31.23,-12,31.23, 3,31.94,15,33.17,48,18.90,10,3988.96,-19
43585,31.39,80,31.90, 3,0.07,-33,33.17,32,3892.50,-37,3835.73,-25
43690,31.63,-16,31.91,-53,31.80,16,34.15,16,3676.16,-36,3735.12,-24
43795,31.02,-115,31.71,95,31.49,221,36.10,-32,3762.13,83,3647.87,34
43899,30.28,217,0.82,-50,0.97,-29,34.15,32,3894.94,-41,3928.96,206
44004,30.85,43,31.97,-11,0.17,-4,34.15, 0,3860.12, 5,43.48,51
44109,31.60,-54,0.07,-106,0.02,65317,34.15, 0,3975.43,80,39.33,63
44219,31.37,46,0.16,20,31.94,-31,32.20,64,7.99,22,8.35, 7
44324,31.28,11,0.46, 6,0.15,-21,34.15,-16,1.89,-9,3991.59,-13
44429,31.10, 3,0.39, 2,0.08, 6,34.15,16,3991.95, 2,15.12,-7
44534,31.17,-9,0.38, 5,0.09,-22,32.20,32,3990.49,-2,0.49, 8
44639,31.11,17,0.39, 5,0.08,26,34.15, 0,3988.17, 3,3985.06,-4
44744,31.13,-22,0.36, 9,0.12,-6,34.15, 0,3982.74,-3,3980.67, 2
44849,31.06,-8,0.31, 4,0.19, 4,32.20, 0,3968.66,-6,3953.17,-19
44954,31.11,-5,0.06,-34,0.17,-1,34.15, 0,3957.26, 2,3928.29,-8
45059,31.12,-4,0.10, 3,0.16,-8,35.12,-16,18.17,-2,3980.91,-23
45164,31.41,-11,0.73,11,0.35,26,35.12,-32,87.50, 6,3993.60,-31
45269,0.30,57,0.73,110,31.85,40,33.17, 0,139.09,27,3966.46,46
45374,31.29,-134,0.20,130,0.51,151,33.17,32,3978.48,16,3950.06,46
45479,31.54,47,0.48,-31,0.49,-11,36.10,-48,3.96,22,12.50,31
45584,31.27,-7,0.59,11,0.38,-22,34.15,16,8.96,-13,52.20,-30
45689,31.09,-27,0.41,27,0.39,17,34.15, 0,3973.11,11,8.54,-10
45794,31.28,-21,0.28,10,0.40,-38,36.10,-32,32.38,-14,11.46,32
45898,31.22,-12,0.29,17,0.31, 2,36.10,-32,2.50, 3,3972.80,-6
46003,31.24,-7,0.38, 6,0.35,-11,32.20,64,4.15, 4,3990.18, 0
46108,31.37, 2,0.33,-21,0.34,38,32.20,32,10.00, 7,12.62, 7
46213,31.12,-11,0.54, 1,0.29,26,32.20,32,22.13, 4,7.13,-34
46318,31.13,19,0.58, 8,0.38, 0,36.10,-64,18.11, 6,3991.46, 6
46423,31.18,37,0.65,-10,0.26, 3,34.15, 0,26.52,-9,17.20,-27
46528,31.23,25,0.62, 7,0.20,-18,34.15,32,5.43,-2,2.93,-12
46633,31.21,-6,0.62,31,0.21,-15,34.15, 0,4.09,-7,11.52, 3
46737,31.32,11,0.69, 2,0.17,38,32.20,32,3993.11, 4,2.93,11
46842,31.34,-34,0.87,28,0.05,-18,34.15,32,40.85,18,171.22,32
46946,31.04,29,0.55,-9,31.97,-54,34.15, 0,8.96, 5,86.40, 1
47051,31.33, 0,0.18,-10,31.78,-2,32.20, 0,19.02, 2,15.73,-39
47156,31.71,-11,31.46,-35,31.56,42,34.15,-32,41.22,19,122.32,46
47261,31.86,-47,30.99,14,31.27, 4,32.20,32,99.76,83,254.39,79
47365,31.58,-86,31.47, 8,31.33,99,34.15, 0,194.51,18,242.99,-12
47470,30.76,-62,31.41,-19,31.61,70,34.15, 0,72.62,10,74.76,-63
47575,31.33,31,31.26, 9,31.46,-13,34.15,-32,3992.68,13,3970.24,-21
47680,31.33,-13,31.31,-17,31.50, 5,34.15, 0,6.95,-3,2.99,-21
47785,31.45, 3,31.33,12,31.55,-1,34.15,-32,3986.34,-5,3991.34, 3
47890,31.43, 4,31.34,-3,31.56,-6,33.17,32,3972.93,-3,14.15,-3
47995,31.43, 1,31.32,-2,31.52,14,35.12, 0,3968.48,-5,19.39, 3
48100,31.44, 5,31.35, 7,31.48, 0,33.17, 0,3957.68,-1,25.18,-3
48205,31.43,-13,31.45, 4,31.42,-24,35.12,-32,3944.45,-8,26.65,-9
48315,31.57, 4,31.57,-3,31.36, 9,33.17,16,3910.30,-8,46.28, 3
48420,31.49,-9,31.74, 5,31.10,-13,34.15, 0,3887.26, 3,53.78,-7
48525,31.72, 7,0.07,-5,31.02,-14,34.15, 0,3869.33,-6,83.78,15
48630,31.65,406,0.34,102,30.54,-9,32.20,32,3826.52,-124,3753.90,432
48734,31.27,54,0.53, 9,30.48,66,32.20,32,3904.39,36,47.74,-20
48839,31.88,39,0.52,-47,31.20,108,34.15, 0,3975.85,23,50.61,-26
48944,31.74, 0,0.40,17,31.11,-43,34.15, 0,103.54,-8,3932.13,-12
49049,31.53,-31,0.23, 6,30.99,12,32.20, 0,57.13,-44,3890.98, 9
49153,31.40, 6,0.10, 4,31.11, 3,34.15, 0,3993.11,-6,3963.54,13
49258,31.44,11,0.23,-7,31.15,-11,32.20,32,3979.94,12,21.10, 8
49363,31.46, 9,0.31,-2,31.06,-10,33.17,16,3993.35, 4,7.80,-7
49468,31.47,-4,0.25,-8,31.13,-7,33.17,16,1.34,-1,3989.21, 3
49573,31.48,36,0.28,-13,31.14,-13,34.15,-48,3943.41, 3,3955.67,-18
49678,31.30,-13,0.42, 9,31.01,12,34.15,-16,3977.01, 3,3983.90,-34
49783,31.38, 7,0.44,22,31.21,-19,32.20,32,3985.61,-10,3969.33, 0
49888,31.42, 3,0.47,26,31.23,12,32.20,32,3971.77, 6,3965.49,-49
49992,31.38,-36,0.55,45,31.23,-20,32.20,32,5.06, 8,3992.80,34
50097,31.51,29,0.58,-8,31.13,-57,34.15, 0,3987.20, 2,36.83, 8
50202,31.35,-94,0.86,28,30.81,118,33.17,16,127.74,25,3983.05,-55
50307,31.58,-23,0.41, 0,30.92,46,33.17,16,241.40,-2,3989.82, 8
50412,31.61,-41,31.62,-20,31.47,30,33.17, 0,146.22,-14,3971.59,-23
50517,31.42,-63,31.61,30,31.67,244,33.17, 0,106.46,-136,225.73,84
50622,31.27,-2,31.32,-17,31.46,-12,33.17, 0,4.51,13,3979.51,27
50727,31.23,11,31.46,-2,31.31,55,33.17, 0,47.01,12,3965.18,-2
50832,31.35,20,31.52,-4,31.63,-15,32.20,-16,12.07,-10,3970.24,11
50937,31.32, 1,31.43, 3,31.54,16,32.20,16,3990.06, 0,1.04,12
51042,31.36,15,31.45,13,31.55,-19,32.20,32,3981.83,-6,12.01, 7
51147,31.35,-8,31.48,-7,31.53,-7,32.20, 0,3971.77,-5,22.68,14
51251,31.33,17,31.48,14,31.51,32,34.15, 0,3968.72,-5,31.89, 2
51356,31.46,-33,31.59,-1,31.45,-6,34.15,-32,3961.40, 5,52.50,11
51461,31.44,23,31.68, 6,31.36,-17,34.15,-32,3942.38,-13,79.09,-3
51566,31.60, 8,31.76, 6,31.15,15,33.17,-16,3901.16, 3,97.07, 8
51671,31.71, 0,31.98,18,31.19,40,33.17,16,3869.09,-18,96.52,-20
51776,31.92,-64352,0.38,1134,30.51,2316,33.17, 0,3919.09,1073,3994.02,-1416
51880,31.81,-3,0.39,70,30.75,38,33.17,-16,3879.33,-1,72.20,22
51985,0.09,19,0.45,-35,31.47, 9,33.17, 0,3951.28,49,16.59,-52
52090,31.97,-8,0.54,27,31.06,-70,33.17,32,102.99,51,3959.82,-1
52195,31.80,-38,0.19,27,31.08,-70,31.22,32,123.35,-59,3897.01,49
52300,31.50,53,0.19,-34,30.72,86,35.12,-32,3.72,22,3968.11, 6
52405,31.69,-6,0.15, 9,31.09,-23,33.17, 0,3987.80,-5,20.12,12
52510,31.69,21,0.23,22,30.92,-16,34.15,16,3985.37,-2,14.57,-8
52614,31.77,23,0.19,-3,31.07, 7,32.20,16,3981.89,-4,6.10,-6
52719,31.67,-5,0.31, 5,30.81,50,32.20,16,3976.71,-7,3977.26,17
52824,31.69,19,0.35,-20,30.88, 2,32.20,-32,3971.65, 7,1.10,-8
52929,31.67,-48,0.40,55,30.91,-136,32.20, 0,3949.15,-69,3970.91,76
53034,31.67,23,0.40,-7,31.11,-15,32.20,32,3972.44,-7,3987.44, 6
53139,31.86,-31,0.69,41,30.88,-18,32.20, 0,3965.61,-13,41.10,89
53243,31.75,-132,0.50,-7,30.67,169,34.15, 0,121.04,11,3988.78,-95
53348,31.81,130,0.65,46,30.76,35,34.15,-32,332.74,35,3883.72,18
53453,0.03,10,31.84,-48,31.40,-3,32.20, 0,201.95,-38,3936.77,-2
53558,31.12,159,31.15,75,31.78,232,32.20, 0,19.82,-27,134.57,-5
53663,31.98, 8,31.18,15,31.40, 6,33.17, 0,34.39,31,3881.16,94
53768,31.15,17,31.33, 1,31.42,-5,33.17,32,57.20,-4,3963.29,-30
53873,31.42, 6,31.40,-1,31.47, 3,33.17,-32,37.87,-3,3960.49,-7
53978,31.35, 0,31.29,-1,31.51,10,34.15,-16,28.41, 7,3970.98,-11
54083,31.36, 5,31.25,14,31.61,-15,34.15,-32,44.94, 3,3955.00,-3
54188,31.41,-18,31.26,10,31.66,-9,34.15, 0,60.73, 5,3942.56, 2
54293,31.42, 1,31.23,-3,31.73,17,34.15,-32,77.80, 7,3917.56, 3
54398,31.49, 8,31.30, 8,31.88,-2,31.22,16,118.48,13,3885.61,-2
54503,31.81,25,31.51, 2,0.03,-14,33.17,-16,165.85, 9,3863.17, 3
54608,31.79,-38,31.84, 0,0.65, 8,33.17, 0,173.66,-13,3868.17,-72
54712,1.13,-267,1.23,-257,3.36,-765,33.17, 0,3929.09,-57,14.57,154
54817,0.19,-40,0.30,-16,0.80,52,34.15,-16,3964.57,-59,96.46, 4
54922,31.20, 6,31.26, 1,0.58,41,34.15,-16,3990.06,27,32.62,-34
55027,0.04,-51,31.85,-2,0.89,-4,32.20, 0,3989.82,-7,0.61,24
55132,0.00,-3,31.75,23,0.84,14,34.15,-32,7.32, 8,3985.55,10
55237,31.86,-12,31.61,-4,0.81,-23,32.20, 0,3990.55, 4,7.07, 4
55341,31.64,19,31.75,11,0.86, 3,34.15,-32,3992.26,-7,3986.71,-8
55446,31.96,10,31.66,-3,0.79,-11,33.17,-16,3986.59, 5,3982.87, 8
55551,0.29,21,31.81, 1,1.01,11,33.17,-64,7.62,-7,3971.65,39
55656,0.10,-1,31.78,10,0.95,-3,33.17, 0,3970.12,-3,59.51,31
55760,31.88,-57,31.58,38,0.98, 9,31.22, 0,3966.71,-16,109.45,30
55865,31.57,27,31.71,-21,0.85,-37,33.17,-32,3901.89,-12,66.46,-22
55970,31.71,-42,31.46,-8,0.36,-33,31.22, 0,3879.57, 4,112.62, 6
56075,31.56,-5,31.41,-6,31.98,-36,33.17, 0,3879.82,-2,111.16,-3
56180,31.30,-15,31.23,-4,31.83, 7,31.22, 0,3901.22,13,122.80,-24
56285,31.28,22,31.22, 2,31.57,10,34.15,-48,3928.84, 2,36.04,-6
56390,31.42, 3,31.22, 2,31.59,-20,30.24,16,3942.68, 6,3995.30, 4
56495,31.36,-26,31.34,21,31.51,28,32.20, 0,3940.67,-9,3987.56,-16
56600,31.47, 2,31.20,-10,31.60,35,30.24,32,3959.02,19,6.16,-7
56704,31.44, 0,31.19,12,31.36,-33,32.20, 0,11.65,18,36.40, 5
56809,31.47,-2,31.51,17,31.48, 5,32.20, 0,15.43,-10,43.17,-7
56914,31.49,-5,31.38,-7,31.32,-8,30.24, 0,3976.95,-10,1.83, 7
57019,31.49, 6,31.32, 1,31.31, 4,30.24,64,3973.84, 9,25.12,-5
57124,31.45, 4,31.32, 3,31.22,-2,32.20, 0,3986.83, 1,3994.09,-7
57229,31.52,-6,31.32, 0,31.26, 8,34.15,-32,4.09, 6,3982.32, 0
57334,31.49, 8,31.32, 8,31.28,-26,31.22,16,26.28, 7,3976.04,-6
57439,31.46,-27,31.30, 6,31.34,-26,31.22,16,42.80, 5,3971.10,-8
57544,31.45,14,31.31,-19,31.44,23,33.17,-48,61.04, 6,3950.98,-5
57649,31.45, 0,31.28,-1,31.57,-7,31.22,48,76.59, 5,3939.21,-6
57754,31.52,-16,31.28,-11,31.68, 4,31.22,48,98.72, 4,3920.24,-3
57859,31.58,-10,31.27,-10,31.84, 2,33.17,-16,113.23, 8,3895.91, 7
57964,31.73,36,31.46,16,0.22, 7,31.22,48,159.15,12,3870.55,39
58069,31.81,-54,31.75,14,0.48,61,33.17, 0,190.98,15,3900.91,-11
58173,0.63,-87,1.03,-224,2.96,-440,31.22,-48,3943.41,14,9.51,101
58278,0.21,44,0.44,-10,0.76,18,31.22,16,3984.63,-73,3992.93, 7
58383,30.92, 1,31.41,-30,0.61,25,33.17,16,3969.45,19,37.44,-97
58488,0.09,24,31.80,21,0.94, 8,31.22,16,3989.70,-1,3968.17,42
58592,31.88,10,31.83,15,0.81, 1,31.22,16,10.43, 6,3.60,-4
58697,31.83,-1,31.75,-17,0.84,26,31.22,-16,3985.91, 3,3986.95, 1
58802,31.76, 6,31.65,-23,0.84,-9,31.22, 0,3994.63, 4,3992.93,-2
58907,31.73, 1,31.77, 1,0.85,-12,31.22, 0,1.34,-8,2.74,-5
59012,31.81,-11,31.74, 3,0.80,-19,29.27,64,3988.17, 1,3990.73,-5
59117,31.83,48,31.72, 9,0.86,-1,31.22,32,3994.21, 9,3974.33,-1
59221,31.99,-65502,31.82, 9,0.90,-30,31.22, 0,3979.09,-7,3987.93,36
59326,31.86,-28,31.84,-3,1.00,53,33.17,-16,3974.70,-14,34.33, 0
59431,31.74,17,31.64, 0,0.98,20,33.17,-48,3945.18,-15,44.63, 0
59536,31.70,-3,31.55, 8,0.87,-26,31.22,16,3909.70,-5,28.48, 7
59640,31.74, 0,31.42, 1,0.56, 6,32.20, 0,3909.82,-9,86.83,16
59745,31.56,10,31.46, 3,0.29,-5,30.24,32,3901.10,-13,86.83,11
59850,31.49,-4,31.33, 2,31.93,-19,31.22,16,3870.43, 4,87.38,-6
59955,31.55, 0,31.29,10,31.69,-25,33.17,-32,3946.52,12,92.93,-1
60060,31.24,17,31.17,10,31.40, 4,31.22, 0,3947.62,-10,52.13, 2
60164,31.43,-20,31.19, 0,31.64, 2,31.22,32,3961.52,-4,26.16,-8
60269,31.57,-6,31.15,-8,31.59,-4,33.17,-32,3986.59,16,3988.54, 3
60374,31.54,12,31.28,-7,31.50, 8,33.17, 0,3976.71,-11,3985.49,22
60479,31.53, 4,31.24,-1,31.54,29,31.22, 0,3981.77,11,18.35, 4
60584,31.51, 3,31.28,-10,31.48,-23,31.22, 0,15.91,-1,6.10,-7
60689,31.43,-16,31.31, 5,31.40,-6,33.17, 0,0.18, 1,6.89,-2
60794,31.49,-10,31.30,18,31.50, 1,32.20,-16,3985.49, 0,3993.17, 1
60899,31.47,11,31.25, 8,31.49,-18,30.24,16,4.33, 5,3990.73, 1
61004,31.39, 6,31.27,-10,31.47,-5,30.24,16,12.62, 3,3984.76,-2
61109,31.46,-1,31.27, 2,31.50,12,30.24,48,21.89, 5,3974.45, 1
61217,31.43,-8,31.24,-13,31.54,11,32.20,-16,31.83, 5,3971.77, 2
61323,31.45, 4,31.24,-6,31.57, 2,34.15,-32,50.49, 6,3950.18,-2
61428,31.48, 9,31.29,-14,31.67,-12,32.20, 0,63.66, 7,3929.63,-3
61533,31.53,-8,31.29,-10,31.80, 3,32.20, 0,74.09, 3,3913.35,-4
61638,31.52, 8,31.22,12,0.08,23,32.20, 0,106.46,26,3896.34,-16
61743,31.66, 9,31.51,-11,0.39,-19,30.24,32,153.60,-2,3890.67,-3
61848,31.83,23,31.77,-1,0.99,44,33.17,-32,171.34,-17,3865.85,16
61953,0.69,-34,0.01,20,0.88,-44,31.22, 0,46.16,21,32.38,76
62058,31.98,-29,0.02,-7,0.65,25,33.17,-32,3927.87,-7,59.39,33
62163,31.52,30,31.36,17,0.72, 3,31.22,32,13.78,18,3943.60, 8
62267,31.94,-14,31.84,-7,0.88,-8,31.22, 0,3987.07,-6,6.46, 2
62372,31.79,-14,31.70,-14,0.81,-16,33.17,-64,3993.41, 3,3991.34,-10
62477,31.81,-8,31.67,-4,0.80, 0,33.17,-32,3992.32, 2,9.76,10
62582,31.72,-1,31.65, 2,0.73, 6,28.29,80,0.12, 1,3994.63, 1
62686,31.85,-6,31.67,13,0.86, 3,30.24,48,5.49, 0,10.79, 7
62791,31.90,-25,31.90,-13,0.79, 5,32.20,-16,4.88, 5,22.32, 1
62895,0.10,-17,31.63,-15,0.97,-4,30.24,48,3943.66,-1,41.52,51
63000,31.53,24,31.64, 7,0.92, 0,30.24,32,3951.77,-12,42.07,-13
63105,31.65, 8,31.51,-19,0.71,-7,32.20, 0,3906.59,-3,29.15,-6
63210,31.56,10,31.34,-7,0.51, 4,32.20,-32,3900.85, 3,52.32, 6
63314,31.68,-25,31.38, 2,0.40,-21,32.20,16,3927.99, 0,119.51,22
63419,31.29, 2,31.46,-4,0.11,-22,30.24,32,3882.99,-21,83.17,-41
63524,31.50, 9,31.19,19,31.73,-4,28.29,32,3884.76,12,75.91, 4
63629,31.54,-2,31.22, 2,31.44,-19,30.24,32,3933.78,14,80.73,-3
63733,31.26, 1,31.44,14,31.34, 4,32.20, 0,3968.29, 3,89.39,-39
63838,31.37,-1,31.35, 8,31.30,19,30.24,32,3968.23,13,50.91,-12
63943,31.45,-15,31.40,-3,31.22,-13,32.20, 0,3980.37, 9,66.04,-3
64048,31.54,-18,31.41,-2,31.14,-2,31.22,-16,37.99, 9,103.35, 2
64153,31.47,-6,31.54,14,30.83,11,31.22,16,72.74,-6,126.10,-3
64258,31.72,-7,31.67, 2,31.02,21,31.22,16,34.09, 1,128.11,-3
64363,31.90, 7,31.57,-16,31.21,-26,31.22, 0,37.87, 7,94.15,-22
64468,31.78,-8,31.49, 5,31.21, 0,31.22, 0,87.13,16,0.55,65521
64573,31.69,-15,30.96,-29,30.89, 1,32.20,16,26.52,-78,3992.13,53
64678,31.67,-41,31.48,11,31.98,26,30.24,32,3988.11, 1,3958.11,23
64783,31.66,-38,31.17,-11,31.18,-11,32.20, 0,6.83, 9,24.39,19
64887,31.23,22,31.60,14,31.30,-6,30.24,64,50.67,-15,5.49,-38
64992,31.54,17,31.52,-17,31.29,29,32.20, 0,3947.20,-22,3946.34,-3
65097,31.54,19,31.22,-1,31.29,33,31.22,16,3938.72, 9,3977.80,-5
65201,31.67,12,31.36,-7,31.19,-1,33.17,-16,3974.70, 7,3988.48, 8
65306,31.60, 4,31.58,13,31.16,-11,33.17, 0,1.28, 3,37.62,-2
65411,31.59,11,31.54,-18,31.11,20,31.22, 0,3986.83,-6,42.99, 0
65516,31.70,24,31.39,14,31.14,-3,34.15,-48,3991.83, 1,10.43,-5
65621,31.77,26,31.39,-2,31.15,-12,32.20,-32,3978.66,-10,12.44,-5
65727,31.89,28,31.37,-3,31.14,-9,32.20,-32,3981.46,-2,23.11, 3
65833,0.04,-12,31.36, 8,31.06,-27,33.17,-16,3971.59, 3,39.94,-5
65937,31.95,14,31.44, 8,30.96,11,31.22,16,3974.09,-5,25.79,-12
66042,0.20,10,31.58, 9,30.98,-9,33.17,-16,3964.45,-7,3972.62, 7
66147,0.25,18,31.52,-10,30.92,22,31.22, 0,3974.02, 8,3994.70,11
66252,0.15,-18,31.62, 4,30.91,-10,31.22,-32,6.40,-3,9.02,-8
66357,0.21,12,31.57,-12,30.92,14,31.22,-32,6.65, 4,3963.60, 8
66462,0.16,-23,31.48,-13,30.96,-2,32.20,16,41.77, 8,3977.87, 5
66567,0.03,-31,31.48,-10,31.06,28,32.20,-32,43.54, 1,3958.17,-10
66672,31.86,35,31.47,19,30.90,-9,32.20,-32,17.62, 9,3903.90, 0
66777,31.94,-24,31.26,-68,31.00,36,30.24, 0,55.30, 5,3992.07, 8
66882,31.58, 5,31.22,11,31.21, 5,30.24,64,40.18,-7,3980.79,-24
66987,31.59,10,31.34, 8,31.30,-10,32.20,-32,39.39,-2,3948.96,-2
67092,31.59,-21,31.36, 9,31.33, 3,32.20, 0,23.23,-1,3964.09, 3
67197,31.47,-18,31.40,23,31.47,-5,32.20,-48,14.45,-4,3971.40, 8
67302,31.34,-9,31.58, 2,31.50,-10,31.22, 0,4.82,-3,3989.88, 7
67407,31.26, 6,31.64,-11,31.48,-19,31.22, 0,3982.38,-18,3983.96,12
67512,31.22,13,31.74,-2,31.51,-4,31.22, 0,3974.63,-3,3960.49,-12
67617,31.07, 9,31.87, 8,31.52,-7,33.17,-32,3961.52,-6,3911.71,-23
67722,31.25, 1,0.06, 0,31.59, 1,33.17,-64,3966.04,-14,3882.13,23
67826,31.19,-4,0.29,-19,31.84, 9,31.22,32,3929.33, 0,3841.89,14
67931,30.76,-80,1.93,-142,1.36, 9,31.22, 0,3991.52,-108,104.94,-62
68035,31.91,32,0.06,-12,0.07, 9,33.17,-32,3943.23,33,3935.00,-13
68140,30.55,-26,0.22,-16,0.36,-9,31.22, 0,27.44,15,18.23,-68
68245,31.21,16,0.12,-3,0.32, 5,30.24,16,29.57, 2,3975.61,-6
68350,31.24,-1,0.35, 8,0.05,21,30.24,16,35.67, 1,41.22,20
68455,31.04, 4,0.52,-6,0.02,11,30.24,16,11.10,-11,19.94,-12
68560,31.11,-4,0.43,-9,0.04, 6,32.20,-32,3988.72,-7,1.89,-6
68664,31.11, 6,0.31, 0,0.15, 1,30.24,48,3992.32, 0,3988.72, 4
68769,31.22,-5,0.32,17,0.04, 4,30.24,16,10.06, 6,44.09,15
68874,31.25,15,0.42,-5,0.23, 7,31.22, 0,18.29, 9,29.76,15
68979,31.46,-30,0.38,15,31.95,-9,33.17,-32,51.10,16,114.76,35
69084,30.73,-28,0.57,21,31.23,15,31.22, 0,60.49, 8,147.50,-35
69188,31.24,34,0.59,-8,31.16,-3,32.20,-16,9.76,-7,90.06,-8
69293,31.28,-1,0.28,-10,31.12, 3,32.20,-16,26.04,-3,60.43,-8
69398,31.35,-3,0.20,-21,31.18,12,32.20, 0,10.24,-7,3984.70,-7
69502,31.66,-10,31.90,-4,31.19,-16,28.29,80,32.26, 4,39.88,43
69607,31.34,-26,31.83, 3,31.10,-6,32.20, 0,23.05,-5,40.67,-29
69711,31.48,24,31.73,18,31.09,-22,30.24,16,50.55, 2,3953.17, 1
69816,31.60,-21,31.73, 3,31.20,28,30.24, 0,44.57, 5,53.60,23
69921,31.42,-15,31.22,13,31.25,22,32.20, 0,77.68, 8,36.34,13
70026,31.29,-4,31.36,13,31.49,-16,32.20,-32,87.56,-3,3981.77,-42
70131,31.54,12,31.30, 0,31.42, 1,32.20,-32,75.49,-6,3992.13,-18
70235,31.50,15,31.38, 4,31.52,12,32.20, 0,14.88,-17,3987.26,-16
70340,31.68, 7,31.21,-3,31.54,-5,32.20, 0,3980.24, 1,3951.22,-12
70445,31.71,-8,31.11, 0,31.50,-7,32.20, 0,3985.12, 8,3966.52, 7
70550,31.62, 2,31.12,-6,31.49,-7,31.22,16,3987.20, 4,3977.93,-5
70655,31.68,-1,31.17,-3,31.57,-2,31.22,48,0.91,-2,3973.05,-2
70760,31.75,-2,31.15,-1,31.54, 9,31.22,16,3.96,-2,4.21, 0
70865,31.80, 6,31.09, 4,31.53, 5,29.27,48,0.85, 1,13.60,-2
70970,31.93,-8,31.09, 3,31.54,24,33.17,-16,3990.55,-4,8.11, 0
71075,0.13, 4,31.10, 8,31.58,-14,31.22,16,3992.50, 2,6.89, 6
71180,0.28,10,31.14, 7,31.54, 5,29.27,48,3995.12,-3,37.26,13
71284,0.33,-26,31.26, 1,31.50,16,29.27,64,3986.89, 1,61.34, 1
71389,0.58,18,31.35,22,31.55, 1,31.22, 0,4.33, 6,72.26, 8
71494,0.88,-56,31.37,63,31.79,-11,31.22, 0,7.74,38,134.94,22
71599,1.69,-71,31.76,106,31.82,37,31.22, 0,57.44,-10,111.77,-67
71704,0.85,-7,31.58,13,0.08,41,31.22, 0,2.26,21,9.63,77
71809,0.83,-14,31.42, 3,31.94, 8,32.20,-16,21.40, 5,33.29,-11
71914,0.84,-20,31.51, 0,0.10,12,32.20, 0,3993.29,-7,3990.43,-14
72019,0.81, 9,31.49,-8,31.98, 1,32.20,-32,3987.50, 1,3969.57,-4
72124,0.89,-52,31.51,-6,31.94,25,30.24,32,3.48, 1,3984.63, 0
72229,0.85,-12,31.50,20,31.98, 6,34.15, 0,3979.70,-8,3980.61,-1
72333,0.90,-18,31.72,-12,31.93,10,32.20, 0,3945.24,-18,3971.65,-32
72438,0.94,63,31.54,-114,31.87,-145,30.24,32,3945.18,106,3921.40,18
72543,1.51,-159,31.53,-3,31.22,116,30.24,32,14.39,39,51.10,160
72648,0.90,83,31.45,39,31.38,-21,29.27,48,3960.79,-22,3867.44,28
72752,0.65,25,31.41,29,31.39, 7,33.17,-48,3977.44,10,3902.68,-5
72857,0.35,24,31.11,43,31.17,-3,31.22,-32,2.26,-2,3880.12,-33
72962,0.18,-31,31.32, 5,30.97,13,31.22,32,3946.10,-8,3935.61, 9
73067,0.17, 4,31.32,15,31.30,47,30.24,16,3988.84, 8,3957.93,23
73172,31.99,-19,31.25, 2,31.26, 0,32.20,-32,32.99,12,3947.93, 5
