Time(ms),Teste,AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ
137851,10,1.00, 1,31.81,-9,31.84,13,3925.85,-32,3992.87,-1,3986.34,-3
137956,10,0.99,-2,31.80, 4,31.84, 2,3925.85, 0,3991.40,-2,3980.43,-3
138061,10,0.98,-4,31.81,-6,31.83, 1,3928.78,-48,3990.37,-5,3970.55,-5
138166,10,0.94, 3,31.82,-9,31.81,-3,3926.83,-16,3989.57,-2,3959.82,-1
138271,10,0.89,-2,31.83, 6,31.76,-3,3924.88,64,3986.95,-1,3940.30,-7
138376,10,0.81,-1,31.89,-6,31.63, 7,3925.85,-16,3983.54, 2,3914.33,-4
138480,10,0.76,-23,31.94, 9,31.50,-7,3925.85,16,3975.85, 1,3889.45, 2
138585,10,0.61,36,31.99,-26,31.16,-43,3925.85, 0,3982.32,33,3861.71,-12
138690,10,0.41,-61,0.11,22,30.83,30,3927.80,-32,6.52,-38,3789.09,-25
138795,10,0.09,204,0.35,-184,30.59,-72,3924.88,16,3927.87,-37,3870.85,-7
138900,10,31.82,181,0.26,73,30.57,260,3924.88, 0,3942.68,18,3920.85,111
139005,10,31.39,288,0.47,-18,31.42,-561,3925.85,16,36.46,132,60.98,157
139110,10,31.86,14,0.12,-1,30.70,32,3927.80, 0,72.38,25,42.32, 5
139215,10,0.35,-26,0.18,-33,31.24,69,3924.88,16,52.32,-20,38.11,-35
