n_samples,min_ax,min_ay,min_az,min_gx,min_gy,min_gz,max_ax,max_ay,max_az,max_gx,max_gy,max_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,mag_acc_mean,mag_gyro_mean,timestamp_inicio,timestamp_fim,classe
50,-16668.0,-25856.0,-15144.0,-976.0,-16241.0,-25786.0,11052.0,17280.0,3160.0,-880.0,20117.0,22147.0,-3482.4,-4690.32,-3184.72,-941.76,277.14,4641.06,7505.953732870993,13529.142425800683,4112.014061454557,22.629679626543545,9065.911073929636,10795.11346009851,16963.810634552116,13347.657995537538,2025-11-25T15:28:52.618526,2025-11-25T15:28:55.274452,0
50,-4956.0,-27088.0,-5464.0,-976.0,-6657.0,-17059.0,12868.0,-7212.0,3740.0,-912.0,4714.0,9750.0,3617.92,-16239.44,-1382.64,-948.8,-170.06,-4158.22,4259.324809591304,4917.9596426160315,2143.116326847425,19.530488985173925,2661.7232569145876,5699.86945917185,17357.651374643778,6497.113671700225,2025-11-25T15:28:55.274452,2025-11-25T15:28:57.935470,0
50,-13184.0,-25740.0,-8920.0,-992.0,-9670.0,-4825.0,11616.0,16432.0,4364.0,-912.0,6243.0,21269.0,-23.92,-3474.56,-2844.16,-956.8,-2293.52,7346.68,7175.36753021056,14015.85234534097,3186.1010113303064,18.38260046892169,4168.724400772975,6949.224136376664,16286.633400207296,9316.531768621837,2025-11-25T15:28:57.935470,2025-11-25T15:29:00.591410,0
50,-18288.0,-21556.0,-12044.0,-1008.0,-3960.0,-16943.0,5452.0,17568.0,5420.0,-928.0,18726.0,13170.0,-2526.08,-8237.84,-1730.4,-970.24,4084.1,-3185.24,4842.112083956752,13505.319585052403,3282.507529313528,18.033923588614876,5740.442057019651,8415.414329811694,17013.98992558834,10181.833871460522,2025-11-25T15:29:00.591410,2025-11-25T15:29:03.250065,0
50,-2752.0,-21180.0,-4756.0,-1008.0,-10719.0,-19342.0,5948.0,-11500.0,4764.0,-928.0,6911.0,15663.0,1525.12,-16564.24,704.96,-963.84,-814.6,-900.64,2135.9583576465157,1952.822516871413,1683.2759602632007,17.689951950189123,4274.897584738142,8078.570437298916,16863.913199970473,8177.955248738644,2025-11-25T15:29:03.250065,2025-11-25T15:29:05.902215,0
50,-27340.0,-32768.0,-20680.0,-1008.0,-22448.0,-32768.0,32767.0,27620.0,32767.0,-928.0,32767.0,32767.0,3311.5,-10332.0,-29.24,-971.84,1397.6,1895.46,11603.014494949146,17903.44982175223,12180.740224731828,16.87525999799707,10826.69508945366,16885.84305412081,23325.268309754636,17192.236700067024,2025-11-25T15:29:05.902215,2025-11-25T15:29:08.562271,0
50,-24692.0,-32768.0,-25708.0,-1040.0,-32768.0,-32768.0,32767.0,13708.0,32767.0,-944.0,32767.0,32767.0,3001.9,-12152.88,1092.28,-992.0,531.94,-267.3,10790.152040170704,14625.605848155488,13802.134569754056,20.23857702507763,18757.17050667291,21264.29950527409,22422.698797664874,26814.438323193895,2025-11-25T15:29:08.562271,2025-11-25T15:29:11.216998,0
50,-21016.0,-32768.0,-22008.0,-1056.0,-32768.0,-32768.0,32767.0,10480.0,32736.0,-960.0,32767.0,32767.0,4089.26,-12678.08,2069.36,-1010.56,314.12,35.34,9787.382409633334,14985.148407459967,13276.839855568041,21.07145937043754,18405.015254152873,22135.767695392904,23003.392571929475,27058.98642665048,2025-11-25T15:29:11.216998,2025-11-25T15:29:13.876014,0
50,-29556.0,-32768.0,-25096.0,-1056.0,-32768.0,-32768.0,32767.0,13860.0,32767.0,-992.0,32767.0,32767.0,3688.38,-11639.76,2589.62,-1032.32,1467.6,3613.34,9584.244831785132,14567.633019210774,14201.209565230703,15.754923040116699,20482.491180518056,21324.262409387105,22381.273446878757,28422.23710098453,2025-11-25T15:29:13.876014,2025-11-25T15:29:16.538760,0
50,-22608.0,-32768.0,-23296.0,-1104.0,-32768.0,-32768.0,32767.0,15416.0,32767.0,-992.0,32767.0,32767.0,3764.14,-10831.92,671.54,-1042.24,-565.26,-2263.94,10987.616221929122,14691.51307638529,13700.227064118317,21.46863759068097,19218.71237498496,19657.290544131458,21604.56757423081,25556.38499498241,2025-11-25T15:29:16.538760,2025-11-25T15:29:19.265512,0
