n_samples,min_ax,min_ay,min_az,min_gx,min_gy,min_gz,max_ax,max_ay,max_az,max_gx,max_gy,max_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,mag_acc_mean,mag_gyro_mean,timestamp_inicio,timestamp_fim,classe
50,-31688.0,-32768.0,-10976.0,-1536.0,-23426.0,-32768.0,25556.0,32767.0,28384.0,-1472.0,20241.0,22517.0,2928.64,-9487.56,1396.72,-1500.48,-1023.6,-2465.22,9160.415723666694,15838.970466744358,7940.482592487689,19.009723827557305,9715.627893244986,12092.947206185927,18758.43022910533,14204.240765526218,2025-11-25T15:47:27.677299,2025-11-25T15:47:30.332583,0
50,-12044.0,-32768.0,-16384.0,-1568.0,-18135.0,-30061.0,23952.0,15272.0,28500.0,-1488.0,11103.0,32767.0,1890.96,-10646.0,-456.24,-1523.2,-2311.8,4740.94,7996.893069086269,15046.716207864094,8860.331674514222,16.93280839081338,7512.389550602391,14381.414783546159,18047.667461153585,14806.925764164283,2025-11-25T15:47:30.332583,2025-11-25T15:47:32.992399,0
50,-10448.0,-32768.0,-15140.0,-1568.0,-24098.0,-32768.0,21916.0,12836.0,19296.0,-1488.0,17407.0,32767.0,4341.68,-13497.44,-1300.72,-1527.36,-2052.78,1291.32,7939.898118842584,15522.367752582079,7161.096974737879,18.716580884338892,8481.456040775074,19222.94064022464,20535.68413236898,18868.311445478343,2025-11-25T15:47:32.992399,2025-11-25T15:47:35.648727,0
50,-11576.0,-32768.0,-12128.0,-1568.0,-19198.0,-32768.0,32767.0,14348.0,20168.0,-1488.0,17119.0,28095.0,7907.24,-13937.28,140.08,-1534.72,1942.62,-8776.8,11480.993884781927,14307.065922878806,6384.041628435704,16.884359626589337,7047.240313456041,15197.445549828431,21453.75304245851,16356.82474163989,2025-11-25T15:47:35.648727,2025-11-25T15:47:38.304005,0
50,-22488.0,-32768.0,-20416.0,-1600.0,-21220.0,-32768.0,24412.0,7076.0,21592.0,-1536.0,17044.0,32767.0,3184.56,-12879.36,1517.92,-1560.96,-1836.96,812.92,9170.347762566042,9601.371147414311,7220.959370720763,16.0511183411001,7330.029475957105,15969.612518580405,18168.259392978383,14435.29622515065,2025-11-25T15:47:38.304005,2025-11-25T15:47:40.970014,0
50,-32768.0,-32768.0,-16832.0,-1600.0,-21281.0,-32768.0,32767.0,5400.0,10320.0,-1504.0,16435.0,32767.0,4070.78,-13663.04,-674.4,-1562.56,672.84,-1958.22,11335.036196307447,10812.14743695257,5054.162767462085,20.888427418070513,7506.775862805549,14603.130382613175,18957.405264270907,13551.573507509594,2025-11-25T15:47:40.970014,2025-11-25T15:47:43.624874,0
50,-32768.0,-32768.0,-14484.0,-1632.0,-32768.0,-32768.0,26532.0,16928.0,14904.0,-1536.0,27803.0,32767.0,3064.24,-14770.64,728.08,-1584.64,-32.3,1627.12,11829.402917408806,10008.27448416559,5186.904957062545,22.390855276205954,8834.781313082967,16074.725299848827,20224.236068229526,13778.373441978909,2025-11-25T15:47:43.624874,2025-11-25T15:47:46.286246,0
50,-10100.0,-32768.0,-27588.0,-1632.0,-20934.0,-32157.0,25144.0,24760.0,14088.0,-1552.0,9495.0,32767.0,5221.6,-14433.2,69.92,-1594.24,-486.46,-939.16,8237.465707364128,11557.117820633308,5880.225151607717,21.882010876516812,6954.99455128471,15057.009473809863,19014.719743821028,13499.092139185705,2025-11-25T15:47:46.286246,2025-11-25T15:47:48.936314,0
50,4696.0,-24076.0,724.0,-1632.0,-8982.0,-17167.0,21492.0,2388.0,14100.0,-1552.0,12776.0,15666.0,11707.2,-8054.96,6193.36,-1597.12,-1505.02,1522.12,4689.066363360621,6134.070299434136,3345.9533634526347,19.904411571307502,5541.125133003225,6463.031111297547,17362.944941773258,8211.684777504886,2025-11-25T15:47:48.936314,2025-11-25T15:47:51.611559,0
50,-12400.0,-32768.0,-21516.0,-1648.0,-32768.0,-32768.0,32767.0,-2528.0,32767.0,-1568.0,17872.0,32767.0,5192.66,-14778.48,2451.34,-1600.96,-7487.9,-94.16,11094.759163875528,7435.1741290705495,9194.206092121276,16.753459344266783,12018.13388384403,17293.613613539535,20132.055615900004,19623.116827504982,2025-11-25T15:47:51.611559,2025-11-25T15:47:54.258029,0
